SITE,OB TIME,RADIATION,WET BULB,AIR TEMP,WIND SPEED,WIND DIR,RAINFALL,10CM SOIL,30CM SOIL,RH
LINTON ON OUSE,13/07/2017 21:00,,12.6,16.1,3,260,0,20.2,,64.2
LINTON ON OUSE,13/07/2017 22:00,,12.6,15.4,6,220,0,19.7,,70.4
LINTON ON OUSE,13/07/2017 23:00,,12.6,14.9,3,210,0,19.2,,75
LINTON ON OUSE,14-Jul-17,,13.2,13.8,6,220,1.2,18.8,,93.1
LINTON ON OUSE,14/07/2017 01:00,,13.1,13.5,7,250,0,18.5,,95.3
LINTON ON OUSE,14/07/2017 02:00,,13.2,13.9,3,250,0,18.1,,91.9
LINTON ON OUSE,14/07/2017 03:00,,12.5,13.4,6,260,0,17.8,,89.5
LINTON ON OUSE,14/07/2017 04:00,,11.9,12.6,6,270,0,17.5,,91.6
LINTON ON OUSE,14/07/2017 05:00,,11,12.5,7,280,0,17.2,,82.1
LINTON ON OUSE,14/07/2017 06:00,,11.2,12.9,8,280,0,16.9,,80.2
LINTON ON OUSE,14/07/2017 07:00,,12.3,15,10,280,0,16.7,,71
LINTON ON OUSE,14/07/2017 08:00,,12,15.2,8,290,0,16.8,,66.1
LINTON ON OUSE,14/07/2017 09:00,,12.1,15.9,14,290,0,17.2,17.5,61
LINTON ON OUSE,14/07/2017 10:00,,12.7,17,13,300,0,17.7,,57.7
LINTON ON OUSE,14/07/2017 11:00,,12.4,17,15,290,0,18.2,,55
LINTON ON OUSE,14/07/2017 12:00,,12.2,16.6,14,290,0,18.6,,56.3
LINTON ON OUSE,14/07/2017 13:00,,13.2,17.4,10,280,0,18.7,,59.2
LINTON ON OUSE,14/07/2017 14:00,,13.2,17.5,11,270,0,19.1,,58.4
LINTON ON OUSE,14/07/2017 15:00,,14.3,19.5,13,270,0,19.4,,53.2
LINTON ON OUSE,14/07/2017 16:00,,13.9,18.6,13,270,0,19.8,,56.3
LINTON ON OUSE,14/07/2017 17:00,,13.6,18.7,11,280,0,20.2,,53
LINTON ON OUSE,14/07/2017 18:00,,13.1,17.4,12,270,0,20.4,,58.2
LINTON ON OUSE,14/07/2017 19:00,,12.5,16,7,280,0,20.2,,64
LINTON ON OUSE,14/07/2017 20:00,,12.3,14.8,5,260,0,19.8,,72.9
LINTON ON OUSE,14/07/2017 21:00,,12,13.4,2,240,0.6,19.3,,83.8
LINTON ON OUSE,14/07/2017 22:00,,12.1,13,2,250,0.4,18.9,,89.4
LINTON ON OUSE,14/07/2017 23:00,,12,13,3,240,0,18.4,,88.2
LINTON ON OUSE,15-Jul-17,,12,12.9,3,210,0,18.1,,89.4
LINTON ON OUSE,15/07/2017 01:00,,12.3,13.3,4,270,0,17.8,,88.3
LINTON ON OUSE,15/07/2017 02:00,,12.3,13.3,4,210,0,17.5,,88.4
LINTON ON OUSE,15/07/2017 03:00,,12.4,13.3,4,190,0,17.3,,89.5
LINTON ON OUSE,15/07/2017 04:00,,12.4,13.3,6,170,0,17.1,,89.5
LINTON ON OUSE,15/07/2017 05:00,,12.4,13.2,7,150,0,16.9,,90.6
LINTON ON OUSE,15/07/2017 06:00,,12.7,13.8,5,160,0,16.8,,87.4
LINTON ON OUSE,15/07/2017 07:00,,13.5,14.9,8,170,0,16.8,,84.6
LINTON ON OUSE,15/07/2017 08:00,,13.6,14.6,8,180,0.2,17,,88.9
LINTON ON OUSE,15/07/2017 09:00,,14.1,14.4,6,180,1,17.1,17.5,96.6
LINTON ON OUSE,15/07/2017 10:00,,14.9,15.6,9,190,0.2,17.1,,92.4
LINTON ON OUSE,15/07/2017 11:00,,15.3,16.3,10,190,0,17.4,,89.4
LINTON ON OUSE,15/07/2017 12:00,,16,17,11,200,0.2,17.6,,89.7
LINTON ON OUSE,15/07/2017 13:00,,16.7,18.4,9,220,0,18,,83.3
LINTON ON OUSE,15/07/2017 14:00,,17.5,19.5,9,240,0,18.3,,81.1
LINTON ON OUSE,15/07/2017 15:00,,18,20.3,10,230,0,18.5,,78.8
LINTON ON OUSE,15/07/2017 16:00,,18.7,20.4,8,240,0,18.7,,84.2
LINTON ON OUSE,15/07/2017 17:00,,18.5,19.8,12,240,0,18.7,,87.6
LINTON ON OUSE,15/07/2017 18:00,,18.6,20.7,11,220,0,18.7,,80.8
LINTON ON OUSE,15/07/2017 19:00,,18.7,20.9,5,190,0,18.7,,80
LINTON ON OUSE,15/07/2017 20:00,,18.5,20.9,6,210,0,18.7,,78.3
LINTON ON OUSE,15/07/2017 21:00,,18,20.1,7,220,0,18.7,,80.5
LINTON ON OUSE,15/07/2017 22:00,,17.8,19.9,8,190,0,18.4,,80.4
LINTON ON OUSE,15/07/2017 23:00,,17.7,19.3,5,200,0,18.3,,84.7
LINTON ON OUSE,16-Jul-17,,17.6,19.4,10,250,0,18.1,,82.9
LINTON ON OUSE,16/07/2017 01:00,,16.9,18.2,8,250,0,18,,87
LINTON ON OUSE,16/07/2017 02:00,,16.8,18.1,10,250,0,17.9,,87
LINTON ON OUSE,16/07/2017 03:00,,16.6,17.8,10,250,0,17.8,,87.9
LINTON ON OUSE,16/07/2017 04:00,,16.7,17.9,4,260,0,17.6,,87.9
LINTON ON OUSE,16/07/2017 05:00,,16.3,17.4,8,250,0,17.5,,88.7
LINTON ON OUSE,16/07/2017 06:00,,16.4,17.8,11,270,0,17.5,,85.9
LINTON ON OUSE,16/07/2017 07:00,,15.8,17.6,11,280,0,17.6,,81.9
LINTON ON OUSE,16/07/2017 08:00,,15.8,18.4,12,290,0,17.8,,74.8
LINTON ON OUSE,16/07/2017 09:00,,15.7,19.1,10,260,0,18.1,17.9,68.1
LINTON ON OUSE,16/07/2017 10:00,,16.4,19.7,8,310,0,18.7,,69.6
LINTON ON OUSE,16/07/2017 11:00,,15.1,19.2,7,300,0,19.6,,62.1
LINTON ON OUSE,16/07/2017 12:00,,15.9,20.9,8,300,0,20.2,,56.6
LINTON ON OUSE,16/07/2017 13:00,,16,22.2,7,300,0,21.1,,49
LINTON ON OUSE,16/07/2017 14:00,,16,22.4,12,260,0,22.3,,47.9
LINTON ON OUSE,16/07/2017 15:00,,15.2,21.4,12,260,0,23,,47.9
LINTON ON OUSE,16/07/2017 16:00,,15,21,12,270,0,23.3,,48.9
LINTON ON OUSE,16/07/2017 17:00,,14.1,19.6,9,280,0,23.3,,50.8
LINTON ON OUSE,16/07/2017 18:00,,14.1,19.4,11,250,0,23,,52.2
LINTON ON OUSE,16/07/2017 19:00,,14.1,19.1,8,280,0,22.6,,54.3
LINTON ON OUSE,16/07/2017 20:00,,13.4,16.8,9,280,0,22.1,,65.8
LINTON ON OUSE,16/07/2017 21:00,,12.6,15.4,9,280,0,21.5,,70.3
LINTON ON OUSE,16/07/2017 22:00,,12.1,14.4,8,270,0,20.8,,74.6
LINTON ON OUSE,16/07/2017 23:00,,11.4,13.4,8,270,0,20.1,,77
LINTON ON OUSE,17-Jul-17,,10.8,12.2,8,260,0,19.5,,83.1
LINTON ON OUSE,17/07/2017 01:00,,10.8,12.1,6,250,0,19,,84.3
LINTON ON OUSE,17/07/2017 02:00,,10.6,11.9,4,230,0,18.5,,84.1
LINTON ON OUSE,17/07/2017 03:00,,10.3,11.1,5,240,0,18.1,,89.9
LINTON ON OUSE,17/07/2017 04:00,,10.7,11.6,5,200,0,17.7,,88.8
LINTON ON OUSE,17/07/2017 05:00,,11.4,12.6,4,240,0,17.3,,85.7
LINTON ON OUSE,17/07/2017 06:00,,12.1,13.4,2,170,0,17.1,,84.9
LINTON ON OUSE,17/07/2017 07:00,,12.9,15.6,4,240,0,17,,71.5
LINTON ON OUSE,17/07/2017 08:00,,13.1,16.9,4,240,0,17.3,,62.1
LINTON ON OUSE,17/07/2017 09:00,,14.2,18.6,4,270,0,17.9,18.1,58.8
LINTON ON OUSE,17/07/2017 10:00,,15.3,20.4,5,270,0,18.9,,55.2
LINTON ON OUSE,17/07/2017 11:00,,16.2,22.1,8,280,0,20,,51.1
LINTON ON OUSE,17/07/2017 12:00,,16.9,23.7,11,260,0,21.1,,46.7
LINTON ON OUSE,17/07/2017 13:00,,16.9,24.7,9,270,0,22.1,,41.4
LINTON ON OUSE,17/07/2017 14:00,,17.3,25.3,9,270,0,23,,41
LINTON ON OUSE,17/07/2017 15:00,,17.6,25.3,10,260,0,23.8,,42.9
LINTON ON OUSE,17/07/2017 16:00,,18,25.6,9,290,0,24.2,,44
LINTON ON OUSE,17/07/2017 17:00,,17.7,24.9,8,270,0,24.5,,45.7
LINTON ON OUSE,17/07/2017 18:00,,17.7,24.4,5,310,0,24.5,,48.4
LINTON ON OUSE,17/07/2017 19:00,,15.7,23.5,6,330,0,24.3,,39.6
LINTON ON OUSE,17/07/2017 20:00,,15.5,21.6,2,300,0,23.8,,48.9
LINTON ON OUSE,17/07/2017 21:00,,15,17.8,6,50,0,23.1,,72.4
LINTON ON OUSE,17/07/2017 22:00,,13,14.9,3,20,0,22.4,,79.2
LINTON ON OUSE,17/07/2017 23:00,,12.7,14.3,2,50,0,21.7,,82.1
LINTON ON OUSE,18-Jul-17,,11.4,12.3,1,320,0,21.1,,89
LINTON ON OUSE,18/07/2017 01:00,,11.2,11.7,0,0,0,20.5,,93.8
LINTON ON OUSE,18/07/2017 02:00,,10.1,10.7,3,310,0,19.9,,92.3
LINTON ON OUSE,18/07/2017 03:00,,10.4,10.7,1,220,0,19.4,,96.2
LINTON ON OUSE,18/07/2017 04:00,,9.3,9.7,2,350,0,18.9,,94.6
LINTON ON OUSE,18/07/2017 05:00,,10,10.3,2,350,0,18.5,,96.1
LINTON ON OUSE,18/07/2017 06:00,,11.4,11.9,2,320,0,18.2,,93.8
LINTON ON OUSE,18/07/2017 07:00,,13,14,3,80,0,18.1,,88.6
LINTON ON OUSE,18/07/2017 08:00,,15.2,16.2,4,60,0,18.3,,89.4
LINTON ON OUSE,18/07/2017 09:00,,16.5,18.7,5,170,0,18.7,18.7,78.8
LINTON ON OUSE,18/07/2017 10:00,,17.4,21.5,7,130,0,19.4,,64.5
LINTON ON OUSE,18/07/2017 11:00,,17.8,23.6,9,150,0,20.5,,53.7
LINTON ON OUSE,18/07/2017 12:00,,16.7,23.5,12,110,0,21.5,,46.5
LINTON ON OUSE,18/07/2017 13:00,,16,22.9,14,120,0,22.4,,45
LINTON ON OUSE,18/07/2017 14:00,,16.4,23.1,13,110,0,23.2,,46.7
LINTON ON OUSE,18/07/2017 15:00,,16.3,22,12,90,0,23.8,,52.6
LINTON ON OUSE,18/07/2017 16:00,,15.9,21.8,13,90,0,24,,50.8
LINTON ON OUSE,18/07/2017 17:00,,16.2,21.6,13,90,0,24,,54.4
LINTON ON OUSE,18/07/2017 18:00,,20,20.3,13,100,0,24,,97.1
LINTON ON OUSE,18/07/2017 19:00,,18.5,18.5,12,100,0,23.7,,100
LINTON ON OUSE,18/07/2017 20:00,,16.7,16.7,9,100,0,23.2,,100
LINTON ON OUSE,18/07/2017 21:00,,13.9,15.4,9,100,0,22.6,,83.8
LINTON ON OUSE,18/07/2017 22:00,,,14.3,5,80,0,21.9,,
LINTON ON OUSE,18/07/2017 23:00,,13.2,14,4,80,0,21.4,,90.9
LINTON ON OUSE,19-Jul-17,,13.8,13.8,3,70,0,20.9,,100
LINTON ON OUSE,19/07/2017 01:00,,13.6,14.2,4,70,0,20.4,,93.1
LINTON ON OUSE,19/07/2017 02:00,,14.9,14.9,6,70,0,20.1,,100
LINTON ON OUSE,19/07/2017 03:00,,15.3,15.3,9,100,0,19.9,,100
LINTON ON OUSE,19/07/2017 04:00,,15.7,15.8,9,100,0,19.7,,98.9
LINTON ON OUSE,19/07/2017 05:00,,15.9,16,10,100,0,19.6,,98.9
LINTON ON OUSE,19/07/2017 06:00,,16,16.1,7,80,0,19.4,,99
LINTON ON OUSE,19/07/2017 07:00,,15.9,17.2,11,80,0,19.3,,86.7
LINTON ON OUSE,19/07/2017 08:00,,16,17.2,10,80,0,19.3,,87.7
LINTON ON OUSE,19/07/2017 09:00,,16.1,17.5,10,90,0,19.4,19.1,85.9
LINTON ON OUSE,19/07/2017 10:00,,16.6,18.5,7,90,0,19.5,,81.5
LINTON ON OUSE,19/07/2017 11:00,,17,19,9,80,0,19.8,,80.8
LINTON ON OUSE,19/07/2017 12:00,,17.2,19.2,8,90,0,20,,81
LINTON ON OUSE,19/07/2017 13:00,,18.3,21.1,6,90,0,20.3,,75.1
LINTON ON OUSE,19/07/2017 14:00,,19.4,23.4,5,40,0,20.9,,67.1
LINTON ON OUSE,19/07/2017 15:00,,18.8,24.8,10,110,0,21.8,,54
LINTON ON OUSE,19/07/2017 16:00,,19.5,23.8,11,120,0,22.3,,65.2
LINTON ON OUSE,19/07/2017 17:00,,18.4,21.5,8,110,0,22.4,,72.9
LINTON ON OUSE,19/07/2017 18:00,,18.5,21,6,100,0,22.2,,77.6
LINTON ON OUSE,19/07/2017 19:00,,19.1,20.7,6,130,0,21.9,,85.3
LINTON ON OUSE,19/07/2017 20:00,,19.1,20.7,4,110,0,21.7,,85.3
LINTON ON OUSE,19/07/2017 21:00,,19.2,20.6,4,180,0,21.4,,87.1
LINTON ON OUSE,19/07/2017 22:00,,19.1,19.9,5,290,0.2,21.2,,92.4
LINTON ON OUSE,19/07/2017 23:00,,17.5,17.9,4,290,0,21,,95.9
LINTON ON OUSE,20-Jul-17,,17.2,17.6,2,220,0,20.7,,95.9
LINTON ON OUSE,20/07/2017 01:00,,17.5,18,5,220,0,20.4,,94.9
LINTON ON OUSE,20/07/2017 02:00,,17.3,18,4,260,0,20.2,,92.9
LINTON ON OUSE,20/07/2017 03:00,,16.2,17.4,7,250,0,20,,87.8
LINTON ON OUSE,20/07/2017 04:00,,15.6,16.6,6,240,0,19.8,,89.6
LINTON ON OUSE,20/07/2017 05:00,,15.3,16.3,6,240,0,19.6,,89.5
LINTON ON OUSE,20/07/2017 06:00,,14.3,15.6,9,250,0,19.4,,86.1
LINTON ON OUSE,20/07/2017 07:00,,14.2,15.9,10,260,0,19.2,,82.1
LINTON ON OUSE,20/07/2017 08:00,,13.6,14.4,11,260,0.4,19.3,,91
LINTON ON OUSE,20/07/2017 09:00,,14,14.6,6,260,3.4,19.2,19.3,93.3
LINTON ON OUSE,20/07/2017 10:00,,13.9,15,8,270,0,19.1,,88
LINTON ON OUSE,20/07/2017 11:00,,12.8,13.9,12,270,0.2,19.1,,87.5
LINTON ON OUSE,20/07/2017 12:00,,12.9,14.2,10,270,1,19,,85.4
LINTON ON OUSE,20/07/2017 13:00,,12.8,14.5,9,270,0.8,18.9,,81.2
LINTON ON OUSE,20/07/2017 14:00,,13.1,15.4,6,280,0,18.9,,75.6
LINTON ON OUSE,20/07/2017 15:00,,12,15.6,10,270,0,19.1,,62.8
LINTON ON OUSE,20/07/2017 16:00,,12.1,16.5,14,250,0,19.1,,56.3
LINTON ON OUSE,20/07/2017 17:00,,11.4,16.5,12,250,0,19.1,,49.9
LINTON ON OUSE,20/07/2017 18:00,,11.6,16.9,9,270,0,19.1,,48.8
LINTON ON OUSE,20/07/2017 19:00,,11.7,16.7,9,270,0,18.8,,51.2
LINTON ON OUSE,20/07/2017 20:00,,11.5,15.3,5,260,0,18.5,,60.4
LINTON ON OUSE,20/07/2017 21:00,,11.5,14.8,2,220,0,18.1,,64.8
LINTON ON OUSE,20/07/2017 22:00,,11.2,13,2,110,0,17.7,,79.2
LINTON ON OUSE,20/07/2017 23:00,,10.8,12.4,2,160,0,17.3,,81
LINTON ON OUSE,21-Jul-17,,10,11.5,7,170,0,16.9,,81.6
LINTON ON OUSE,21/07/2017 01:00,,10.2,11.5,4,140,0,16.5,,84
LINTON ON OUSE,21/07/2017 02:00,,10.1,11.3,6,110,0,16.3,,85.1
LINTON ON OUSE,21/07/2017 03:00,,10.5,11.6,6,120,0,16,,86.5
LINTON ON OUSE,21/07/2017 04:00,,10.8,12.6,9,140,0,15.9,,78.9
LINTON ON OUSE,21/07/2017 05:00,,11.2,12.8,8,140,0,15.7,,81.3
LINTON ON OUSE,21/07/2017 06:00,,12.1,12.8,10,150,0.4,15.7,,91.7
LINTON ON OUSE,21/07/2017 07:00,,12.7,14,10,150,0,15.7,,85.3
LINTON ON OUSE,21/07/2017 08:00,,13.4,15.2,13,150,0,15.9,,80.6
LINTON ON OUSE,21/07/2017 09:00,,14.3,17.3,13,160,0,16.2,18.1,70.3
LINTON ON OUSE,21/07/2017 10:00,,14.5,18.1,15,160,0,16.8,,65.6
LINTON ON OUSE,21/07/2017 11:00,,14.8,18.6,14,160,0,17.3,,64.3
LINTON ON OUSE,21/07/2017 12:00,,14.8,19.2,15,160,0,17.6,,59.7
LINTON ON OUSE,21/07/2017 13:00,,15.1,19.4,14,150,0,17.8,,60.9
LINTON ON OUSE,21/07/2017 14:00,,15,19.7,14,150,0,18,,57.8
LINTON ON OUSE,21/07/2017 15:00,,14.9,19.9,11,150,0,18,,55.6
LINTON ON OUSE,21/07/2017 16:00,,16,21.1,10,140,0,18.1,,56.3
LINTON ON OUSE,21/07/2017 17:00,,15.6,20.6,11,120,0,18.3,,56.5
LINTON ON OUSE,21/07/2017 18:00,,15.3,21.4,11,150,0,18.5,,49
LINTON ON OUSE,21/07/2017 19:00,,14.9,20.1,13,130,0,18.6,,54.3
LINTON ON OUSE,21/07/2017 20:00,,15.2,18.9,10,110,0,18.5,,65.5
LINTON ON OUSE,21/07/2017 21:00,,14.8,17.3,10,100,0,18.2,,75.1
LINTON ON OUSE,21/07/2017 22:00,,14.7,16.7,11,100,0,17.9,,79.5
LINTON ON OUSE,21/07/2017 23:00,,14.5,16.4,11,100,0,17.7,,80.3
LINTON ON OUSE,22-Jul-17,,14.3,16.6,10,100,0,17.4,,76.5
LINTON ON OUSE,22/07/2017 01:00,,14.3,16.1,9,110,0,17.3,,81.1
LINTON ON OUSE,22/07/2017 02:00,,14.7,15.8,9,120,0.2,17.1,,88.3
LINTON ON OUSE,22/07/2017 03:00,,15,15.5,8,120,1.4,17,,94.6
LINTON ON OUSE,22/07/2017 04:00,,14.9,15.2,6,120,2.6,16.9,,96.7
LINTON ON OUSE,22/07/2017 05:00,,14.7,14.9,7,110,0.4,16.8,,97.8
LINTON ON OUSE,22/07/2017 06:00,,14.6,14.8,6,110,1.8,16.7,,97.7
LINTON ON OUSE,22/07/2017 07:00,,14.4,14.7,4,90,1.2,16.6,,96.7
LINTON ON OUSE,22/07/2017 08:00,,15.5,15.9,9,70,0.2,16.6,,95.7
LINTON ON OUSE,22/07/2017 09:00,,15.4,16,10,110,0.6,16.8,18.1,93.6
LINTON ON OUSE,22/07/2017 10:00,,15,15.5,10,180,5.2,16.9,,94.6
LINTON ON OUSE,22/07/2017 11:00,,15,17,7,170,0,17.4,,79.7
LINTON ON OUSE,22/07/2017 12:00,,15.4,19,9,190,0,18.2,,66.5
LINTON ON OUSE,22/07/2017 13:00,,15.4,19.3,9,230,0,19.1,,64.1
LINTON ON OUSE,22/07/2017 14:00,,14.4,19.4,7,180,0,19.8,,55
LINTON ON OUSE,22/07/2017 15:00,,14.6,20.6,7,160,0,20.1,,48.6
LINTON ON OUSE,22/07/2017 16:00,,13.9,21,8,210,0,20.5,,40.9
LINTON ON OUSE,22/07/2017 17:00,,14.8,20.9,5,190,0,20.7,,48.3
LINTON ON OUSE,22/07/2017 18:00,,14.3,20.2,4,160,0,20.6,,48.8
LINTON ON OUSE,22/07/2017 19:00,,13.5,16,14,160,0,20.4,,74.1
LINTON ON OUSE,22/07/2017 20:00,,12.9,14,10,160,1.6,19.9,,87.5
LINTON ON OUSE,22/07/2017 21:00,,12.4,13,4,220,2.8,19.2,,92.9
LINTON ON OUSE,22/07/2017 22:00,,12.2,12.5,5,350,0.2,18.6,,96.4
LINTON ON OUSE,22/07/2017 23:00,,12.1,12.4,3,90,0.2,18.1,,96.4
LINTON ON OUSE,23-Jul-17,,11.7,11.9,2,120,0.2,17.7,,97.5
LINTON ON OUSE,23/07/2017 01:00,,10.5,10.5,1,20,0,17.3,,100
LINTON ON OUSE,23/07/2017 02:00,,11.1,11.1,1,30,0,16.9,,100
LINTON ON OUSE,23/07/2017 03:00,,11.5,11.5,4,360,0,16.6,,100
LINTON ON OUSE,23/07/2017 04:00,,11.5,11.6,3,330,0,16.4,,98.8
LINTON ON OUSE,23/07/2017 05:00,,11.6,11.7,3,320,0,16.2,,98.8
LINTON ON OUSE,23/07/2017 06:00,,11.9,12.1,3,330,0,16.1,,97.6
LINTON ON OUSE,23/07/2017 07:00,,12.6,13,6,320,0,16.1,,95.3
LINTON ON OUSE,23/07/2017 08:00,,13.5,14.5,7,320,0,16.4,,88.8
LINTON ON OUSE,23/07/2017 09:00,,14,15.8,9,330,0,16.9,18.3,81
LINTON ON OUSE,23/07/2017 10:00,,14.1,17,7,340,0,17.6,,70.9
LINTON ON OUSE,23/07/2017 11:00,,14.6,17.1,8,320,0,18.2,,74.8
LINTON ON OUSE,23/07/2017 12:00,,15,19.1,6,350,0,18.8,,62.2
LINTON ON OUSE,23/07/2017 13:00,,15.5,20.6,7,350,0,19.7,,55.6
LINTON ON OUSE,23/07/2017 14:00,,14.8,19.1,6,340,0,20.2,,60.4
LINTON ON OUSE,23/07/2017 15:00,,14.5,18.1,5,350,0,20.1,,65.5
LINTON ON OUSE,23/07/2017 16:00,,14,18.5,11,320,0,19.9,,58
LINTON ON OUSE,23/07/2017 17:00,,15.1,17.2,8,330,0,19.7,,78.9
LINTON ON OUSE,23/07/2017 18:00,,14.7,15.6,9,300,0.6,19.4,,90.2
LINTON ON OUSE,23/07/2017 19:00,,14.5,14.8,6,270,2,19,,96.7
LINTON ON OUSE,23/07/2017 20:00,,14.5,14.9,8,280,1.2,18.6,,95.6
LINTON ON OUSE,23/07/2017 21:00,,15.1,15.3,9,330,1,18.3,,97.8
LINTON ON OUSE,23/07/2017 22:00,,14.7,15,12,330,0.4,18,,96.7
LINTON ON OUSE,23/07/2017 23:00,,14.2,14.6,12,340,0.2,17.8,,95.5
LINTON ON OUSE,24-Jul-17,,13.9,14.5,14,340,0,17.5,,93.3
LINTON ON OUSE,24/07/2017 01:00,,13.9,14.7,13,340,0,17.3,,91.1
LINTON ON OUSE,24/07/2017 02:00,,13.9,14.7,14,350,0,17.1,,91.1
LINTON ON OUSE,24/07/2017 03:00,,13.4,14.1,15,340,0,17,,92
LINTON ON OUSE,24/07/2017 04:00,,12.9,13.6,15,350,0,16.8,,91.8
LINTON ON OUSE,24/07/2017 05:00,,12.9,13.8,18,350,0,16.6,,89.7
LINTON ON OUSE,24/07/2017 06:00,,12.6,13.6,20,340,0,16.4,,88.4
LINTON ON OUSE,24/07/2017 07:00,,12.5,13.4,16,340,0,16.3,,89.5
LINTON ON OUSE,24/07/2017 08:00,,12.5,13.6,18,340,0,16.2,,87.4
LINTON ON OUSE,24/07/2017 09:00,,12.7,13.9,17,330,0,16.2,18.5,86.3
LINTON ON OUSE,24/07/2017 10:00,,12.6,14.3,15,340,0,16.3,,81
LINTON ON OUSE,24/07/2017 11:00,,13.1,15.1,15,330,0,16.5,,78.4
LINTON ON OUSE,24/07/2017 12:00,,13,14.7,14,340,0,16.7,,81.3
LINTON ON OUSE,24/07/2017 13:00,,13.3,15.4,16,340,0,16.8,,77.5
LINTON ON OUSE,24/07/2017 14:00,,13.6,15.8,14,340,0,17,,76.8
LINTON ON OUSE,24/07/2017 15:00,,13.5,15.2,14,350,0,17.4,,81.6
LINTON ON OUSE,24/07/2017 16:00,,13.3,15.5,12,350,0,17.5,,76.6
LINTON ON OUSE,24/07/2017 17:00,,13.6,15.8,11,350,0,17.7,,76.8
LINTON ON OUSE,24/07/2017 18:00,,13.2,15.6,10,360,0,17.8,,74.6
LINTON ON OUSE,24/07/2017 19:00,,13.1,15.3,9,340,0,17.7,,76.4
LINTON ON OUSE,24/07/2017 20:00,,12.6,14.3,7,330,0,17.4,,81
LINTON ON OUSE,24/07/2017 21:00,,11.7,12.9,7,10,0,17,,85.8
LINTON ON OUSE,24/07/2017 22:00,,11.4,12.7,10,350,0,16.6,,84.5
LINTON ON OUSE,24/07/2017 23:00,,11.4,12.9,7,350,0,16.2,,82.4
LINTON ON OUSE,25-Jul-17,,11.6,13.1,8,340,0,15.9,,82.5
LINTON ON OUSE,25/07/2017 01:00,,11.5,13,6,20,0,15.7,,82.4
LINTON ON OUSE,25/07/2017 02:00,,11.6,13.2,9,350,0,15.5,,81.4
LINTON ON OUSE,25/07/2017 03:00,,11.8,13,5,330,0,15.4,,85.9
LINTON ON OUSE,25/07/2017 04:00,,11.6,13.1,6,330,0,15.4,,82.5
LINTON ON OUSE,25/07/2017 05:00,,11.8,13,4,340,0,15.3,,85.9
LINTON ON OUSE,25/07/2017 06:00,,12.1,13.5,4,350,0,15.2,,83.9
LINTON ON OUSE,25/07/2017 07:00,,12.3,13.9,6,330,0,15.3,,81.9
LINTON ON OUSE,25/07/2017 08:00,,12.2,14.4,7,340,0,15.4,,75.7
LINTON ON OUSE,25/07/2017 09:00,,12.7,15.5,7,330,0,15.7,17.8,70.5
LINTON ON OUSE,25/07/2017 10:00,,12.9,15.9,7,330,0,16.2,,68.8
LINTON ON OUSE,25/07/2017 11:00,,13,16,5,10,0,16.9,,68.9
LINTON ON OUSE,25/07/2017 12:00,,13.4,16.5,3,210,0,17.5,,68.5
LINTON ON OUSE,25/07/2017 13:00,,13.8,17.4,4,30,0,18.3,,64.7
LINTON ON OUSE,25/07/2017 14:00,,14.3,18.5,4,90,0,19.3,,60.5
LINTON ON OUSE,25/07/2017 15:00,,14.8,19.4,2,180,0,20.2,,58.2
LINTON ON OUSE,25/07/2017 16:00,,15.4,20.2,2,300,0,20.9,,57.5
LINTON ON OUSE,25/07/2017 17:00,,15.2,19.9,1,190,0,21.2,,58
LINTON ON OUSE,25/07/2017 18:00,,14.9,19,7,100,0,21,,62
LINTON ON OUSE,25/07/2017 19:00,,15,18.9,7,110,0,20.5,,63.6
LINTON ON OUSE,25/07/2017 20:00,,14.6,17.1,11,120,0,20,,74.8
LINTON ON OUSE,25/07/2017 21:00,,13.9,15.4,7,130,0,19.4,,83.9
LINTON ON OUSE,25/07/2017 22:00,,13,14.1,6,120,0,18.9,,87.6
LINTON ON OUSE,25/07/2017 23:00,,12.9,13.8,5,110,0,18.3,,89.7
LINTON ON OUSE,26-Jul-17,,12.4,12.9,6,110,0,17.9,,94.1
LINTON ON OUSE,26/07/2017 01:00,,11.9,12.2,6,110,0,17.5,,96.3
LINTON ON OUSE,26/07/2017 02:00,,12.1,12.3,4,110,0,17.1,,97.6
LINTON ON OUSE,26/07/2017 03:00,,12.4,12.6,5,110,0,16.8,,97.6
LINTON ON OUSE,26/07/2017 04:00,,12.2,12.4,5,90,0,16.6,,97.6
LINTON ON OUSE,26/07/2017 05:00,,12.4,12.7,4,110,0,16.4,,96.4
LINTON ON OUSE,26/07/2017 06:00,,13.2,13.7,7,140,0,16.2,,94.3
LINTON ON OUSE,26/07/2017 07:00,,13.7,14.4,9,150,0,16.2,,92.1
LINTON ON OUSE,26/07/2017 08:00,,14,14.6,11,160,0,16.3,,93.3
LINTON ON OUSE,26/07/2017 09:00,,14.6,15.2,11,150,0.8,16.4,18.8,93.4
LINTON ON OUSE,26/07/2017 10:00,,15.1,15.5,12,170,1.6,16.5,,95.7
LINTON ON OUSE,26/07/2017 11:00,,15.8,16.1,13,170,2.6,16.7,,96.8
LINTON ON OUSE,26/07/2017 12:00,,16.7,17.1,13,180,0.6,17,,95.8
LINTON ON OUSE,26/07/2017 13:00,,17,17.6,14,180,0.2,17.3,,93.9
LINTON ON OUSE,26/07/2017 14:00,,18.1,19,11,180,0,17.6,,91.3
LINTON ON OUSE,26/07/2017 15:00,,17.6,18.3,10,260,0.4,17.9,,93
