site,OBTIME,RAD,WB,DB,WS,WD,RAIN,10CM,30CM,RH
THE LIZARD NNR,18/07/2018 03:00,,,,3,180,0.2,,,
THE LIZARD NNR,18/07/2018 04:00,,,,1,80,0,,,
THE LIZARD NNR,18/07/2018 05:00,,,,1,140,0,,,
THE LIZARD NNR,18/07/2018 06:00,,,,2,130,0,,,
THE LIZARD NNR,18/07/2018 07:00,,,,1,210,0,,,
THE LIZARD NNR,18/07/2018 08:00,,,,2,330,0,,,
THE LIZARD NNR,18/07/2018 09:00,,,,3,260,0,,,
THE LIZARD NNR,18/07/2018 10:00,,,,6,250,0,,,
THE LIZARD NNR,18/07/2018 11:00,,,,5,280,0,,,
THE LIZARD NNR,18/07/2018 12:00,,,,3,360,0,,,
THE LIZARD NNR,18/07/2018 13:00,,,,5,160,0,,,
THE LIZARD NNR,18/07/2018 14:00,,,,7,280,0,,,
THE LIZARD NNR,18/07/2018 15:00,,,,7,270,0,,,
THE LIZARD NNR,18/07/2018 16:00,,,,6,260,0,,,
THE LIZARD NNR,18/07/2018 17:00,,,,7,250,0,,,
THE LIZARD NNR,18/07/2018 18:00,,,,5,290,0,,,
THE LIZARD NNR,18/07/2018 19:00,,,,4,270,0,,,
THE LIZARD NNR,18/07/2018 20:00,,,,3,330,0,,,
THE LIZARD NNR,18/07/2018 21:00,,,,2,310,0,,,
THE LIZARD NNR,18/07/2018 22:00,,,,4,330,0,,,
THE LIZARD NNR,18/07/2018 23:00,,,,2,320,0,,,
THE LIZARD NNR,19/07/2018,,,,2,320,0,,,
THE LIZARD NNR,19/07/2018 01:00,,,,1,340,0,,,
THE LIZARD NNR,19/07/2018 02:00,,,,2,260,0,,,
THE LIZARD NNR,19/07/2018 03:00,,,,1,30,0,,,
THE LIZARD NNR,19/07/2018 04:00,,,,1,210,0,,,
THE LIZARD NNR,19/07/2018 05:00,,,,0,0,0,,,
THE LIZARD NNR,19/07/2018 06:00,,,,1,270,0,,,
THE LIZARD NNR,19/07/2018 07:00,,,,2,290,0,,,
THE LIZARD NNR,19/07/2018 08:00,,,,3,310,0,,,
THE LIZARD NNR,19/07/2018 09:00,,,,4,360,0,,,
THE LIZARD NNR,19/07/2018 10:00,,,,3,350,0,,,
THE LIZARD NNR,19/07/2018 11:00,,,,4,270,0,,,
THE LIZARD NNR,19/07/2018 12:00,,,,6,250,0,,,
THE LIZARD NNR,19/07/2018 13:00,,,,8,250,0,,,
THE LIZARD NNR,19/07/2018 14:00,,,,9,250,0,,,
THE LIZARD NNR,19/07/2018 15:00,,,,9,260,0,,,
THE LIZARD NNR,19/07/2018 16:00,,,,6,310,0,,,
THE LIZARD NNR,19/07/2018 17:00,,,,7,320,0,,,
THE LIZARD NNR,19/07/2018 18:00,,,,6,330,0,,,
THE LIZARD NNR,19/07/2018 19:00,,,,6,320,0,,,
THE LIZARD NNR,19/07/2018 20:00,,,,4,310,0,,,
THE LIZARD NNR,19/07/2018 21:00,,,,3,310,0,,,
THE LIZARD NNR,19/07/2018 22:00,,,,4,330,0,,,
THE LIZARD NNR,19/07/2018 23:00,,,,4,330,0,,,
THE LIZARD NNR,20/07/2018,,,,3,320,0,,,
THE LIZARD NNR,20/07/2018 01:00,,,,3,300,0,,,
THE LIZARD NNR,20/07/2018 02:00,,,,3,300,0,,,
THE LIZARD NNR,20/07/2018 03:00,,,,4,290,0,,,
THE LIZARD NNR,20/07/2018 04:00,,,,4,290,0,,,
THE LIZARD NNR,20/07/2018 05:00,,,,3,280,0,,,
THE LIZARD NNR,20/07/2018 06:00,,,,2,280,0,,,
THE LIZARD NNR,20/07/2018 07:00,,,,3,290,0,,,
THE LIZARD NNR,20/07/2018 08:00,,,,5,270,0,,,
THE LIZARD NNR,20/07/2018 09:00,,,,8,260,0,,,
THE LIZARD NNR,20/07/2018 10:00,,,,6,250,0,,,
THE LIZARD NNR,20/07/2018 11:00,,,,8,260,0,,,
THE LIZARD NNR,20/07/2018 12:00,,,,9,250,0,,,
THE LIZARD NNR,20/07/2018 13:00,,,,11,250,0,,,
THE LIZARD NNR,20/07/2018 14:00,,,,10,260,0,,,
THE LIZARD NNR,20/07/2018 15:00,,,,10,260,0,,,
THE LIZARD NNR,20/07/2018 16:00,,,,11,270,0,,,
THE LIZARD NNR,20/07/2018 17:00,,,,9,260,0,,,
THE LIZARD NNR,20/07/2018 18:00,,,,7,270,0,,,
THE LIZARD NNR,20/07/2018 19:00,,,,6,260,0,,,
THE LIZARD NNR,20/07/2018 20:00,,,,4,260,0,,,
THE LIZARD NNR,20/07/2018 21:00,,,,3,260,0,,,
THE LIZARD NNR,20/07/2018 22:00,,,,3,260,0,,,
THE LIZARD NNR,20/07/2018 23:00,,,,3,270,0,,,
THE LIZARD NNR,21/07/2018,,,,2,290,0,,,
THE LIZARD NNR,21/07/2018 01:00,,,,1,250,0,,,
THE LIZARD NNR,21/07/2018 02:00,,,,0,0,0.2,,,
THE LIZARD NNR,21/07/2018 03:00,,,,0,0,0,,,
THE LIZARD NNR,21/07/2018 04:00,,,,1,280,0,,,
THE LIZARD NNR,21/07/2018 05:00,,,,1,260,0,,,
THE LIZARD NNR,21/07/2018 06:00,,,,1,70,0.2,,,
THE LIZARD NNR,21/07/2018 07:00,,,,2,50,0,,,
THE LIZARD NNR,21/07/2018 08:00,,,,3,80,0,,,
THE LIZARD NNR,21/07/2018 09:00,,,,4,260,0,,,
THE LIZARD NNR,21/07/2018 10:00,,,,1,230,0.2,,,
THE LIZARD NNR,21/07/2018 11:00,,,,4,120,0,,,
THE LIZARD NNR,21/07/2018 12:00,,,,3,270,0,,,
THE LIZARD NNR,21/07/2018 13:00,,,,5,120,0,,,
THE LIZARD NNR,21/07/2018 14:00,,,,4,230,0,,,
THE LIZARD NNR,21/07/2018 15:00,,,,6,290,0,,,
THE LIZARD NNR,21/07/2018 16:00,,,,4,260,0,,,
THE LIZARD NNR,21/07/2018 17:00,,,,5,270,0,,,
THE LIZARD NNR,21/07/2018 18:00,,,,3,250,0,,,
THE LIZARD NNR,21/07/2018 19:00,,,,5,330,0,,,
THE LIZARD NNR,21/07/2018 20:00,,,,3,360,0,,,
THE LIZARD NNR,21/07/2018 21:00,,,,3,360,0,,,
THE LIZARD NNR,21/07/2018 22:00,,,,3,360,0,,,
THE LIZARD NNR,21/07/2018 23:00,,,,2,360,0,,,
THE LIZARD NNR,22/07/2018,,,,2,360,0,,,
THE LIZARD NNR,22/07/2018 01:00,,,,3,320,0,,,
THE LIZARD NNR,22/07/2018 02:00,,,,2,280,0,,,
THE LIZARD NNR,22/07/2018 03:00,,,,3,260,0,,,
THE LIZARD NNR,22/07/2018 04:00,,,,2,270,0,,,
THE LIZARD NNR,22/07/2018 05:00,,,,3,280,0,,,
THE LIZARD NNR,22/07/2018 06:00,,,,2,280,0,,,
THE LIZARD NNR,22/07/2018 07:00,,,,3,290,0,,,
THE LIZARD NNR,22/07/2018 08:00,,,,4,270,0,,,
THE LIZARD NNR,22/07/2018 09:00,,,,5,280,0,,,
THE LIZARD NNR,22/07/2018 10:00,,,,7,250,0,,,
THE LIZARD NNR,22/07/2018 11:00,,,,8,250,0,,,
THE LIZARD NNR,22/07/2018 12:00,,,,8,260,0,,,
THE LIZARD NNR,22/07/2018 13:00,,,,10,260,0,,,
THE LIZARD NNR,22/07/2018 14:00,,,,9,250,0,,,
THE LIZARD NNR,22/07/2018 15:00,,,,9,250,0,,,
THE LIZARD NNR,22/07/2018 16:00,,,,10,260,0,,,
THE LIZARD NNR,22/07/2018 17:00,,,,9,250,0,,,
THE LIZARD NNR,22/07/2018 18:00,,,,9,260,0,,,
THE LIZARD NNR,22/07/2018 19:00,,,,6,270,0,,,
THE LIZARD NNR,22/07/2018 20:00,,,,4,280,0,,,
THE LIZARD NNR,22/07/2018 21:00,,,,4,310,0,,,
THE LIZARD NNR,22/07/2018 22:00,,,,3,300,0,,,
THE LIZARD NNR,22/07/2018 23:00,,,,3,290,0,,,
THE LIZARD NNR,23/07/2018,,,,2,300,0,,,
THE LIZARD NNR,23/07/2018 01:00,,,,2,290,0,,,
THE LIZARD NNR,23/07/2018 02:00,,,,1,260,0,,,
THE LIZARD NNR,23/07/2018 03:00,,,,3,270,0,,,
THE LIZARD NNR,23/07/2018 04:00,,,,4,290,0,,,
THE LIZARD NNR,23/07/2018 05:00,,,,3,270,0,,,
THE LIZARD NNR,23/07/2018 06:00,,,,3,260,0,,,
THE LIZARD NNR,23/07/2018 07:00,,,,0,0,0,,,
THE LIZARD NNR,23/07/2018 08:00,,,,1,160,0,,,
THE LIZARD NNR,23/07/2018 09:00,,,,6,230,0,,,
THE LIZARD NNR,23/07/2018 10:00,,,,9,220,0,,,
THE LIZARD NNR,23/07/2018 11:00,,,,8,230,0,,,
THE LIZARD NNR,23/07/2018 12:00,,,,8,250,0,,,
THE LIZARD NNR,23/07/2018 13:00,,,,9,220,0,,,
THE LIZARD NNR,23/07/2018 14:00,,,,8,220,0,,,
THE LIZARD NNR,23/07/2018 15:00,,,,9,260,0,,,
THE LIZARD NNR,23/07/2018 16:00,,,,7,250,0,,,
THE LIZARD NNR,23/07/2018 17:00,,,,8,230,0,,,
THE LIZARD NNR,23/07/2018 18:00,,,,7,230,0,,,
THE LIZARD NNR,23/07/2018 19:00,,,,6,250,0,,,
THE LIZARD NNR,23/07/2018 20:00,,,,6,250,0,,,
THE LIZARD NNR,23/07/2018 21:00,,,,3,250,0,,,
THE LIZARD NNR,23/07/2018 22:00,,,,2,250,0,,,
THE LIZARD NNR,23/07/2018 23:00,,,,3,250,0,,,
THE LIZARD NNR,24/07/2018,,,,1,270,0,,,
THE LIZARD NNR,24/07/2018 01:00,,,,0,0,0,,,
THE LIZARD NNR,24/07/2018 02:00,,,,0,0,0,,,
THE LIZARD NNR,24/07/2018 03:00,,,,1,80,0,,,
THE LIZARD NNR,24/07/2018 04:00,,,,1,80,0,,,
THE LIZARD NNR,24/07/2018 05:00,,,,1,60,0,,,
THE LIZARD NNR,24/07/2018 06:00,,,,1,300,0,,,
THE LIZARD NNR,24/07/2018 07:00,,,,3,240,0,,,
THE LIZARD NNR,24/07/2018 08:00,,,,5,280,0,,,
THE LIZARD NNR,24/07/2018 09:00,,,,6,260,0,,,
THE LIZARD NNR,24/07/2018 10:00,,,,6,290,0,,,
THE LIZARD NNR,24/07/2018 11:00,,,,7,250,0,,,
THE LIZARD NNR,24/07/2018 12:00,,,,7,270,0,,,
THE LIZARD NNR,24/07/2018 13:00,,,,8,270,0,,,
THE LIZARD NNR,24/07/2018 14:00,,,,8,270,0,,,
THE LIZARD NNR,24/07/2018 15:00,,,,6,280,0,,,
THE LIZARD NNR,24/07/2018 16:00,,,,8,250,0,,,
THE LIZARD NNR,24/07/2018 17:00,,,,7,310,0,,,
THE LIZARD NNR,24/07/2018 18:00,,,,7,320,0,,,
THE LIZARD NNR,24/07/2018 19:00,,,,7,320,0,,,
THE LIZARD NNR,24/07/2018 20:00,,,,4,300,0,,,
THE LIZARD NNR,24/07/2018 21:00,,,,3,280,0,,,
THE LIZARD NNR,24/07/2018 22:00,,,,2,280,0,,,
THE LIZARD NNR,24/07/2018 23:00,,,,0,0,0,,,
THE LIZARD NNR,25/07/2018,,,,1,310,0,,,
THE LIZARD NNR,25/07/2018 01:00,,,,2,290,0,,,
THE LIZARD NNR,25/07/2018 02:00,,,,3,300,0,,,
THE LIZARD NNR,25/07/2018 03:00,,,,2,320,0,,,
THE LIZARD NNR,25/07/2018 04:00,,,,2,310,0,,,
THE LIZARD NNR,25/07/2018 05:00,,,,1,20,0,,,
THE LIZARD NNR,25/07/2018 06:00,,,,2,330,0,,,
THE LIZARD NNR,25/07/2018 07:00,,,,1,10,0,,,
THE LIZARD NNR,25/07/2018 08:00,,,,2,360,0,,,
THE LIZARD NNR,25/07/2018 09:00,,,,2,30,0,,,
THE LIZARD NNR,25/07/2018 10:00,,,,3,160,0,,,
THE LIZARD NNR,25/07/2018 11:00,,,,4,190,0,,,
THE LIZARD NNR,25/07/2018 12:00,,,,4,190,0,,,
THE LIZARD NNR,25/07/2018 13:00,,,,7,210,0,,,
THE LIZARD NNR,25/07/2018 14:00,,,,6,230,0,,,
THE LIZARD NNR,25/07/2018 15:00,,,,7,240,0,,,
THE LIZARD NNR,25/07/2018 16:00,,,,7,240,0,,,
THE LIZARD NNR,25/07/2018 17:00,,,,7,270,0,,,
THE LIZARD NNR,25/07/2018 18:00,,,,7,270,0,,,
THE LIZARD NNR,25/07/2018 19:00,,,,6,270,0,,,
THE LIZARD NNR,25/07/2018 20:00,,,,3,280,0,,,
THE LIZARD NNR,25/07/2018 21:00,,,,0,0,0,,,
THE LIZARD NNR,25/07/2018 22:00,,,,2,40,0,,,
THE LIZARD NNR,25/07/2018 23:00,,,,1,10,0,,,
THE LIZARD NNR,26/07/2018,,,,3,50,0,,,
THE LIZARD NNR,26/07/2018 01:00,,,,4,50,0,,,
THE LIZARD NNR,26/07/2018 02:00,,,,3,50,0,,,
THE LIZARD NNR,26/07/2018 03:00,,,,2,70,0,,,
THE LIZARD NNR,26/07/2018 04:00,,,,1,40,0,,,
THE LIZARD NNR,26/07/2018 05:00,,,,2,30,0,,,
THE LIZARD NNR,26/07/2018 06:00,,,,2,60,0,,,
THE LIZARD NNR,26/07/2018 07:00,,,,3,50,0,,,
THE LIZARD NNR,26/07/2018 08:00,,,,4,100,0,,,
THE LIZARD NNR,26/07/2018 09:00,,,,3,230,0,,,
THE LIZARD NNR,26/07/2018 10:00,,,,5,170,0,,,
THE LIZARD NNR,26/07/2018 11:00,,,,5,130,0,,,
THE LIZARD NNR,26/07/2018 12:00,,,,6,130,0,,,
THE LIZARD NNR,26/07/2018 13:00,,,,4,160,0,,,
THE LIZARD NNR,26/07/2018 14:00,,,,6,200,0,,,
THE LIZARD NNR,26/07/2018 15:00,,,,7,210,0,,,
THE LIZARD NNR,26/07/2018 16:00,,,,8,190,0,,,
THE LIZARD NNR,26/07/2018 17:00,,,,8,210,0,,,
THE LIZARD NNR,26/07/2018 18:00,,,,9,200,0,,,
THE LIZARD NNR,26/07/2018 19:00,,,,6,210,0,,,
THE LIZARD NNR,26/07/2018 20:00,,,,4,170,0,,,
THE LIZARD NNR,26/07/2018 21:00,,,,4,180,0,,,
THE LIZARD NNR,26/07/2018 22:00,,,,5,180,0,,,
THE LIZARD NNR,26/07/2018 23:00,,,,6,180,0,,,
THE LIZARD NNR,27/07/2018,,,,7,190,0,,,
THE LIZARD NNR,27/07/2018 01:00,,,,4,190,0,,,
THE LIZARD NNR,27/07/2018 02:00,,,,5,210,0,,,
THE LIZARD NNR,27/07/2018 03:00,,,,4,200,0,,,
THE LIZARD NNR,27/07/2018 04:00,,,,4,190,0,,,
THE LIZARD NNR,27/07/2018 05:00,,,,6,200,0,,,
THE LIZARD NNR,27/07/2018 06:00,,,,7,220,0,,,
THE LIZARD NNR,27/07/2018 07:00,,,,6,230,0,,,
THE LIZARD NNR,27/07/2018 08:00,,,,7,210,0,,,
THE LIZARD NNR,27/07/2018 09:00,,,,6,220,0,,,
THE LIZARD NNR,27/07/2018 10:00,,,,6,210,0,,,
THE LIZARD NNR,27/07/2018 11:00,,,,8,190,0,,,
THE LIZARD NNR,27/07/2018 12:00,,,,7,150,0.2,,,
THE LIZARD NNR,27/07/2018 13:00,,,,7,140,0,,,
THE LIZARD NNR,27/07/2018 14:00,,,,8,160,0,,,
THE LIZARD NNR,27/07/2018 15:00,,,,10,170,0,,,
THE LIZARD NNR,27/07/2018 16:00,,,,10,210,0,,,
THE LIZARD NNR,27/07/2018 17:00,,,,10,200,0,,,
THE LIZARD NNR,27/07/2018 18:00,,,,9,190,0,,,
THE LIZARD NNR,27/07/2018 19:00,,,,8,190,0.2,,,
THE LIZARD NNR,27/07/2018 20:00,,,,7,180,0,,,
THE LIZARD NNR,27/07/2018 21:00,,,,10,180,0,,,
THE LIZARD NNR,27/07/2018 22:00,,,,12,170,0,,,
THE LIZARD NNR,27/07/2018 23:00,,,,13,220,0.2,,,
THE LIZARD NNR,28/07/2018,,,,15,240,0,,,
THE LIZARD NNR,28/07/2018 01:00,,,,16,260,0,,,
THE LIZARD NNR,28/07/2018 02:00,,,,12,260,0.2,,,
THE LIZARD NNR,28/07/2018 03:00,,,,11,260,0,,,
THE LIZARD NNR,28/07/2018 04:00,,,,13,250,0,,,
THE LIZARD NNR,28/07/2018 05:00,,,,11,240,0.2,,,
THE LIZARD NNR,28/07/2018 06:00,,,,12,240,0,,,
THE LIZARD NNR,28/07/2018 07:00,,,,13,250,0,,,
THE LIZARD NNR,28/07/2018 08:00,,,,13,230,0.2,,,
THE LIZARD NNR,28/07/2018 09:00,,,,13,250,0,,,
THE LIZARD NNR,28/07/2018 10:00,,,,14,240,0,,,
THE LIZARD NNR,28/07/2018 11:00,,,,14,230,0.2,,,
THE LIZARD NNR,28/07/2018 12:00,,,,14,230,0,,,
THE LIZARD NNR,28/07/2018 13:00,,,,12,240,0,,,
THE LIZARD NNR,28/07/2018 14:00,,,,12,230,0.2,,,
THE LIZARD NNR,28/07/2018 15:00,,,,15,230,0,,,
THE LIZARD NNR,28/07/2018 16:00,,,,14,230,0,,,
THE LIZARD NNR,28/07/2018 17:00,,,,15,240,0,,,
THE LIZARD NNR,28/07/2018 18:00,,,,10,240,0,,,
THE LIZARD NNR,28/07/2018 19:00,,,,10,220,0.2,,,
THE LIZARD NNR,28/07/2018 20:00,,,,12,220,0,,,
THE LIZARD NNR,28/07/2018 21:00,,,,11,220,0,,,
THE LIZARD NNR,28/07/2018 22:00,,,,9,190,0,,,
THE LIZARD NNR,28/07/2018 23:00,,,,11,190,0.2,,,
THE LIZARD NNR,29/07/2018,,,,12,190,0,,,
THE LIZARD NNR,29/07/2018 01:00,,,,12,190,0,,,
THE LIZARD NNR,29/07/2018 02:00,,,,16,190,0,,,
THE LIZARD NNR,29/07/2018 03:00,,,,15,190,0.2,,,
THE LIZARD NNR,29/07/2018 04:00,,,,16,190,0,,,
THE LIZARD NNR,29/07/2018 05:00,,,,17,200,0,,,
THE LIZARD NNR,29/07/2018 06:00,,,,16,210,0.2,,,
THE LIZARD NNR,29/07/2018 07:00,,,,15,210,0,,,
THE LIZARD NNR,29/07/2018 08:00,,,,14,220,0,,,
THE LIZARD NNR,29/07/2018 09:00,,,,14,220,0.2,,,
THE LIZARD NNR,29/07/2018 10:00,,,,14,220,0,,,
THE LIZARD NNR,29/07/2018 11:00,,,,15,220,0.2,,,
THE LIZARD NNR,29/07/2018 12:00,,,,13,220,0.2,,,
THE LIZARD NNR,29/07/2018 13:00,,,,11,230,0,,,
THE LIZARD NNR,29/07/2018 14:00,,,,12,230,0.2,,,
THE LIZARD NNR,29/07/2018 15:00,,,,11,250,0.2,,,
THE LIZARD NNR,29/07/2018 16:00,,,,10,240,0,,,
THE LIZARD NNR,29/07/2018 17:00,,,,8,250,0.2,,,
THE LIZARD NNR,29/07/2018 18:00,,,,8,230,0.2,,,
THE LIZARD NNR,29/07/2018 19:00,,,,7,220,0,,,
THE LIZARD NNR,29/07/2018 20:00,,,,6,210,0.2,,,
THE LIZARD NNR,29/07/2018 21:00,,,,5,200,0,,,
THE LIZARD NNR,29/07/2018 22:00,,,,5,200,0.2,,,
THE LIZARD NNR,29/07/2018 23:00,,,,5,200,0.2,,,
THE LIZARD NNR,30/07/2018,,,,7,210,0,,,
THE LIZARD NNR,30/07/2018 01:00,,,,8,210,0.2,,,
THE LIZARD NNR,30/07/2018 02:00,,,,5,210,0,,,
THE LIZARD NNR,30/07/2018 03:00,,,,7,210,0.2,,,
THE LIZARD NNR,30/07/2018 04:00,,,,7,210,0,,,
THE LIZARD NNR,30/07/2018 05:00,,,,8,210,0.2,,,
THE LIZARD NNR,30/07/2018 06:00,,,,6,200,0,,,
THE LIZARD NNR,30/07/2018 07:00,,,,8,210,0.2,,,
THE LIZARD NNR,30/07/2018 08:00,,,,9,230,0,,,
THE LIZARD NNR,30/07/2018 09:00,,,,10,210,0.2,,,
THE LIZARD NNR,30/07/2018 10:00,,,,8,230,0,,,
THE LIZARD NNR,30/07/2018 11:00,,,,8,250,0.2,,,
THE LIZARD NNR,30/07/2018 12:00,,,,7,270,0.2,,,
THE LIZARD NNR,30/07/2018 13:00,,,,9,250,0.2,,,
THE LIZARD NNR,30/07/2018 14:00,,,,7,260,0,,,
THE LIZARD NNR,30/07/2018 15:00,,,,7,230,0.2,,,
THE LIZARD NNR,30/07/2018 16:00,,,,6,230,0,,,
THE LIZARD NNR,30/07/2018 17:00,,,,7,230,0.2,,,
THE LIZARD NNR,30/07/2018 18:00,,,,4,250,0,,,
THE LIZARD NNR,30/07/2018 19:00,,,,2,200,0.2,,,
THE LIZARD NNR,30/07/2018 20:00,,,,2,160,0,,,
THE LIZARD NNR,30/07/2018 21:00,,,,2,140,0.2,,,
THE LIZARD NNR,30/07/2018 22:00,,,,2,190,0,,,
THE LIZARD NNR,30/07/2018 23:00,,,,2,230,0,,,
THE LIZARD NNR,31/07/2018,,,,3,200,0.2,,,
THE LIZARD NNR,31/07/2018 01:00,,,,3,200,0,,,
THE LIZARD NNR,31/07/2018 02:00,,,,5,230,0.2,,,
THE LIZARD NNR,31/07/2018 03:00,,,,3,210,0,,,
THE LIZARD NNR,31/07/2018 04:00,,,,5,230,0,,,
THE LIZARD NNR,31/07/2018 05:00,,,,3,230,0.2,,,
THE LIZARD NNR,31/07/2018 06:00,,,,3,220,0,,,
THE LIZARD NNR,31/07/2018 07:00,,,,8,220,0,,,
THE LIZARD NNR,31/07/2018 08:00,,,,7,230,0.2,,,
THE LIZARD NNR,31/07/2018 09:00,,,,7,240,0,,,
THE LIZARD NNR,31/07/2018 10:00,,,,8,220,0.2,,,
THE LIZARD NNR,31/07/2018 11:00,,,,7,250,0,,,
THE LIZARD NNR,31/07/2018 12:00,,,,9,230,0.2,,,
THE LIZARD NNR,31/07/2018 13:00,,,,8,230,0.2,,,
THE LIZARD NNR,31/07/2018 14:00,,,,9,240,0.2,,,
THE LIZARD NNR,31/07/2018 15:00,,,,9,230,0,,,
THE LIZARD NNR,31/07/2018 16:00,,,,9,240,0.2,,,
THE LIZARD NNR,31/07/2018 17:00,,,,8,230,0.2,,,
THE LIZARD NNR,31/07/2018 18:00,,,,8,240,0,,,
THE LIZARD NNR,31/07/2018 19:00,,,,6,230,0.2,,,
THE LIZARD NNR,31/07/2018 20:00,,,,5,220,0,,,
THE LIZARD NNR,31/07/2018 21:00,,,,4,210,0.2,,,
THE LIZARD NNR,31/07/2018 22:00,,,,4,220,0,,,
THE LIZARD NNR,31/07/2018 23:00,,,,4,220,0,,,
THE LIZARD NNR,01/08/2018,,,,4,220,0.2,,,
THE LIZARD NNR,01/08/2018 01:00,,,,5,270,0,,,
THE LIZARD NNR,01/08/2018 02:00,,,,1,230,0,,,
THE LIZARD NNR,01/08/2018 03:00,,,,3,190,0.2,,,
THE LIZARD NNR,01/08/2018 04:00,,,,3,190,0,,,
THE LIZARD NNR,01/08/2018 05:00,,,,3,200,0,,,
THE LIZARD NNR,01/08/2018 06:00,,,,4,200,0.2,,,
THE LIZARD NNR,01/08/2018 07:00,,,,6,210,0,,,
THE LIZARD NNR,01/08/2018 08:00,,,,8,210,0,,,
THE LIZARD NNR,01/08/2018 09:00,,,,8,210,0.2,,,
THE LIZARD NNR,01/08/2018 10:00,,,,7,200,0,,,
THE LIZARD NNR,01/08/2018 11:00,,,,10,210,0.2,,,
THE LIZARD NNR,01/08/2018 12:00,,,,10,200,0,,,
THE LIZARD NNR,01/08/2018 13:00,,,,11,200,0.2,,,
THE LIZARD NNR,01/08/2018 14:00,,,,11,210,0,,,
THE LIZARD NNR,01/08/2018 15:00,,,,12,200,0.2,,,
THE LIZARD NNR,01/08/2018 16:00,,,,10,190,0,,,
THE LIZARD NNR,01/08/2018 17:00,,,,10,200,0.2,,,
THE LIZARD NNR,01/08/2018 18:00,,,,10,200,0,,,
THE LIZARD NNR,01/08/2018 19:00,,,,9,210,0.2,,,
THE LIZARD NNR,01/08/2018 20:00,,,,8,210,0,,,
THE LIZARD NNR,01/08/2018 21:00,,,,6,210,0,,,
THE LIZARD NNR,01/08/2018 22:00,,,,6,190,0.2,,,
THE LIZARD NNR,01/08/2018 23:00,,,,6,190,0,,,
THE LIZARD NNR,02/08/2018,,,,5,200,0,,,
THE LIZARD NNR,02/08/2018 01:00,,,,6,200,0.2,,,
THE LIZARD NNR,02/08/2018 02:00,,,,7,200,0,,,
THE LIZARD NNR,02/08/2018 03:00,,,,6,190,0,,,
THE LIZARD NNR,02/08/2018 04:00,,,,6,210,0.2,,,
THE LIZARD NNR,02/08/2018 05:00,,,,7,220,0,,,
THE LIZARD NNR,02/08/2018 06:00,,,,7,230,0,,,
THE LIZARD NNR,02/08/2018 07:00,,,,6,230,0,,,
THE LIZARD NNR,02/08/2018 08:00,,,,6,220,0.2,,,
THE LIZARD NNR,02/08/2018 09:00,,,,6,220,0,,,
THE LIZARD NNR,02/08/2018 10:00,,,,6,220,0,,,
THE LIZARD NNR,02/08/2018 11:00,,,,5,230,0.2,,,
THE LIZARD NNR,02/08/2018 12:00,,,,5,190,0,,,
THE LIZARD NNR,02/08/2018 13:00,,,,6,200,0.2,,,
THE LIZARD NNR,02/08/2018 14:00,,,,5,230,0,,,
THE LIZARD NNR,02/08/2018 15:00,,,,6,250,0,,,
THE LIZARD NNR,02/08/2018 16:00,,,,4,210,0.2,,,
THE LIZARD NNR,02/08/2018 17:00,,,,4,210,0,,,
THE LIZARD NNR,02/08/2018 18:00,,,,5,250,0.2,,,
THE LIZARD NNR,02/08/2018 19:00,,,,2,230,0,,,
THE LIZARD NNR,02/08/2018 20:00,,,,3,280,0,,,
THE LIZARD NNR,02/08/2018 21:00,,,,4,290,0.2,,,
THE LIZARD NNR,02/08/2018 22:00,,,,3,310,0,,,
THE LIZARD NNR,02/08/2018 23:00,,,,2,320,0,,,
THE LIZARD NNR,03/08/2018,,,,2,350,0,,,
THE LIZARD NNR,03/08/2018 01:00,,,,2,330,0.2,,,
THE LIZARD NNR,03/08/2018 02:00,,,,2,20,0,,,
THE LIZARD NNR,03/08/2018 03:00,,,,2,330,0,,,
THE LIZARD NNR,03/08/2018 04:00,,,,1,350,0,,,
THE LIZARD NNR,03/08/2018 05:00,,,,2,290,0.2,,,
THE LIZARD NNR,03/08/2018 06:00,,,,3,310,0,,,
THE LIZARD NNR,03/08/2018 07:00,,,,3,350,0,,,
THE LIZARD NNR,03/08/2018 08:00,,,,3,360,0.2,,,
THE LIZARD NNR,03/08/2018 09:00,,,,3,330,0,,,
THE LIZARD NNR,03/08/2018 10:00,,,,2,50,0,,,
THE LIZARD NNR,03/08/2018 11:00,,,,3,310,0.2,,,
THE LIZARD NNR,03/08/2018 12:00,,,,3,210,0,,,
THE LIZARD NNR,03/08/2018 13:00,,,,5,140,0,,,
THE LIZARD NNR,03/08/2018 14:00,,,,4,20,0.2,,,
THE LIZARD NNR,03/08/2018 15:00,,,,9,330,0,,,
THE LIZARD NNR,03/08/2018 16:00,,,,9,320,0.2,,,
THE LIZARD NNR,03/08/2018 17:00,,,,7,320,0,,,
THE LIZARD NNR,03/08/2018 18:00,,,,8,330,0,,,
THE LIZARD NNR,03/08/2018 19:00,,,,7,330,0.2,,,
THE LIZARD NNR,03/08/2018 20:00,,,,7,320,0,,,
THE LIZARD NNR,03/08/2018 21:00,,,,6,320,0,,,
THE LIZARD NNR,03/08/2018 22:00,,,,6,330,0,,,
THE LIZARD NNR,03/08/2018 23:00,,,,5,330,0.2,,,
THE LIZARD NNR,04/08/2018,,,,5,310,0,,,
THE LIZARD NNR,04/08/2018 01:00,,,,5,320,0,,,
THE LIZARD NNR,04/08/2018 02:00,,,,6,330,0,,,
