SITE ,OB TIME,Rad,WB,DB,WS,WD,RAIN,10CM SOIL,30CM SOIL,RH
LINTON ON OUSE,13/07/2018 21:00,,15.1,19.2,7,160,0,22.6,,62.1
LINTON ON OUSE,13/07/2018 22:00,,14.3,18.1,8,140,0,22.1,,63.5
LINTON ON OUSE,13/07/2018 23:00,,14.2,17.4,5,150,0,21.6,,68.4
LINTON ON OUSE,14/07/2018,,14.1,17.2,3,110,0,21.2,,69.1
LINTON ON OUSE,14/07/2018 01:00,,13.6,16.1,5,140,0,20.8,,74
LINTON ON OUSE,14/07/2018 02:00,,13.2,14.8,2,220,0,20.3,,82.4
LINTON ON OUSE,14/07/2018 03:00,,13.1,14.6,3,130,0,19.9,,83.4
LINTON ON OUSE,14/07/2018 04:00,,13.2,14.3,3,130,0,19.4,,87.6
LINTON ON OUSE,14/07/2018 05:00,,13,13.9,1,180,0,19.1,,89.7
LINTON ON OUSE,14/07/2018 06:00,,13.6,14.9,4,200,0,18.9,,85.7
LINTON ON OUSE,14/07/2018 07:00,,13.8,17.2,8,280,0,18.8,,66.3
LINTON ON OUSE,14/07/2018 08:00,,14.2,18.1,6,250,0,19,,62.7
LINTON ON OUSE,14/07/2018 09:00,,15,20.8,7,260,0,19.7,17.5,50.2
LINTON ON OUSE,14/07/2018 10:00,,15.7,21.8,7,270,0,20.8,,49.3
LINTON ON OUSE,14/07/2018 11:00,,15.8,23,8,250,0,22.1,,43.1
LINTON ON OUSE,14/07/2018 12:00,,16.6,24.2,8,260,0,23.5,,42.1
LINTON ON OUSE,14/07/2018 13:00,,16.7,24.9,7,270,0,24.7,,39.2
LINTON ON OUSE,14/07/2018 14:00,,17,26.2,7,240,0,25.7,,35
LINTON ON OUSE,14/07/2018 15:00,,17.2,26.4,7,260,0,26.4,,35.3
LINTON ON OUSE,14/07/2018 16:00,,17.4,27.4,8,300,0,26.9,,32.2
LINTON ON OUSE,14/07/2018 17:00,,17,25.2,7,280,0,27.2,,39.7
LINTON ON OUSE,14/07/2018 18:00,,17.3,26,5,260,0,27.1,,37.7
LINTON ON OUSE,14/07/2018 19:00,,17,25.5,4,280,0,26.7,,38.2
LINTON ON OUSE,14/07/2018 20:00,,17.1,23.2,4,330,0,26.1,,51.2
LINTON ON OUSE,14/07/2018 21:00,,15.9,20.8,4,20,0,25.3,,57.3
LINTON ON OUSE,14/07/2018 22:00,,14.8,18.6,4,300,0,24.4,,64.1
LINTON ON OUSE,14/07/2018 23:00,,14.2,16.9,4,330,0,23.5,,72.7
LINTON ON OUSE,15/07/2018,,14,16.5,2,300,0,22.7,,74.3
LINTON ON OUSE,15/07/2018 01:00,,13.6,15.5,2,250,0,22,,79.7
LINTON ON OUSE,15/07/2018 02:00,,13.5,15.2,1,230,0,21.4,,81.6
LINTON ON OUSE,15/07/2018 03:00,,13.3,14.9,1,250,0,20.9,,82.5
LINTON ON OUSE,15/07/2018 04:00,,12.8,13.9,2,210,0,20.3,,87.5
LINTON ON OUSE,15/07/2018 05:00,,13.1,14.2,2,220,0,19.9,,87.6
LINTON ON OUSE,15/07/2018 06:00,,14,15.4,3,250,0,19.6,,84.9
LINTON ON OUSE,15/07/2018 07:00,,15.1,17.5,2,210,0,19.5,,76.1
LINTON ON OUSE,15/07/2018 08:00,,15.8,19.6,4,230,0,19.8,,65.2
LINTON ON OUSE,15/07/2018 09:00,,16.5,21.5,7,250,0,20.5,17.8,57.4
LINTON ON OUSE,15/07/2018 10:00,,16.5,22.7,6,240,0,21.6,,49.8
LINTON ON OUSE,15/07/2018 11:00,,16,23.8,10,210,0,22.9,,40.2
LINTON ON OUSE,15/07/2018 12:00,,16.3,24.9,9,190,0,24.2,,36.7
LINTON ON OUSE,15/07/2018 13:00,,16.9,26,9,230,0,25.4,,35.4
LINTON ON OUSE,15/07/2018 14:00,,17.1,26.3,5,230,0,26.5,,35.2
LINTON ON OUSE,15/07/2018 15:00,,17.8,27.6,9,230,0,27.4,,33.7
LINTON ON OUSE,15/07/2018 16:00,,17.5,26.5,8,270,0,27.9,,36.7
LINTON ON OUSE,15/07/2018 17:00,,17.1,26,8,250,0,28,,36.6
LINTON ON OUSE,15/07/2018 18:00,,17.7,26.1,8,290,0,27.8,,39.8
LINTON ON OUSE,15/07/2018 19:00,,17.5,24.6,9,310,0,27.3,,46.1
LINTON ON OUSE,15/07/2018 20:00,,16.8,22.7,7,290,0,26.7,,52
LINTON ON OUSE,15/07/2018 21:00,,15.9,20.3,7,300,0,25.8,,60.9
LINTON ON OUSE,15/07/2018 22:00,,15.5,18.6,3,310,0,24.9,,70.4
LINTON ON OUSE,15/07/2018 23:00,,15.2,17.5,2,300,0,24.1,,77.1
LINTON ON OUSE,16/07/2018,,14.2,16.2,2,50,0,23.3,,79.2
LINTON ON OUSE,16/07/2018 01:00,,14.3,16,2,260,0,22.6,,82
LINTON ON OUSE,16/07/2018 02:00,,14.5,15.8,1,210,0,22,,86.1
LINTON ON OUSE,16/07/2018 03:00,,14.4,16.2,1,240,0,21.5,,81.2
LINTON ON OUSE,16/07/2018 04:00,,14.1,15.5,1,200,0,21.1,,85
LINTON ON OUSE,16/07/2018 05:00,,14.3,15.5,1,240,0,20.7,,87.1
LINTON ON OUSE,16/07/2018 06:00,,15.1,16.9,3,260,0,20.4,,81.6
LINTON ON OUSE,16/07/2018 07:00,,15.8,18,3,190,0,20.4,,78.4
LINTON ON OUSE,16/07/2018 08:00,,15.9,18.6,4,240,0,20.5,,74.1
LINTON ON OUSE,16/07/2018 09:00,,16.7,20.2,4,250,0,20.6,18.1,68.4
LINTON ON OUSE,16/07/2018 10:00,,16.9,20.7,5,250,0,21,,66.3
LINTON ON OUSE,16/07/2018 11:00,,17.6,21.7,3,250,0,21.6,,64.7
LINTON ON OUSE,16/07/2018 12:00,,18.5,22.6,9,300,0,22.4,,65.5
LINTON ON OUSE,16/07/2018 13:00,,17.8,21.5,6,300,0,22.9,,67.8
LINTON ON OUSE,16/07/2018 14:00,,18.3,22.8,5,360,0,23.4,,62.7
LINTON ON OUSE,16/07/2018 15:00,,18.2,22.7,4,340,0,24.1,,62.6
LINTON ON OUSE,16/07/2018 16:00,,18.1,23,4,340,0,24.5,,59.9
LINTON ON OUSE,16/07/2018 17:00,,18,22.9,5,360,0,24.7,,59.8
LINTON ON OUSE,16/07/2018 18:00,,17.8,21.7,7,360,0,24.5,,66.4
LINTON ON OUSE,16/07/2018 19:00,,16.3,17.6,9,360,1.2,24.1,,86.9
LINTON ON OUSE,16/07/2018 20:00,,15.9,17,5,20,0,23.3,,88.6
LINTON ON OUSE,16/07/2018 21:00,,16.7,17.5,9,290,0,22.6,,91.9
LINTON ON OUSE,16/07/2018 22:00,,16.1,16.7,7,360,0.6,22,,93.6
LINTON ON OUSE,16/07/2018 23:00,,15.3,15.8,5,350,0,21.5,,94.6
LINTON ON OUSE,17/07/2018,,15.1,15.4,5,280,0,21,,96.7
LINTON ON OUSE,17/07/2018 01:00,,14.9,15.5,7,300,0,20.6,,93.5
LINTON ON OUSE,17/07/2018 02:00,,14.4,15.1,7,320,0,20.2,,92.3
LINTON ON OUSE,17/07/2018 03:00,,13.7,14.7,8,310,0,19.9,,88.9
LINTON ON OUSE,17/07/2018 04:00,,13.3,14.1,5,330,0,19.6,,90.9
LINTON ON OUSE,17/07/2018 05:00,,13.4,14.2,5,270,0,19.3,,90.9
LINTON ON OUSE,17/07/2018 06:00,,13.4,14.7,5,280,0,19.1,,85.7
LINTON ON OUSE,17/07/2018 07:00,,13.6,15.9,5,300,0,19,,75.9
LINTON ON OUSE,17/07/2018 08:00,,14.2,17,7,270,0,19.2,,71.9
LINTON ON OUSE,17/07/2018 09:00,,14.3,16.9,7,270,0,19.6,18,73.7
LINTON ON OUSE,17/07/2018 10:00,,14.7,18.6,8,290,0,20,,63.3
LINTON ON OUSE,17/07/2018 11:00,,14,18.7,9,270,0,20.6,,56.5
LINTON ON OUSE,17/07/2018 12:00,,14.8,20.8,9,280,0,20.9,,48.8
LINTON ON OUSE,17/07/2018 13:00,,14.2,20.3,10,270,0,21.5,,47.3
LINTON ON OUSE,17/07/2018 14:00,,14.6,20.8,11,260,0,22,,47.2
LINTON ON OUSE,17/07/2018 15:00,,13.7,19.7,7,250,0,22.6,,47.1
LINTON ON OUSE,17/07/2018 16:00,,14,19.5,7,280,0,22.9,,50.9
LINTON ON OUSE,17/07/2018 17:00,,13.9,18.4,6,280,0,22.7,,57.8
LINTON ON OUSE,17/07/2018 18:00,,13.7,18.8,6,270,0,22.3,,53.2
LINTON ON OUSE,17/07/2018 19:00,,13.5,18.8,8,260,0,22.1,,51.5
LINTON ON OUSE,17/07/2018 20:00,,13.2,17.5,4,270,0,21.7,,58.5
LINTON ON OUSE,17/07/2018 21:00,,11.2,14.9,5,280,0,21.2,,60.8
LINTON ON OUSE,17/07/2018 22:00,,10.6,13.7,6,240,0,20.5,,65.5
LINTON ON OUSE,17/07/2018 23:00,,10,12.4,4,260,0,19.9,,71.7
LINTON ON OUSE,18/07/2018,,9.8,11.9,5,270,0,19.2,,74.7
LINTON ON OUSE,18/07/2018 01:00,,8.9,10.1,5,300,0,18.6,,84.4
LINTON ON OUSE,18/07/2018 02:00,,9.3,10.7,2,180,0,18.1,,82.2
LINTON ON OUSE,18/07/2018 03:00,,9,10,1,200,0,17.6,,86.9
LINTON ON OUSE,18/07/2018 04:00,,8.9,9.9,2,140,0,17.3,,86.9
LINTON ON OUSE,18/07/2018 05:00,,8.3,9.1,2,100,0,17,,89.1
LINTON ON OUSE,18/07/2018 06:00,,9.9,10.9,0,0,0,16.7,,87.3
LINTON ON OUSE,18/07/2018 07:00,,11.6,13.7,1,340,0,16.7,,76.2
LINTON ON OUSE,18/07/2018 08:00,,13.2,16.8,2,170,0,17.1,,64
LINTON ON OUSE,18/07/2018 09:00,,14.3,19.2,3,240,0,18,17.4,55.3
LINTON ON OUSE,18/07/2018 10:00,,14.5,20.6,4,240,0,19.2,,47.6
LINTON ON OUSE,18/07/2018 11:00,,15.2,21.3,6,190,0,20.7,,48.6
LINTON ON OUSE,18/07/2018 12:00,,14.9,21.3,5,210,0,21.7,,46.4
LINTON ON OUSE,18/07/2018 13:00,,15,22.5,5,220,0,22.2,,40.2
LINTON ON OUSE,18/07/2018 14:00,,15.2,23.1,7,170,0,22.5,,38.4
LINTON ON OUSE,18/07/2018 15:00,,15,22.3,4,230,0,22.9,,41.3
LINTON ON OUSE,18/07/2018 16:00,,15.4,23,5,200,0,23.1,,40.3
LINTON ON OUSE,18/07/2018 17:00,,15.1,22.5,5,180,0,23.3,,40.9
LINTON ON OUSE,18/07/2018 18:00,,15.6,21.7,9,120,0,23.3,,49.2
LINTON ON OUSE,18/07/2018 19:00,,15.4,20.6,9,120,0,23,,54.7
LINTON ON OUSE,18/07/2018 20:00,,14.7,19,6,90,0,22.5,,60.2
LINTON ON OUSE,18/07/2018 21:00,,13.8,17.4,4,90,0,22,,64.6
LINTON ON OUSE,18/07/2018 22:00,,13.2,16.6,5,70,0,21.4,,65.7
LINTON ON OUSE,18/07/2018 23:00,,12.4,14.9,2,30,0,20.9,,72.9
LINTON ON OUSE,19/07/2018,,12.3,14.9,2,60,0,20.3,,71.9
LINTON ON OUSE,19/07/2018 01:00,,12.6,14.5,2,10,0,19.9,,78.9
LINTON ON OUSE,19/07/2018 02:00,,12.6,14.5,2,330,0,19.6,,78.9
LINTON ON OUSE,19/07/2018 03:00,,12.5,13.4,3,320,0,19.3,,89.5
LINTON ON OUSE,19/07/2018 04:00,,11.7,12.5,3,320,0,18.9,,90.3
LINTON ON OUSE,19/07/2018 05:00,,11.9,12.7,3,330,0,18.5,,90.5
LINTON ON OUSE,19/07/2018 06:00,,12.8,14.3,1,310,0,18.2,,83.3
LINTON ON OUSE,19/07/2018 07:00,,13.7,15.6,3,330,0,18.2,,79.7
LINTON ON OUSE,19/07/2018 08:00,,15.2,18.3,2,160,0,18.4,,70.2
LINTON ON OUSE,19/07/2018 09:00,,15.7,19.8,2,320,0,19.2,17.5,62.8
LINTON ON OUSE,19/07/2018 10:00,,16.4,21.6,4,260,0,20.3,,55.9
LINTON ON OUSE,19/07/2018 11:00,,16.6,22.7,4,210,0,21.7,,50.5
LINTON ON OUSE,19/07/2018 12:00,,16.3,23.6,6,250,0,22.8,,43.2
LINTON ON OUSE,19/07/2018 13:00,,16.7,24,8,250,0,23.4,,43.8
LINTON ON OUSE,19/07/2018 14:00,,16.9,24.8,7,290,0,24,,41
LINTON ON OUSE,19/07/2018 15:00,,16.5,24.1,6,300,0,24.6,,42
LINTON ON OUSE,19/07/2018 16:00,,16.3,24.1,8,290,0,25.1,,40.6
LINTON ON OUSE,19/07/2018 17:00,,16.3,24.7,10,260,0,25.2,,37.6
LINTON ON OUSE,19/07/2018 18:00,,15.5,23.6,9,300,0,25.2,,37.9
LINTON ON OUSE,19/07/2018 19:00,,14.7,22.2,7,300,0,24.9,,39.7
LINTON ON OUSE,19/07/2018 20:00,,14,19.5,6,310,0,24.3,,50.8
LINTON ON OUSE,19/07/2018 21:00,,12.5,16.9,7,300,0,23.5,,56.7
LINTON ON OUSE,19/07/2018 22:00,,11.7,15.7,6,290,0,22.7,,58.9
LINTON ON OUSE,19/07/2018 23:00,,11.6,15.7,4,270,0,21.9,,57.9
LINTON ON OUSE,20/07/2018,,11.3,14.4,2,30,0,21.2,,66.2
LINTON ON OUSE,20/07/2018 01:00,,10.9,13.1,2,320,0,20.6,,74.6
LINTON ON OUSE,20/07/2018 02:00,,10.6,12.2,4,330,0,20,,80.8
LINTON ON OUSE,20/07/2018 03:00,,9.9,11.2,4,310,0,19.5,,83.7
LINTON ON OUSE,20/07/2018 04:00,,10.1,11.1,3,320,0,19,,87.4
LINTON ON OUSE,20/07/2018 05:00,,10.3,11.7,2,250,0,18.6,,82.8
LINTON ON OUSE,20/07/2018 06:00,,11.4,13.3,2,120,0,18.3,,78.1
LINTON ON OUSE,20/07/2018 07:00,,12.8,15.5,1,160,0,18.2,,71.6
LINTON ON OUSE,20/07/2018 08:00,,13.5,17.7,2,190,0,18.6,,59.6
LINTON ON OUSE,20/07/2018 09:00,,14.4,19.9,4,160,0,19.4,17.6,51.4
LINTON ON OUSE,20/07/2018 10:00,,15.1,21.9,5,220,0,20.5,,44.4
LINTON ON OUSE,20/07/2018 11:00,,15.3,23,10,230,0,21.9,,39.7
LINTON ON OUSE,20/07/2018 12:00,,15.8,23.4,7,300,0,23.1,,41
LINTON ON OUSE,20/07/2018 13:00,,15.4,22.3,10,280,0,23.9,,44.3
LINTON ON OUSE,20/07/2018 14:00,,14.7,18.2,13,300,0,24.2,,66.5
LINTON ON OUSE,20/07/2018 15:00,,15,16.6,8,300,0,23.9,,83.4
LINTON ON OUSE,20/07/2018 16:00,,14.5,17,10,290,0,23.3,,74.8
LINTON ON OUSE,20/07/2018 17:00,,14.6,18.2,6,260,0.2,22.7,,65.6
LINTON ON OUSE,20/07/2018 18:00,,14.9,18.2,7,290,0,22.5,,68.3
LINTON ON OUSE,20/07/2018 19:00,,14.9,17.7,4,300,0,22.3,,72.5
LINTON ON OUSE,20/07/2018 20:00,,14.3,16.5,5,310,0,22,,77.3
LINTON ON OUSE,20/07/2018 21:00,,14.1,15.8,1,270,0,21.5,,81.9
LINTON ON OUSE,20/07/2018 22:00,,13.8,15.2,2,280,0,21,,84.8
LINTON ON OUSE,20/07/2018 23:00,,13.6,14.8,1,270,0,20.4,,86.8
LINTON ON OUSE,21/07/2018,,14,15.3,4,300,0,20.1,,85.9
LINTON ON OUSE,21/07/2018 01:00,,13.9,15.2,3,320,0,19.8,,85.9
LINTON ON OUSE,21/07/2018 02:00,,13.9,15.2,5,310,0,19.6,,85.9
LINTON ON OUSE,21/07/2018 03:00,,13.6,14.9,2,320,0,19.4,,85.7
LINTON ON OUSE,21/07/2018 04:00,,13.7,15,2,290,0,19.2,,85.8
LINTON ON OUSE,21/07/2018 05:00,,14,15.1,0,0,0,19,,87.9
LINTON ON OUSE,21/07/2018 06:00,,14.1,15.8,5,290,0,18.9,,81.9
LINTON ON OUSE,21/07/2018 07:00,,14.1,16.2,4,270,0,18.9,,78.1
LINTON ON OUSE,21/07/2018 08:00,,14.4,17.2,4,240,0,19,,72
LINTON ON OUSE,21/07/2018 09:00,,14.9,18.1,5,290,0,19.3,17.6,69.1
LINTON ON OUSE,21/07/2018 10:00,,15.2,18.5,3,290,0,19.8,,68.6
LINTON ON OUSE,21/07/2018 11:00,,15.7,19.4,4,250,0,20.2,,65.9
LINTON ON OUSE,21/07/2018 12:00,,16.2,20.5,8,250,0,20.8,,61.9
LINTON ON OUSE,21/07/2018 13:00,,16.2,20.5,8,270,0,21.5,,61.9
LINTON ON OUSE,21/07/2018 14:00,,16.6,21,11,270,0,21.7,,61.6
LINTON ON OUSE,21/07/2018 15:00,,16.5,20.8,10,260,0,22,,62.3
LINTON ON OUSE,21/07/2018 16:00,,16.4,20.6,9,270,0,22.3,,62.9
LINTON ON OUSE,21/07/2018 17:00,,16.3,20,10,260,0,22.5,,66.4
LINTON ON OUSE,21/07/2018 18:00,,16.5,21.1,8,260,0,22.4,,60.1
LINTON ON OUSE,21/07/2018 19:00,,15.6,19.5,8,270,0,22.2,,64.3
LINTON ON OUSE,21/07/2018 20:00,,15.1,18.2,8,270,0,21.9,,70.1
LINTON ON OUSE,21/07/2018 21:00,,14.3,16.6,9,260,0,21.5,,76.4
LINTON ON OUSE,21/07/2018 22:00,,13.6,16.1,9,260,0,21,,74
LINTON ON OUSE,21/07/2018 23:00,,13.5,15.7,6,260,0,20.5,,76.8
LINTON ON OUSE,22/07/2018,,13.8,15.9,5,270,0,20.1,,77.9
LINTON ON OUSE,22/07/2018 01:00,,13.8,16,5,280,0,19.8,,77
LINTON ON OUSE,22/07/2018 02:00,,13.6,15.7,5,290,0,19.5,,77.8
LINTON ON OUSE,22/07/2018 03:00,,13.8,15.8,3,260,0,19.3,,78.8
LINTON ON OUSE,22/07/2018 04:00,,14.1,15.6,4,230,0,19.1,,83.9
LINTON ON OUSE,22/07/2018 05:00,,14.5,16.3,3,270,0,18.9,,81.2
LINTON ON OUSE,22/07/2018 06:00,,14.9,16.8,3,240,0,18.8,,80.5
LINTON ON OUSE,22/07/2018 07:00,,15.4,17.9,6,250,0,18.9,,75.4
LINTON ON OUSE,22/07/2018 08:00,,16,18.9,7,280,0,19.1,,72.5
LINTON ON OUSE,22/07/2018 09:00,,16.7,20.4,5,210,0,19.8,17.6,66.8
LINTON ON OUSE,22/07/2018 10:00,,17.9,22.4,7,280,0,20.9,,62.3
LINTON ON OUSE,22/07/2018 11:00,,19.1,24.7,2,350,0,22.1,,56.5
LINTON ON OUSE,22/07/2018 12:00,,20.1,26.1,6,310,0,23.5,,55.2
LINTON ON OUSE,22/07/2018 13:00,,20.3,26.6,7,290,0,24.7,,53.8
LINTON ON OUSE,22/07/2018 14:00,,20.3,26.3,8,270,0,25.5,,55.4
LINTON ON OUSE,22/07/2018 15:00,,20.6,26.9,5,280,0,25.9,,54.1
LINTON ON OUSE,22/07/2018 16:00,,20.9,27.2,6,260,0,26.2,,54.4
LINTON ON OUSE,22/07/2018 17:00,,20.5,26.7,7,270,0,26.6,,54.5
LINTON ON OUSE,22/07/2018 18:00,,20.2,26.3,9,250,0,26.7,,54.8
LINTON ON OUSE,22/07/2018 19:00,,20.2,25.4,8,260,0,26.3,,60
LINTON ON OUSE,22/07/2018 20:00,,19.5,23.6,7,270,0,25.8,,66.4
LINTON ON OUSE,22/07/2018 21:00,,18.6,21.5,8,270,0,25.1,,74.4
LINTON ON OUSE,22/07/2018 22:00,,17.9,20.3,6,270,0,24.4,,77.9
LINTON ON OUSE,22/07/2018 23:00,,17.3,19.2,7,260,0,23.7,,81.8
LINTON ON OUSE,23/07/2018,,16.9,18.3,5,260,0,23.1,,86.1
LINTON ON OUSE,23/07/2018 01:00,,16.8,17.9,4,240,0,22.5,,88.9
LINTON ON OUSE,23/07/2018 02:00,,16.7,17.9,4,270,0,22,,88
LINTON ON OUSE,23/07/2018 03:00,,16.7,17.7,4,200,0,21.6,,89.9
LINTON ON OUSE,23/07/2018 04:00,,16.4,17.4,5,210,0,21.2,,89.8
LINTON ON OUSE,23/07/2018 05:00,,16.5,17.5,5,200,0,20.9,,89.9
LINTON ON OUSE,23/07/2018 06:00,,17.6,19.1,6,210,0,20.7,,85.5
LINTON ON OUSE,23/07/2018 07:00,,18.4,21,6,240,0,20.6,,76.6
LINTON ON OUSE,23/07/2018 08:00,,18.7,22,7,270,0,20.9,,71.4
LINTON ON OUSE,23/07/2018 09:00,,18.9,22.6,8,290,0,21.5,18.3,68.7
LINTON ON OUSE,23/07/2018 10:00,,19.3,23.7,6,200,0,22.1,,64.2
LINTON ON OUSE,23/07/2018 11:00,,20,26.1,7,240,0,23,,54.5
LINTON ON OUSE,23/07/2018 12:00,,20.4,27.4,8,250,0,24,,50.1
LINTON ON OUSE,23/07/2018 13:00,,20.6,27,9,240,0,24.9,,53.5
LINTON ON OUSE,23/07/2018 14:00,,21,27.5,8,240,0,25.3,,53.4
LINTON ON OUSE,23/07/2018 15:00,,20.9,27.2,6,290,0,25.4,,54.4
LINTON ON OUSE,23/07/2018 16:00,,21.3,27.3,6,320,0,25.5,,56.4
LINTON ON OUSE,23/07/2018 17:00,,20.9,26.2,6,320,0,25.5,,60.1
LINTON ON OUSE,23/07/2018 18:00,,20.8,25.4,8,310,0,25.3,,64.3
LINTON ON OUSE,23/07/2018 19:00,,20.4,24.2,5,330,0,25,,69.1
LINTON ON OUSE,23/07/2018 20:00,,20.1,23.1,3,340,0,24.5,,74.6
LINTON ON OUSE,23/07/2018 21:00,,19.7,22.2,3,310,0,24.1,,78.2
LINTON ON OUSE,23/07/2018 22:00,,19.4,21.2,4,310,0,23.6,,83.7
LINTON ON OUSE,23/07/2018 23:00,,18.5,19.9,1,320,0,23.1,,86.8
LINTON ON OUSE,24/07/2018,,18.1,19.9,3,240,0,22.6,,83.1
LINTON ON OUSE,24/07/2018 01:00,,17.9,19.6,4,260,0,22.2,,83.9
LINTON ON OUSE,24/07/2018 02:00,,17.5,18.8,4,290,0,21.9,,87.3
LINTON ON OUSE,24/07/2018 03:00,,17.3,19,2,310,0,21.6,,83.6
LINTON ON OUSE,24/07/2018 04:00,,16.4,18.3,2,240,0,21.3,,81.4
LINTON ON OUSE,24/07/2018 05:00,,16.1,17.8,5,260,0,21,,83
LINTON ON OUSE,24/07/2018 06:00,,16.3,18.4,4,260,0,20.7,,79.5
LINTON ON OUSE,24/07/2018 07:00,,16.7,19.1,5,280,0,20.7,,77.2
LINTON ON OUSE,24/07/2018 08:00,,17.3,20.9,2,170,0,20.8,,68.1
LINTON ON OUSE,24/07/2018 09:00,,17.4,21.7,7,250,0,21.3,18.5,63.1
LINTON ON OUSE,24/07/2018 10:00,,18.1,23.2,6,250,0,22,,58.5
LINTON ON OUSE,24/07/2018 11:00,,18.1,22.9,7,270,0,23,,60.5
LINTON ON OUSE,24/07/2018 12:00,,18.6,24.7,4,280,0,23.5,,53.1
LINTON ON OUSE,24/07/2018 13:00,,18.5,24.7,8,250,0,24.2,,52.3
LINTON ON OUSE,24/07/2018 14:00,,18.6,24.5,9,260,0,24.6,,54.2
LINTON ON OUSE,24/07/2018 15:00,,18.2,23.1,9,270,0,24.7,,59.9
LINTON ON OUSE,24/07/2018 16:00,,18.6,24.5,6,290,0,24.5,,54.2
LINTON ON OUSE,24/07/2018 17:00,,17.7,22.5,9,260,0,24.6,,60.1
LINTON ON OUSE,24/07/2018 18:00,,17.1,21,9,280,0,24.3,,65.7
LINTON ON OUSE,24/07/2018 19:00,,16.2,20.8,9,280,0,23.9,,59.8
LINTON ON OUSE,24/07/2018 20:00,,15.2,19.9,7,280,0,23.5,,58
LINTON ON OUSE,24/07/2018 21:00,,14.8,18.1,7,270,0,23,,68.1
LINTON ON OUSE,24/07/2018 22:00,,13.6,16.6,6,270,0,22.4,,69.6
LINTON ON OUSE,24/07/2018 23:00,,12.8,15.4,6,280,0,21.7,,72.5
LINTON ON OUSE,25/07/2018,,12.2,13.8,3,330,0,21.2,,81.9
LINTON ON OUSE,25/07/2018 01:00,,11.2,12.1,3,320,0,20.6,,89.1
LINTON ON OUSE,25/07/2018 02:00,,10.7,11.9,3,320,0,20,,85.4
LINTON ON OUSE,25/07/2018 03:00,,10.3,11.4,2,310,0,19.5,,86.4
LINTON ON OUSE,25/07/2018 04:00,,9.3,9.9,3,320,0,19,,92
LINTON ON OUSE,25/07/2018 05:00,,10,10.9,5,300,0,18.5,,88.6
LINTON ON OUSE,25/07/2018 06:00,,11.6,13,5,320,0,18.1,,83.6
LINTON ON OUSE,25/07/2018 07:00,,12.5,14.5,6,310,0,18.1,,77.9
LINTON ON OUSE,25/07/2018 08:00,,13.6,16.8,6,300,0,18.4,,67.8
LINTON ON OUSE,25/07/2018 09:00,,14,18.3,6,340,0,19,18.1,59.4
LINTON ON OUSE,25/07/2018 10:00,,14.5,20,5,330,0,19.8,,51.5
LINTON ON OUSE,25/07/2018 11:00,,15.1,21.6,6,10,0,21.1,,46
LINTON ON OUSE,25/07/2018 12:00,,14.9,21.5,4,300,0,22.4,,45.1
LINTON ON OUSE,25/07/2018 13:00,,15.6,23.1,3,360,0,23.6,,41.1
LINTON ON OUSE,25/07/2018 14:00,,15.4,23.3,6,280,0,24.7,,38.7
LINTON ON OUSE,25/07/2018 15:00,,15.9,24.5,3,310,0,25.6,,36
LINTON ON OUSE,25/07/2018 16:00,,15.7,24.6,3,290,0,26.3,,34.3
LINTON ON OUSE,25/07/2018 17:00,,15.8,25.2,4,110,0,26.6,,32.2
LINTON ON OUSE,25/07/2018 18:00,,15.4,24.5,2,180,0,26.7,,32.9
LINTON ON OUSE,25/07/2018 19:00,,17.1,23.3,8,80,0,26.3,,50.6
LINTON ON OUSE,25/07/2018 20:00,,19.9,20.5,9,90,0,25.6,,94.3
LINTON ON OUSE,25/07/2018 21:00,,18.3,18.4,6,100,0,24.8,,99
LINTON ON OUSE,25/07/2018 22:00,,17,17,4,90,0,23.9,,100
LINTON ON OUSE,25/07/2018 23:00,,15.4,15.4,2,10,0,23.1,,100
LINTON ON OUSE,26/07/2018,,13.7,13.8,2,360,0,22.3,,98.9
LINTON ON OUSE,26/07/2018 01:00,,12.1,13,3,360,0,21.6,,89.4
LINTON ON OUSE,26/07/2018 02:00,,13.4,13.4,3,210,0,21,,100
LINTON ON OUSE,26/07/2018 03:00,,13.5,13.6,1,280,0,20.5,,98.8
LINTON ON OUSE,26/07/2018 04:00,,13.8,13.9,2,360,0,20.2,,98.8
LINTON ON OUSE,26/07/2018 05:00,,14,14.1,2,350,0,19.9,,98.9
LINTON ON OUSE,26/07/2018 06:00,,15.1,15.3,2,30,0,19.7,,97.8
LINTON ON OUSE,26/07/2018 07:00,,15.6,17.8,4,70,0,19.7,,78.2
LINTON ON OUSE,26/07/2018 08:00,,15.8,19.5,5,120,0,19.9,,66
LINTON ON OUSE,26/07/2018 09:00,,17.5,21.5,4,150,0,20.4,18.1,65.3
LINTON ON OUSE,26/07/2018 10:00,,18.9,23.7,7,160,0,21.4,,61.2
LINTON ON OUSE,26/07/2018 11:00,,19.6,27.2,8,160,0,22.6,,46.2
LINTON ON OUSE,26/07/2018 12:00,,19.7,27.3,9,170,0,23.7,,46.3
LINTON ON OUSE,26/07/2018 13:00,,19.7,27.3,9,170,0,24.4,,46.3
LINTON ON OUSE,26/07/2018 14:00,,20.4,28.4,8,140,0,24.9,,45.2
LINTON ON OUSE,26/07/2018 15:00,,20.8,28.7,7,120,0,25.3,,46.2
LINTON ON OUSE,26/07/2018 16:00,,21.5,29.2,9,120,0,25.6,,47.9
