timestamp,2017-11-01 18:06:26
site-id,MOORH
site-name,Moor House
PRECIPITATION_LEVEL2_TOTAL,Total precipitation,mm,208.6
parameter-id,COSMOS_VWC_1DAY_WTMN,PRECIPITATION_LEVEL2_TOTAL,Q_LEVEL2_MEAN,RH_LEVEL2_MEAN,TA_LEVEL2_MEAN,TA_LEVEL2_MIN,TA_LEVEL2_MAX,PA_LEVEL2_MEAN,RN_LEVEL2_TOTAL,WD_LEVEL2_MEAN,WS_LEVEL2_MEAN,PE_LEVEL2,TDT1_TSOIL_LEVEL2_MEAN,TDT1_VWC_LEVEL2_MEAN,TDT2_TSOIL_LEVEL2_MEAN,TDT2_VWC_LEVEL2_MEAN
2017-10-09,58.56531,8.3,8.9,98.7,9.4,8.3,11.1,960.1,2.8,236.5,2.9,0.14941,9.9,76.3,10.0,67.0
2017-10-10,58.83204,0.9,8.4,91.8,9.5,8.0,10.9,952.6,1.9,242.3,5.4,0.59969,9.9,76.3,10.0,67.0
2017-10-11,62.05555,12.5,9.0,97.4,9.7,5.9,11.6,946.7,1.0,243.0,7.0,0.16809,10.0,76.3,10.0,67.0
2017-10-12,58.5444,0.9,7.4,89.5,8.0,5.7,9.8,958.3,1.9,224.2,5.6,0.69731,9.5,76.4,9.5,67.1
2017-10-13,64.91942,6.6,11.1,100.0,12.6,9.9,13.4,958.1,0.4,211.5,6.6,-0.00809,10.0,76.3,10.0,67.0
2017-10-14,61.19811,2.8,10.6,99.8,11.9,11.4,13.1,962.5,0.4,206.8,5.2,0.01982,10.6,76.2,10.6,66.9
2017-10-15,62.90169,0.1,9.9,99.3,11.0,10.4,11.6,958.9,0.2,201.7,5.0,0.05865,10.6,76.3,10.6,67.0
2017-10-16,57.92015,1.1,9.3,87.9,11.9,8.4,15.8,953.0,1.0,164.2,8.3,1.14827,10.5,76.3,10.6,66.9
2017-10-17,57.95769,0.4,7.8,96.7,7.7,6.7,8.4,955.8,0.8,232.3,6.3,0.23613,10.1,76.4,10.0,67.0
2017-10-18,52.87334,16.2,7.4,91.0,7.7,5.2,9.8,956.8,4.2,101.5,4.6,0.60627,9.6,76.4,9.5,67.1
2017-10-19,58.32131,15.2,8.9,93.7,10.2,8.3,12.3,946.8,1.4,140.3,5.4,0.49066,9.7,76.4,9.6,67.0
2017-10-20,64.56621,8.0,8.8,96.4,9.5,7.1,12.8,944.9,2.3,211.1,4.0,0.24725,9.9,76.3,9.9,67.0
2017-10-21,60.9148,10.3,8.2,95.0,8.7,6.7,9.6,936.6,0.7,192.8,8.6,0.39709,9.7,76.4,9.7,67.1
2017-10-22,58.09845,7.6,7.1,97.1,6.1,4.6,7.0,950.9,0.1,295.1,6.8,0.17639,9.1,76.5,9.1,67.2
2017-10-23,54.26567,1.1,8.7,98.7,8.9,5.2,10.5,957.8,0.5,196.9,3.9,0.06053,9.0,76.6,8.9,67.2
2017-10-24,58.28117,6.3,8.7,95.0,9.7,7.5,12.9,955.3,1.4,212.9,4.7,0.34317,9.4,76.4,9.4,67.1
2017-10-25,61.59517,9.1,7.5,89.4,8.3,6.4,10.1,960.3,3.3,262.2,4.3,0.70308,9.3,76.5,9.3,67.1
2017-10-26,57.62172,0.0,7.6,94.6,7.6,5.9,9.0,967.7,-0.2,297.7,3.4,0.27423,9.2,76.6,9.1,67.1
2017-10-27,51.53947,22.4,6.5,91.0,5.7,2.7,8.0,975.4,1.1,217.5,3.8,0.4529,8.7,76.6,8.6,67.2
2017-10-28,56.46562,2.9,8.7,100.0,8.8,5.1,10.4,965.3,0.1,296.2,7.9,-0.03205,8.7,76.6,8.6,67.2
2017-10-29,44.53649,16.0,5.3,79.4,4.5,0.9,9.2,968.2,0.8,155.4,5.9,1.02015,8.6,76.7,8.7,67.2
2017-10-30,52.0422,14.8,5.3,89.1,2.9,-0.3,5.9,972.2,0.0,148.5,2.5,0.34518,7.6,76.8,7.5,67.4
2017-10-31,55.37371,1.7,8.6,100.0,8.6,6.1,9.6,965.0,0.3,207.1,4.1,0.0027,8.1,76.3,7.9,67.3
