timestamp,2017-11-01 18:06:26
site-id,MOORH
site-name,Moor House
PRECIPITATION_LEVEL2_TOTAL,Total precipitation,mm,208.6
parameter-id,COSMOS_VWC_1DAY_WTMN,PRECIPITATION_LEVEL2_TOTAL,Q_LEVEL2_MEAN,RH_LEVEL2_MEAN,TA_LEVEL2_MEAN,TA_LEVEL2_MIN,TA_LEVEL2_MAX,PA_LEVEL2_MEAN,RN_LEVEL2_TOTAL,WD_LEVEL2_MEAN,WS_LEVEL2_MEAN,PE_LEVEL2,TDT1_TSOIL_LEVEL2_MEAN,TDT1_VWC_LEVEL2_MEAN,TDT2_TSOIL_LEVEL2_MEAN,TDT2_VWC_LEVEL2_MEAN
parameter-name,COSMOS probe VWC,Total precipitation,Mean absolute humidity (1 day),Mean relative humidity (1 day),Mean air temperature (1 day),Min air temperature (1 day),Max air temperature (1 day),Mean atmospheric pressure (1 day),Total net radiation (1 day),Mean wind direction (1 day),Mean wind speed (1 day),Potential evaporation (1 day),Mean TDT 1 soil temperature (1 day),Mean TDT 1 soil VWC (1 day),Mean TDT 2 soil temperature (1 day),Mean TDT 2 soil VWC (1 day)
parameter-units,%,mm,gm-3,%,Degrees Celsius,Degrees Celsius,Degrees Celsius,hPa,MJday-1,Degrees Celsius,ms-1,mm,Degrees Celsius,%,Degrees Celsius,%
2017-10-01,64.03953,4.5,9.3,95.6,10.4,7.8,13.1,948.6,0.9,188.7,6.8,0.32193,10.1,76.3,10.0,67.0
2017-10-02,59.96163,0.9,7.8,93.5,8.3,6.9,9.1,950.6,1.0,265.8,7.3,0.48813,10.1,76.3,10.0,67.0
2017-10-03,53.81103,1.0,6.9,88.2,7.2,6.1,9.2,962.6,4.7,285.0,6.4,0.84381,9.6,76.4,9.6,67.0
2017-10-04,52.82673,7.2,8.1,96.1,8.2,6.8,10.9,957.4,1.3,251.1,6.3,0.30905,9.4,76.4,9.4,67.1
2017-10-05,53.48222,0.7,7.2,91.4,7.1,4.3,11.6,959.3,3.7,294.7,6.9,0.64158,9.4,76.5,9.5,67.1
2017-10-06,52.16997,22.8,6.8,91.5,6.3,3.3,8.7,967.1,3.4,278.4,3.8,0.53786,9.0,76.6,9.1,67.1
2017-10-07,53.76745,0.9,9.0,100.0,9.3,8.3,10.5,958.2,1.0,287.7,5.4,0.02077,9.4,76.5,9.4,67.1
2017-10-08,55.02152,5.4,8.5,95.6,9.1,8.0,11.1,963.3,4.5,252.4,2.6,0.36453,9.6,76.4,9.7,67.0
