timestamp,2021-02-01 17:14:42
site-id,MOORH
site-name,Moor House
PRECIPITATION_LEVEL2_TOTAL,Total precipitation,mm,138.0
parameter-id,COSMOS_VWC_1DAY,PRECIPITATION_LEVEL2_TOTAL,Q_LEVEL2_MEAN,RH_LEVEL2_MEAN,TA_LEVEL2_MEAN,TA_LEVEL2_MIN,TA_LEVEL2_MAX,PA_LEVEL2_MEAN,RN_LEVEL2_TOTAL,WD_LEVEL2_MEAN,WS_LEVEL2_MEAN,PE_LEVEL2,TDT1_TSOIL_LEVEL2_MEAN,TDT1_VWC_LEVEL2_MEAN,TDT2_TSOIL_LEVEL2_MEAN,TDT2_VWC_LEVEL2_MEAN,SWE_CRNS_1DAY,ALBEDO_DAILY_MEAN
2021-01-22,74.6,0.2,4.7,97.6,-0.1,-0.9,0.8,932.2,-0.6,281.4,3.9,0.1,3.2,76.4,3.0,66.3,2.15762,0.592
2021-01-23,74.6,0.0,4.2,98.6,-1.8,-3.0,-0.8,937.6,-1.1,322.4,2.2,0.1,3.1,76.4,2.9,66.4,2.97802,0.642
2021-01-24,74.6,0.0,3.4,79.4,-1.9,-3.5,0.1,941.8,-2.8,52.6,2.0,0.2,3.0,76.4,2.7,66.4,3.73767,0.588
2021-01-25,74.6,0.3,4.7,98.2,-0.3,-2.2,1.5,950.7,-0.2,302.8,3.9,0.1,2.9,76.3,2.6,66.3,3.56752,0.621
2021-01-26,74.6,3.0,5.0,99.2,0.5,-0.5,3.0,954.3,-0.5,169.0,4.1,0.1,2.8,74.4,2.6,65.4,3.33722,0.616
2021-01-27,72.8,1.6,6.2,99.9,3.7,1.6,5.2,952.8,0.9,330.5,4.0,0.2,2.8,75.7,2.7,64.8,0.0,0.294
2021-01-28,65.5,29.0,5.7,99.6,2.5,0.2,6.1,942.4,0.7,126.3,7.3,0.1,2.6,75.9,2.5,65.1,5.54547,0.571
2021-01-29,70.2,5.5,5.9,98.3,3.0,0.0,5.6,940.3,-0.4,331.9,7.1,0.1,3.0,76.0,3.0,65.3,,0.164
2021-01-30,63.7,0.5,4.0,86.3,-0.6,-1.5,0.1,946.5,-3.2,77.5,11.1,0.4,2.4,76.2,2.2,65.6,,0.353
2021-01-31,57.6,0.0,3.8,85.8,-1.2,-1.8,-0.6,943.8,-3.4,94.8,10.0,0.4,1.9,76.3,1.7,65.7,,0.319
