timestamp,2021-02-01 17:14:42
site-id,MOORH
site-name,Moor House
PRECIPITATION_LEVEL2_TOTAL,Total precipitation,mm,138.0
parameter-id,COSMOS_VWC_1DAY,PRECIPITATION_LEVEL2_TOTAL,Q_LEVEL2_MEAN,RH_LEVEL2_MEAN,TA_LEVEL2_MEAN,TA_LEVEL2_MIN,TA_LEVEL2_MAX,PA_LEVEL2_MEAN,RN_LEVEL2_TOTAL,WD_LEVEL2_MEAN,WS_LEVEL2_MEAN,PE_LEVEL2,TDT1_TSOIL_LEVEL2_MEAN,TDT1_VWC_LEVEL2_MEAN,TDT2_TSOIL_LEVEL2_MEAN,TDT2_VWC_LEVEL2_MEAN,SWE_CRNS_1DAY,ALBEDO_DAILY_MEAN
parameter-name,COSMOS sensor VWC,Total precipitation,Mean absolute humidity (1 day),Mean relative humidity (1 day),Mean air temperature (1 day),Min air temperature (1 day),Max air temperature (1 day),Mean atmospheric pressure (1 day),Total net radiation (1 day),Mean wind direction (1 day),Mean wind speed (1 day),Potential evaporation (1 day),Mean TDT 1 soil temperature (1 day),Mean TDT 1 soil VWC (1 day),Mean TDT 2 soil temperature (1 day),Mean TDT 2 soil VWC (1 day),Snow water equivalent (only given on snow days),Daily mean albedo value (swout/swin)
parameter-units,%,mm,gm-3,%,Deg Celsius,Deg Celsius,Deg Celsius,hPa,MJday-1,Deg Celsius,ms-1,mm,Deg Celsius,%,Deg Celsius,%,mm,Unitless
2021-01-01,,2.0,4.7,92.1,0.7,-1.6,1.4,956.1,-3.6,13.6,8.6,0.1,3.3,74.0,3.3,64.8,,0.513
2021-01-02,,0.7,4.1,93.0,-1.3,-3.8,0.5,960.2,-4.1,19.8,7.3,0.1,3.1,72.4,3.2,62.5,,0.662
2021-01-03,,2.2,4.7,97.0,0.1,-0.5,0.6,965.5,-3.0,46.2,8.7,0.0,2.9,71.4,3.1,61.3,,0.706
2021-01-04,,2.4,4.5,92.8,0.0,-1.2,1.0,969.2,-3.7,54.0,9.0,0.1,2.9,70.9,3.1,60.4,,0.745
2021-01-05,,1.0,4.4,93.7,-0.5,-1.5,0.1,968.8,-3.6,43.7,8.3,0.1,2.8,70.6,3.0,59.7,,0.744
2021-01-06,,0.3,4.0,90.7,-1.4,-3.6,0.3,965.8,-3.3,51.4,3.6,0.1,2.9,70.3,3.0,59.3,,0.711
2021-01-07,,1.9,4.3,96.8,-1.3,-3.3,0.0,960.0,-0.7,5.0,2.3,0.1,2.9,70.1,3.0,59.0,,0.807
2021-01-08,,1.1,4.1,94.8,-1.8,-3.3,-0.3,962.3,-1.3,44.4,10.6,0.1,2.8,69.9,3.0,58.7,,0.749
2021-01-09,,0.3,4.0,92.2,-1.5,-3.9,0.4,967.3,-1.3,163.7,2.2,0.1,2.8,69.6,3.0,58.6,,0.692
2021-01-10,,2.9,5.6,99.9,2.1,0.1,2.9,964.2,0.7,248.4,2.4,0.2,2.8,71.2,2.9,59.9,,0.684
2021-01-11,92.5,9.4,6.4,99.6,4.2,2.1,6.0,952.9,0.3,263.3,6.7,0.1,2.8,75.0,2.9,64.4,,0.207
2021-01-12,75.9,1.2,3.8,83.3,-0.9,-2.7,1.4,957.3,-3.1,21.0,3.7,0.3,2.8,75.3,2.7,64.8,,0.202
2021-01-13,79.1,13.3,4.4,87.8,0.5,-1.2,3.0,959.7,0.5,66.8,3.0,0.3,2.4,75.6,2.1,65.2,,0.159
2021-01-14,70.2,11.8,4.7,95.9,0.1,-1.4,1.0,962.0,-0.4,103.6,8.3,0.1,2.2,75.8,2.0,65.5,4.67228,0.661
2021-01-15,70.2,0.0,3.8,85.6,-1.4,-3.2,-0.2,969.9,-3.2,125.8,4.1,0.2,2.4,76.0,2.3,65.7,10.03323,0.639
2021-01-16,70.2,3.6,5.6,97.7,2.3,0.0,4.6,956.5,0.2,237.4,7.5,0.2,2.4,76.1,2.3,65.9,8.5755,0.446
2021-01-17,68.1,0.6,5.6,99.5,2.1,0.8,3.0,963.2,0.5,283.4,4.6,0.1,2.7,76.2,2.7,66.1,,0.17
2021-01-18,68.7,1.8,5.8,99.3,2.7,2.0,3.8,956.7,0.6,239.8,5.4,0.1,3.1,76.2,3.0,66.1,,0.16
2021-01-19,78.3,26.3,6.9,99.9,5.3,3.8,7.0,939.0,0.4,216.8,3.8,0.0,3.7,76.2,3.7,66.2,,0.137
2021-01-20,76.5,11.9,6.2,99.9,3.4,-1.4,7.0,923.6,0.5,269.8,3.7,0.1,4.4,76.2,4.5,66.2,,0.137
2021-01-21,74.6,3.2,4.7,96.0,0.1,-1.4,1.9,920.7,0.5,281.5,6.3,0.2,3.6,76.3,3.4,66.3,3.62096,0.764
