timestamp,2020-07-01 13:05:36
site-id,MOORH
site-name,Moor House
PRECIPITATION_LEVEL2_TOTAL,Total precipitation,mm,105.3
parameter-id,COSMOS_VWC_1DAY,PRECIPITATION_LEVEL2_TOTAL,Q_LEVEL2_MEAN,RH_LEVEL2_MEAN,TA_LEVEL2_MEAN,TA_LEVEL2_MIN,TA_LEVEL2_MAX,PA_LEVEL2_MEAN,RN_LEVEL2_TOTAL,WD_LEVEL2_MEAN,WS_LEVEL2_MEAN,PE_LEVEL2,TDT1_TSOIL_LEVEL2_MEAN,TDT1_VWC_LEVEL2_MEAN,TDT2_TSOIL_LEVEL2_MEAN,TDT2_VWC_LEVEL2_MEAN,SWE_CRNS_1DAY,ALBEDO_DAILY_MEAN
2020-06-09,38.4,0.1,6.9,78.5,8.9,4.7,12.0,963.0,7.3,207.3,2.2,1.9,8.4,58.7,8.7,48.7,,0.201
2020-06-10,40.0,7.7,8.1,96.1,8.3,6.3,11.1,958.4,7.2,142.7,5.1,1.2,8.7,63.3,8.8,52.2,,0.182
2020-06-11,41.1,3.2,7.5,87.2,8.6,7.2,11.0,961.9,14.5,53.1,12.2,2.1,8.5,63.3,8.7,51.5,,0.189
2020-06-12,40.3,8.5,8.8,96.5,9.5,8.5,11.6,955.5,9.0,56.4,11.7,1.0,8.7,71.7,8.9,58.3,,0.179
2020-06-13,42.4,2.8,10.5,88.9,13.7,9.5,18.5,956.0,10.3,84.3,7.0,2.4,9.4,70.2,9.7,58.6,,0.187
2020-06-14,40.5,0.0,9.9,73.9,15.8,11.5,20.7,959.8,12.7,112.7,2.8,3.9,10.2,64.5,10.4,53.5,,0.187
2020-06-15,40.2,1.2,11.0,83.6,15.4,12.7,19.4,960.9,7.4,76.6,2.3,2.2,10.6,61.0,10.8,50.6,,0.197
2020-06-16,41.9,5.2,11.4,90.5,14.7,12.5,18.5,959.6,9.2,162.5,2.1,2.4,10.9,60.7,11.1,50.5,,0.196
2020-06-17,38.9,0.8,10.2,79.6,15.2,11.7,19.3,958.8,12.1,116.0,3.8,3.5,11.2,61.0,11.3,50.6,,0.189
2020-06-18,37.6,1.5,9.3,85.5,12.4,10.0,15.6,956.2,11.5,61.4,6.0,2.7,11.0,59.4,11.2,49.5,,0.189
2020-06-19,38.5,5.0,9.5,91.2,11.7,9.6,14.8,955.0,6.4,148.6,5.1,1.5,10.7,59.7,10.8,49.6,,0.196
2020-06-20,41.7,0.4,9.1,83.7,12.6,9.2,15.8,959.7,11.1,190.8,4.5,2.6,10.8,60.5,10.9,50.1,,0.195
2020-06-21,44.0,3.4,8.8,86.8,11.2,9.0,13.6,956.6,7.9,202.7,6.3,1.9,10.7,60.2,10.9,50.0,,0.194
2020-06-22,43.0,0.1,8.9,87.8,11.3,8.6,13.7,963.8,4.6,188.7,6.0,1.4,10.4,59.8,10.6,49.7,,0.208
2020-06-23,43.3,0.1,11.0,87.1,14.9,12.3,18.0,965.3,7.1,200.0,5.7,1.8,10.8,59.2,10.9,49.3,,0.195
2020-06-24,41.0,0.0,11.6,69.9,19.4,15.4,23.9,966.1,16.4,179.7,3.4,5.0,11.5,58.2,11.8,48.6,,0.179
2020-06-25,37.3,0.0,10.3,57.5,20.8,17.1,25.2,962.4,16.9,113.5,6.8,6.9,12.5,57.1,12.6,47.7,,0.184
2020-06-26,39.1,8.2,11.1,72.4,18.2,12.5,22.9,953.3,10.2,150.9,4.1,3.8,12.7,57.1,12.8,47.7,,0.189
2020-06-27,41.6,1.9,10.0,93.9,12.0,8.4,14.5,944.0,5.0,177.3,5.2,1.1,12.4,58.1,12.6,48.5,,0.189
2020-06-28,44.0,1.8,8.3,95.6,8.7,7.8,9.7,943.0,2.7,223.9,8.6,0.6,11.3,58.4,11.3,48.8,,0.18
2020-06-29,45.6,4.6,8.8,93.8,10.0,8.3,12.0,944.4,4.0,247.6,6.5,0.9,10.7,60.2,10.8,50.0,,0.16
2020-06-30,46.7,1.6,9.0,94.9,10.1,8.8,12.3,947.9,4.9,248.8,3.5,1.0,10.7,70.4,10.7,53.2,,0.178
