"DATE_AND_TIME","TEMP_DEGC","PRESSURE_HPA","RAIN_MM","HUMIDITY_PERCENT","WIND_SPEED_MS","WIND_DIRECT_DEGREES","SWIN_WM2","SWOUT_WM2","LWIN_WM2","LWOUT_WM2","SM_TDT1_PERC","SM_TDT2_PERC"
"24-01-2015 15.00",2.3,968,0,88,7.8,295,141,46.7,298.5,324.3,75.4,67.9
"24-01-2015 16.00",1.7,969,0,92.2,6.5,291,42.9,14.7,309.3,321.6,75.5,68.3
"24-01-2015 17.00",1.3,969.5,0,93.5,4.9,298,1.8,0.9,294.8,318.5,75.5,68.3
"24-01-2015 18.00",1.5,970,0,93.9,3.5,281,-0.1,0.1,318.1,320,75.5,68.5
"24-01-2015 19.00",1.8,971,0,93.4,3.5,285,-0.2,0.1,318.5,321,75.6,68.1
"24-01-2015 20.00",1.9,971,0,93.8,4,283,-0.2,0,319.5,321.5,76.1,68.2
"24-01-2015 21.00",1.9,971,0,94.1,3.4,271,-0.4,0,317.9,321.6,75.6,68.2
"24-01-2015 22.00",2,971,0,93.4,4.1,268,-0.6,0,313,321.5,75.8,68.2
"24-01-2015 23.00",1.6,971,0,94.1,3.9,275,-1.3,0.2,293.8,319,75.5,68.2
"25-01-2015 00.00",1.7,971,0,93.6,4.2,268,-1,0.1,299.5,319.5,75.4,68.4
"25-01-2015 01.00",1.8,971,0,90.6,3.8,259,-1.2,0.2,298.3,319.2,75.3,68.3
"25-01-2015 02.00",2,971,0,87,4.4,273,-1.2,0.1,296.4,319.3,75.7,68.3
"25-01-2015 03.00",2,971,0,85.2,4.4,253,-0.7,0,309.2,320.1,75.8,68.3
"25-01-2015 04.00",1.9,970,0,86.2,2.9,238,-0.4,0,317,320.5,75.7,68.2
"25-01-2015 05.00",1.8,970,0,92.3,3.2,229,-0.3,0,319.4,321.1,75.8,68.3
"25-01-2015 06.00",2.2,970,0,95.3,3.3,213,-0.2,0,320.7,322.6,75.8,68.1
"25-01-2015 07.00",2.5,970,0,96.1,2.8,208,-0.2,0,322.3,323.8,75.9,68.2
"25-01-2015 08.00",2.7,969.5,0,95.2,2.7,195,-0.3,0.1,314.7,323.9,75.8,68.2
"25-01-2015 09.00",2.8,969,0,95.9,4.1,202,9.9,2.5,320.2,325.4,76,68.3
"25-01-2015 10.00",3.1,969,0.1,98,4.8,201,18.4,4.3,327.4,327.7,75.8,68.6
"25-01-2015 11.00",3.5,969,0.1,98,4.7,206,21.4,4.7,330.2,329.6,75.7,68.6
"25-01-2015 12.00",4,968,0.1,99.1,5.8,220,28.3,6.2,333.3,332.2,76,69
"25-01-2015 13.00",4.5,967.5,0.1,99.4,4.7,212,38.2,8.1,335.8,335.3,75.8,69.2
"25-01-2015 14.00",5.1,966.5,0.2,99.6,5.7,207,33.1,6.6,338.9,337.7,75.5,69.3
"25-01-2015 15.00",5.3,966,0.2,99.7,5.6,216,15,2.6,339.9,338.7,75.8,69.3
"25-01-2015 16.00",5.4,966,0.1,99.7,3.6,212,9.8,1.7,340.9,339.4,76,69.2
"25-01-2015 17.00",5.9,966,0.1,99.8,3.8,232,1.6,0.2,342.5,340.9,75.8,69.1
"25-01-2015 18.00",6.5,965,0.2,97.6,5.7,239,-0.7,-0.1,343.1,343,75.5,69.1
"25-01-2015 19.00",6.2,965,0.2,98,5.5,223,-0.4,-0.1,342.8,342.8,76.2,69.3
"25-01-2015 20.00",6.2,964,0.1,99.3,5,225,-0.1,0,344.7,343.7,75.8,69
"25-01-2015 21.00",6.2,964,0.2,99.6,6.1,198,-0.1,0,345,344.2,75.9,69.1
"25-01-2015 22.00",6,963,0.2,99.8,5.6,211,-0.1,0,343.9,343.4,75.7,69
"25-01-2015 23.00",5.6,963,1,99.8,5.6,207,-0.1,0,342.1,341.8,75.8,69.4
"26-01-2015 00.00",5.6,962,1.1,99.9,4,218,-0.1,0,342.4,342,75.9,69.5
"26-01-2015 01.00",6,962,1,99.9,3.9,245,-0.1,0,344.1,343.3,75.8,69.6
"26-01-2015 02.00",6.1,962,0.2,100,5.4,275,-0.1,0,344.3,344.5,75.8,69.6
"26-01-2015 03.00",5.2,962,0,100,5.7,287,-0.2,0,337.9,340,75.7,69.4
"26-01-2015 04.00",4.5,961.5,0.1,100,8.6,291,-0.1,0,329.7,337.2,76,69.1
"26-01-2015 05.00",3.1,962,0,99.7,5.6,282,-0.7,0.3,301.8,328.7,75.7,69
"26-01-2015 06.00",2.8,962,0,97.6,5.9,284,0,0.2,318.2,328,75.8,68.8
"26-01-2015 07.00",2.5,962,0,96.4,8.2,295,0,0.1,316,326.5,75.8,68.3
"26-01-2015 08.00",2.2,962.5,0,94.3,8.7,298,0,0,308.3,324.4,76,68.2
"26-01-2015 09.00",2.2,963,0,92.7,7.2,292,13,2,319.5,325,75.8,68.3
"26-01-2015 10.00",2,963,0,95.4,6.6,300,19.7,3,321.1,325.4,76.1,68.3
"26-01-2015 11.00",1.9,964.5,0,97.9,7,304,70,10.6,317.2,326.9,76.1,68.1
"26-01-2015 12.00",2.4,965,0,93.1,6.6,299,109.4,17.3,309.3,329.5,75.7,68.2
"26-01-2015 13.00",2.6,965,0,90.4,6.8,301,90.8,14.8,314.7,329.5,75.6,68
"26-01-2015 14.00",2.8,965,0,89.5,7.4,302,67.7,11.2,316.8,329.3,76,68
"26-01-2015 15.00",2.5,965.5,0,92.7,7,304,35.5,6,319.5,327.5,75.9,67.9
"26-01-2015 16.00",2.1,966,0,95.2,5.6,313,36.4,6.3,311.3,326.1,76,67.9
"26-01-2015 17.00",1.9,967,0,94,4.4,328,4.2,1,310.5,323.7,75.9,67.8
"26-01-2015 18.00",1.8,968,0,93.4,4.4,330,-1.5,0.3,286.8,320.5,76.2,67.8
"26-01-2015 19.00",1.6,968,0,92.8,3.8,338,-1.6,0.4,285.1,319,76.2,67.8
"26-01-2015 20.00",1.6,969,0,91.9,4.3,329,-0.8,0.3,304.1,320,76,67.9
"26-01-2015 21.00",1.5,969,0,93.5,2.8,321,-0.3,0.1,316.6,321.8,76.2,67.8
"26-01-2015 22.00",1.7,969,0,94.9,2.7,313,-0.3,0.1,317.2,322.7,76.1,67.8
"26-01-2015 23.00",1.7,969,0,97,2.8,310,-0.3,0.1,317.7,323.2,76.4,67.8
"27-01-2015 00.00",1.8,969,0,97.3,3.1,303,-0.3,0.1,318.4,323.6,76.3,67.9
"27-01-2015 01.00",2,969,0,97.7,3.3,308,-0.2,0.1,321.7,324.6,76,67.8
"27-01-2015 02.00",2.1,969,0,98.5,3.2,302,-0.2,0.1,323.7,325.3,76.2,67.8
"27-01-2015 03.00",2.3,970,0.3,98.9,3.6,304,-0.1,0.1,325.3,326.3,76,68
"27-01-2015 04.00",2.6,969.5,0.7,99.3,3.9,294,-0.1,0.1,327.5,327.7,76.1,68.2
"27-01-2015 05.00",2.6,969,0.5,99.5,3.4,276,-0.1,0.1,328,328.1,76.2,68.4
"27-01-2015 06.00",3,969,0.4,99.6,3.9,273,-0.1,0.1,329.2,329.4,76.3,68.8
"27-01-2015 07.00",3.2,968.5,0.1,99.7,4.4,273,-0.1,0,330.6,330.7,76.2,68.6
"27-01-2015 08.00",3.3,968,0,99.8,4,262,0,0,331.2,331.2,76.5,68.3
"27-01-2015 09.00",3.4,968,0,99.8,3.7,254,2.6,0.3,331.6,331.7,76.2,68.4
"27-01-2015 10.00",3.7,968,0,99.9,4.5,251,11.8,1.6,332.6,333,76.3,68.5
"27-01-2015 11.00",3.8,968,0,99.9,4.8,257,32.3,4.7,333,334.3,75.9,68.6
"27-01-2015 12.00",3.8,967.5,0,99.9,5.6,282,40.3,5.8,333.3,334.8,76.2,68.5
"27-01-2015 13.00",3.7,967,0.1,100,5.4,276,46.7,6.7,332.8,334.5,76.2,68.5
"27-01-2015 14.00",3.9,966.5,0,100,4.5,268,55.5,8,333,335.6,76.5,68.5
"27-01-2015 15.00",3.8,965.5,0,100,4.5,270,39.3,5.7,332.8,335,76.2,68.3
"27-01-2015 16.00",3.6,964.5,0,100,4.4,272,15.7,2.2,331.2,333.1,76,68.4
"27-01-2015 17.00",3.3,964,0,100,3.7,262,3.3,0.4,329.3,331.4,76.2,68.4
"27-01-2015 18.00",3.1,963.5,0.1,100,4.7,271,-0.1,0,329.5,330.3,76.4,68.6
"27-01-2015 19.00",2.8,962.5,0,100,4.1,251,-0.3,0.1,326.9,328.8,76.3,68.4
"27-01-2015 20.00",2.8,961,0,100,6.9,227,-0.2,0.1,327.3,329,76.2,68.4
"27-01-2015 21.00",2.8,959.5,0,100,7.1,229,-0.2,0.1,327,329.2,76.6,68.3
"27-01-2015 22.00",2.8,958.5,0,99.8,4.7,223,-0.1,0.1,327,329.1,76.4,68.4
"27-01-2015 23.00",2.9,957.5,0,98.9,6,211,-0.1,0.1,327.2,329,76.6,68.3
"28-01-2015 00.00",2.7,955.5,0,99.3,7,207,-0.1,0,326.9,328.4,76.2,68.2
"28-01-2015 01.00",3,954,0,99.6,7,218,-0.1,0,328.8,329.6,76.3,68.2
"28-01-2015 02.00",3.8,951.5,0.1,99.8,7.3,196,-0.1,0,333,333.2,76.5,68.1
"28-01-2015 03.00",4.7,949.5,0.3,100,7.8,203,-0.1,0,337.6,337.7,76.3,68.4
"28-01-2015 04.00",5,947.5,0.9,100,6.5,201,-0.1,0,338.3,339.2,76.2,69
"28-01-2015 05.00",5.2,944.5,0.2,100,6.5,212,-0.1,0,339.9,340,76.2,68.9
"28-01-2015 06.00",5.4,942,0.3,100,8.6,217,-0.1,0,340.8,341.1,76.1,68.9
"28-01-2015 07.00",5.4,939.5,0.4,100,8.1,231,0,0.2,338.4,341.3,76.3,69.1
"28-01-2015 08.00",3.2,938,1.3,98.9,10.8,281,0,0.1,326,330.8,76.4,70
"28-01-2015 09.00",1.3,938,0.4,95.8,9.9,281,4.3,0.3,312.9,321,76.5,70
"28-01-2015 10.00",0.2,937.5,0.2,97.4,9.6,287,11.2,1.9,312.2,316.9,76.5,70
"28-01-2015 11.00",-0.1,938,0,94.6,10,290,48.5,8.8,305.7,316.3,76.4,70
"28-01-2015 12.00",0,937.5,0.1,90.8,10.4,292,83.4,15.9,302.6,316.4,76.2,70
"28-01-2015 13.00",0,937,0.1,90.8,11.2,285,72,12.6,306.5,316.8,76.6,69.8
"28-01-2015 14.00",-1,938,0,98.2,9.5,284,42.3,20.2,308.7,312.1,76.3,69.9
"28-01-2015 15.00",-1,938,0.1,99.1,9.3,292,23.5,12,307.2,311.9,76.2,69.8
"28-01-2015 16.00",-1.4,938,0,98.2,7.9,292,55.6,34.2,299.6,310.1,76.2,69.8
"28-01-2015 17.00",-1.2,938,0,95.3,8.9,289,3.5,1.9,294.4,309.1,76.2,69.9
"28-01-2015 18.00",-1.2,937.5,0,94.7,7.8,275,-0.8,-0.5,302.1,309.1,76.6,69.8
"28-01-2015 19.00",-1.2,936.5,0,96,7.9,269,-0.6,-0.3,304.2,309.5,76.7,69.9
"28-01-2015 20.00",-1.3,936,0.1,98.8,6.7,264,-0.2,0,307.1,309.4,76.5,69.9
"28-01-2015 21.00",-1.5,934.5,0.4,99.2,6.5,285,-0.1,0,307.1,308.5,76.6,69.8
"28-01-2015 22.00",-1.7,934,0.1,99.1,6.7,309,-0.2,0.1,302.8,307.7,76.6,70
"28-01-2015 23.00",-1.7,933,0,98.9,6.3,270,-0.2,0.1,305.4,307.7,76.5,69.6
"29-01-2015 00.00",-1.6,932,0.1,99.1,10.2,275,-0.1,0.1,306.6,308.1,76.5,69.1
"29-01-2015 01.00",-2,931.5,0.2,99,12.8,293,-0.1,0,305.3,306.2,76.7,69.3
"29-01-2015 02.00",-1.7,931,0.1,98.9,7.8,277,-0.1,0.1,307.1,307.5,76.6,69.2
"29-01-2015 03.00",-1.4,930,0.1,99.1,8.2,283,-0.1,0,308.1,308.7,76.4,69.3
"29-01-2015 04.00",-1.7,929,0,99,5.7,288,-0.1,0,306.9,307.5,76.8,69.2
"29-01-2015 05.00",-1.6,928,0.1,99.1,9.5,274,-0.2,0,306,308,76.7,69.2
"29-01-2015 06.00",-1.6,927.5,0,99,10,274,-0.3,0,302.3,307.5,76.8,69.1
"29-01-2015 07.00",-2,926.5,0,98.8,9.5,275,-0.3,0.1,295.3,305.4,77.2,69.3
"29-01-2015 08.00",-2,925.5,0,98.7,5.7,268,0,0.2,299.6,305.6,77.1,69.1
"29-01-2015 09.00",-2,924.5,0,98.8,3.4,247,11.4,8.8,302.8,306.3,77.1,69.3
"29-01-2015 10.00",-2,923.5,0.3,98.7,3.2,277,49.1,38,304.5,306.6,76.8,69.1
"29-01-2015 11.00",-2,922.5,0.2,98.5,9.1,279,87.9,67.1,300.4,306.5,76.7,68.8
"29-01-2015 12.00",-2.3,922,0.3,98.4,6,304,74.9,58.8,301.9,305.2,76.7,68.4
"29-01-2015 13.00",-2.2,921,0,98.2,10.3,146,163.6,127.3,302.5,306.7,76.9,68.3
"29-01-2015 14.00",-1.6,920.5,0,98.3,9.2,338,208.7,160.9,298.9,309.3,76.6,68.1
"29-01-2015 15.00",-1.4,920,0,98.5,8.5,152,153,118.1,303.3,310.5,76.5,68.3
"29-01-2015 16.00",-1.4,920,0,98.9,6,287,40.4,30.7,304.6,309.3,76.6,68.3
"29-01-2015 17.00",-1.3,919,0,99.1,7.6,277,5.7,4.4,306.8,309.3,76.6,68.2
"29-01-2015 18.00",-1.4,919.5,0,99.1,8.1,296,-0.2,0,305.8,308.9,77,68.3
"29-01-2015 19.00",-1.9,920,0,98.8,7.1,310,-0.3,-0.2,302,306.7,76.8,68.2
"29-01-2015 20.00",-2,920,0,98.4,6.1,325,-0.4,0,296.6,305.3,76.7,68.2
"29-01-2015 21.00",-1.9,920,0,98.6,5.2,316,-0.4,0,295.4,305.3,77,68.2
"29-01-2015 22.00",-2.2,920,0,97.8,3,331,-1.6,0,270.7,299.3,76.8,68.2
"29-01-2015 23.00",-2.3,919,0,97.3,1.5,43,-1.2,0.2,275.1,297.4,76.9,68.2
"30-01-2015 00.00",-1.9,919,0,97,2.4,55,-1.6,0.1,265.3,295.9,76.7,68.2
"30-01-2015 01.00",-1.2,920,0,96.7,2.7,329,-0.3,-0.1,302.6,307.7,76.9,68.4
"30-01-2015 02.00",-1.6,920,0,96.8,4.5,310,-1.2,-0.3,286.7,304.6,77,68.3
"30-01-2015 03.00",-3,921,0,94.8,10.1,292,-3.9,0.5,219.6,283.4,76.9,68.2
"30-01-2015 04.00",-2.6,921.5,0,95.3,9.8,294,-0.7,0.1,285.3,299.3,77.1,68.2
"30-01-2015 05.00",-2.9,922,0,97.6,10.3,293,-1.1,0.1,270.9,298,77,68.3
"30-01-2015 06.00",-2.7,922,0,98.2,13.1,284,-0.1,0.1,298.1,302.6,76.9,68.1
"30-01-2015 07.00",-1.7,923,0,95.9,16.4,295,-0.4,-0.1,304.3,306.8,77.2,68.4
"30-01-2015 08.00",-1,923,0,96.2,5.7,295,0.2,0.1,308,309.9,77.1,68.4
"30-01-2015 09.00",-0.3,923.5,0,97.4,5.4,327,10.5,8,311.2,313.3,76.7,68.3
"30-01-2015 10.00",-0.4,924,0,98.5,4.5,338,49.1,37.6,311.7,313.4,77.1,68.1
"30-01-2015 11.00",-0.4,924,0,99.1,,,77.9,59.7,311.7,313.8,76.9,67.8
"30-01-2015 12.00",-0.5,924,0,98.8,7.2,304,193.3,138.2,302,314.2,77.1,68
"30-01-2015 13.00",0,923,0,93.3,5.5,318,242.5,171.7,299.3,315.6,77,68.1
"30-01-2015 14.00",0.3,923,0,90.6,7.1,303,251,185.2,303.2,316.2,76.9,67.9
"30-01-2015 15.00",0.1,922,0,89.2,7.6,300,154.3,115.1,305.8,314.8,77,67.9
"30-01-2015 16.00",0,922,0,89.4,6.3,296,89.6,69.2,305.4,313.7,77.2,67.9
"30-01-2015 17.00",-0.3,922,0,90.3,7.3,290,19.6,16.4,305,312,77.6,67.9
"30-01-2015 18.00",-0.6,922,0,95.2,5.3,299,-0.3,-0.4,306.9,311.6,77.4,68
"30-01-2015 19.00",-0.6,922,0,94.8,3.4,295,-0.2,-0.5,305.9,311.2,77.4,67.9
"30-01-2015 20.00",-0.7,922,0,92.5,4.9,295,-0.3,-0.7,304.9,310.5,77.9,67.9
"30-01-2015 21.00",-0.7,922,0,94.1,4.9,318,-0.7,-0.3,306.4,310.9,77.1,67.9
"30-01-2015 22.00",-0.7,922,0,97,5.4,324,-0.2,-0.1,309.2,312,77.2,68
"30-01-2015 23.00",-0.8,922,0.1,98.9,5.2,321,-0.2,0,310.5,311.5,77.9,67.8
"31-01-2015 00.00",-0.8,922,0,99.4,6.5,324,-0.1,0,310.4,311.5,77.7,67.8
"31-01-2015 01.00",-0.9,922,0,99.5,8.2,328,-0.2,0,308.5,311.2,77.3,67.8
"31-01-2015 02.00",-0.9,923,0.2,99.4,6.1,324,-0.1,0,309.6,311,77.6,67.9
"31-01-2015 03.00",-0.9,923,0.1,99.4,6.6,333,-0.1,0,309.1,310.9,77.5,67.9
"31-01-2015 04.00",-0.1,923,0,99.3,12.8,350,0,0.1,310.2,315,77.3,67.9
"31-01-2015 05.00",0.2,924,0.1,98.2,13.9,354,-0.2,-1.1,311.3,316.2,77.7,67.9
"31-01-2015 06.00",0.4,925.5,0,94.2,13.4,356,-0.5,-1.1,306.9,315.7,77.3,67.9
"31-01-2015 07.00",0.3,926.5,0,92.3,12.6,353,-0.6,-0.7,302.6,314.7,77.5,67.8
"31-01-2015 08.00",0.3,928.5,0,88.9,11.9,355,0.3,-0.3,298.9,313.7,77.6,67.8
"31-01-2015 09.00",0.4,929.5,0,84,12.4,348,17.7,12.4,297.4,312.9,77.6,67.9
"31-01-2015 10.00",0,931,0,84.3,11,345,97,64.7,283.6,310.8,77.5,67.8
"31-01-2015 11.00",0,932,0.1,83.9,13.5,346,202.1,133.8,284.7,312.4,77.3,67.7
"31-01-2015 12.00",0.2,932.5,0,83.7,13.7,348,216.7,150.4,297.2,313.9,77.4,67.6
"31-01-2015 13.00",0.4,933,0.1,81.1,13.2,346,315.9,218.3,276.6,313.8,77.4,67.4
"31-01-2015 14.00",0.4,934,0.2,78.3,13.7,347,447.1,316.3,258.6,313.9,77.4,67.6
"31-01-2015 15.00",0.1,934.5,0,76,13.6,347,275.3,206,245.9,310.6,77.3,67.4
"31-01-2015 16.00",0,935.5,0,74.4,12.5,344,105.3,86.7,240.4,307.6,77.4,67.4
"31-01-2015 17.00",-0.4,936.5,0,75.1,10.6,343,13.7,11.3,253.2,304.7,77.1,67.4
"31-01-2015 18.00",-0.9,937.5,0,76.4,7.3,341,-1.4,0.2,265.4,303.2,77.7,67.4
"31-01-2015 19.00",-1.2,938,0,76.8,8.5,340,-1.2,0.1,273.2,303,77.8,67.1
"31-01-2015 20.00",-1.5,938.5,0,78.7,8.3,340,-1.6,0.1,260.6,301,78,67.1
"31-01-2015 21.00",-1.9,939,0,82.7,7.6,334,-1.1,0.1,274.1,301.1,78.1,67.1
"31-01-2015 22.00",-2,939,0,84.4,6.3,333,-0.7,0.1,286.1,302.2,77.9,67.1
"31-01-2015 23.00",-1.8,939,0,85.2,8.2,329,-0.4,0.1,294,303.9,77.9,67.1
"01-02-2015 00.00",-1.5,939,0,83.2,10.9,334,-0.5,0.1,290.5,304.8,78,67
"01-02-2015 01.00",-1.3,940,0,84.7,9,333,-0.6,0,292.4,305.5,78.1,66.9
"01-02-2015 02.00",-1.2,940,0,87.1,9.5,336,-0.4,0.1,298.5,307,77.6,66.8
"01-02-2015 03.00",-1.1,941,0,87,9.7,339,-0.4,0.1,298.9,307.5,77.7,66.6
"01-02-2015 04.00",-0.7,941,0,81.9,11.8,340,-0.4,0,299.6,308.1,77.9,66.4
"01-02-2015 05.00",-0.6,942,0,80.9,12.6,343,-0.4,0,299.1,308.2,78.3,66.2
"01-02-2015 06.00",-0.9,942.5,0,82.1,13.9,343,-0.4,-0.1,298.3,307.3,78.1,66.2
"01-02-2015 07.00",-1.3,943,0.1,81.5,14.5,347,-0.8,0,280.7,304.8,78.1,65.9
"01-02-2015 08.00",-1.7,943,0.2,82.1,16,353,-0.9,0.7,237,301.5,78,65.7
"01-02-2015 09.00",-2.1,943,0.1,81.1,15.7,3,21.7,12.1,222.7,298.8,78.2,65.7
"01-02-2015 10.00",-2.2,945,0.1,77,10.9,184,93.4,43.6,218.9,296.3,78,65.1
"01-02-2015 11.00",-2.1,947.5,0,74.4,7.1,333,199.3,108.2,248.3,299.5,78,65
"01-02-2015 12.00",-1.8,947,0,71.9,8.1,326,316.7,182.6,219.6,300.1,77.8,65
"01-02-2015 13.00",-1.7,948,0,70.7,6.8,334,336.7,214.1,218.3,301.1,74.9,64.8
"01-02-2015 14.00",-1.5,948,0,68.1,5.1,339,320.2,220.4,221.7,302.6,73.5,64.7
"01-02-2015 15.00",-1.5,948,0,67,5,337,229.9,171.8,215.7,300,72.3,64.5
"01-02-2015 16.00",-1.8,948,0,67.9,6.7,338,91.1,71.3,227.6,297.6,71.6,64.5
"01-02-2015 17.00",-2.2,949,0,71.1,5.1,346,18.5,18.2,233.8,293.8,71.1,64.2
"01-02-2015 18.00",-2.7,949,0,72.5,6,345,-3.2,0.8,212.7,289.2,70.5,64
"01-02-2015 19.00",-2.8,949,0,73.2,6.7,343,-3.3,0.6,211.8,289.6,69.7,63.8
"01-02-2015 20.00",-2.8,949,0,72.9,7.1,341,-3.1,0.6,212.4,289.6,69.3,63.7
"01-02-2015 21.00",-2.4,949,0,71.7,8.3,341,-2,0.2,244.6,294.8,69.1,63.5
"01-02-2015 22.00",-3.3,949,0,77.4,4.7,329,-3.7,0.5,215.2,287.1,68.9,63.3
"01-02-2015 23.00",-4,949,0,82.2,2.6,306,-3.4,1.3,213.5,279.9,68.4,63.2
"02-02-2015 00.00",-4.1,949,0,83.5,1.8,291,-3.6,0.7,223.3,281,68.4,62.9
"02-02-2015 01.00",-4.3,949,0,86.5,0.9,55,-0.8,0.5,268.5,288,67.9,61.8
"02-02-2015 02.00",-4.2,949,0,86.4,1.4,49,-2.5,0.6,237.6,285,67.6,60.4
"02-02-2015 03.00",-4.1,950,0,84.1,2.3,183,-2.2,1,238.6,284.9,66.9,60.3
"02-02-2015 04.00",-3.9,949.5,0,81,2.5,344,-2.8,1,230.6,284.8,66.6,60.1
"02-02-2015 05.00",-3.8,950,0,80.5,3,351,-3,0.8,225.8,284.3,65.9,59.8
"02-02-2015 06.00",-3.5,950,0,80.9,4.5,347,-2,0.7,243.3,289.7,65.6,59.5
"02-02-2015 07.00",-3.8,950,0,83.8,2.8,333,-2.3,0.3,249,290,65.6,59.3
"02-02-2015 08.00",-3.4,950,0,82.1,4.3,340,-0.8,1.4,245,290.5,65.1,59.1
"02-02-2015 09.00",-2.6,950,0,74.5,6,343,25.7,17.1,249.2,294.7,64.9,59.1
"02-02-2015 10.00",-2.6,950,0,75.4,6,345,85.2,54.6,256,296.9,64.6,58.9
"02-02-2015 11.00",-2.5,950,0,74.5,5.3,342,146.9,92.8,257.4,298.9,64.4,58.6
"02-02-2015 12.00",-2.2,950.5,0,72.7,6.2,350,199.5,125.5,254.3,301,64.3,58.2
"02-02-2015 13.00",-2.3,950,0,73.7,5.3,355,202.3,128.2,252.4,301,64.2,58.2
"02-02-2015 14.00",-2.7,950,0,82.6,3.2,340,208.3,134.2,244.1,300.3,64.1,58.2
"02-02-2015 15.00",-2.2,950,0,79.6,3.4,333,203,135.3,251.4,303,64,58.1
"02-02-2015 16.00",-1.7,950,0,75.5,4.5,346,99.9,67,263.2,302.5,63.9,58.1
"02-02-2015 17.00",-2.1,950,0,77.1,3.8,339,15,11.1,259.7,298.1,64,58.2
"02-02-2015 18.00",-2.1,950,0,76,4.5,186,-1.4,0.6,263,297.1,63.8,58
"02-02-2015 19.00",-1.9,950,0,74.4,6.4,20,-1.9,0.1,258.2,298.3,63.6,57.9
"02-02-2015 20.00",-2.3,951,0,75.3,5.1,20,-2.4,0.2,244.7,294.9,63.4,57.9
"02-02-2015 21.00",-2.7,951,0,78.3,2.8,356,-2.4,0.6,244.8,291.2,63.6,57.8
"02-02-2015 22.00",-2.3,951,0,78.4,3,170,-2.7,0.5,242.9,292.8,63.6,57.6
"02-02-2015 23.00",-3,950.5,0,81,1.1,109,-3.2,0.6,228.2,282.9,63.2,57.6
"03-02-2015 00.00",-3,950.5,0,80.8,1.9,31,-3.3,0.7,221.4,282.3,63.1,57.4
"03-02-2015 01.00",-3.4,951,0,83.2,1.2,80,-3.2,0.6,222.6,278.8,63,57.5
"03-02-2015 02.00",-3.6,951,0,83.1,2.1,63,-3,0.2,223.2,279.9,63,57.4
"03-02-2015 03.00",-2.9,951,0,79.3,1.8,43,-3.1,0.6,221.5,280.1,62.5,57.3
"03-02-2015 04.00",-2.2,951,0,77.1,4.3,23,-3.2,0.8,220.9,288.4,62.4,57.3
"03-02-2015 05.00",-1.9,951,0,75.4,5,27,-3.4,0.4,225.7,293.2,62.4,57.2
"03-02-2015 06.00",-2.4,952,0,75.1,4,14,-3.2,0.6,227.7,290.4,62,57.2
"03-02-2015 07.00",-1.9,952,0,72,4.4,26,-3.3,0.4,227.4,292.2,62,57
"03-02-2015 08.00",-2.4,952.5,0,72.2,3.2,21,-2.2,1.3,226,288.6,61.7,57
"03-02-2015 09.00",-2.6,953.5,0,74.4,2.1,266,32.4,16.1,220.6,285,62,56.9
"03-02-2015 10.00",-3,954,0.1,81.9,1.8,177,154.1,60.5,215.9,285.6,61.4,56.7
"03-02-2015 11.00",-1.5,955,0,74.2,1.6,353,268.8,131.9,221.5,296.2,61.7,56.3
"03-02-2015 12.00",-1.7,955,0.1,80,2.4,325,163.3,96.8,251.7,300.9,61.5,56.2
"03-02-2015 13.00",-1.6,956,0,84.5,1.1,342,204.9,130.6,291.2,311.6,61.6,56.2
"03-02-2015 14.00",-0.8,956,0,84.4,4.9,176,79.1,51.4,237.3,303.9,61.3,56.1
"03-02-2015 15.00",-0.3,956,0,84,10.8,29,64.9,41.1,229.3,305.7,60.9,56.1
"03-02-2015 16.00",-0.2,956,0,86.9,11.7,30,49.6,30.6,249,308.2,60.7,56.1
"03-02-2015 17.00",-0.3,956,0,90.5,12.4,33,12.3,9.4,256.2,308.5,60.6,56.2
"03-02-2015 18.00",-0.4,957,0,91,12.8,33,-0.8,0.4,279.7,309.6,60.6,56.1
"03-02-2015 19.00",-0.6,958,0,91.9,12.8,36,-1,0.1,279.9,309.2,60.4,56
"03-02-2015 20.00",-0.6,958,0.1,89.6,13.8,36,-2.2,0.2,246.7,306.7,60.5,55.9
"03-02-2015 21.00",-0.9,958,0.1,89.1,15.3,35,-2.6,0.1,230.1,304.6,,
"03-02-2015 22.00",-1.7,959,0,87.5,13.7,32,-2.9,0.1,220.9,300.6,,
"03-02-2015 23.00",-2,960,0,90,12.4,29,-2.6,0.1,230.6,299.7,,
"04-02-2015 00.00",-1.5,961,0.2,90.7,10.2,29,-1.2,0.3,279.8,304.8,60.2,55.7
"04-02-2015 01.00",-1.1,962,0,91.8,9.1,32,-1.9,0.1,259.4,304.3,,
"04-02-2015 02.00",-1.4,962,0.1,89.2,11.4,31,-2.8,0.2,226.3,301.5,,
"04-02-2015 03.00",-2,962,0,82.1,11.7,28,-3.3,0.2,212.1,296.8,,
"04-02-2015 04.00",-2,963,0,76.6,9.4,27,-3.4,0.2,215.3,294.5,,
"04-02-2015 05.00",-2.2,963,0,75.8,8.8,19,-3,0.2,221.8,294,59.6,55.4
"04-02-2015 06.00",-2.2,963,0,75.6,8.1,19,-2.9,0.2,225.7,294,,
"04-02-2015 07.00",-1.8,963.5,0.1,77.5,7.8,18,-2.9,0.3,224.2,295,59.4,55.5
"04-02-2015 08.00",-2.1,964.5,0,77.8,5.9,14,-2.4,0.9,221.5,293,59.3,55.3
