"DATE_AND_TIME","TEMP_DEGC","PRESSURE_HPA","RAIN_MM","HUMIDITY_PERCENT","WIND_SPEED_MS","WIND_DIRECT_DEGREES","SWIN_WM2","SWOUT_WM2","LWIN_WM2","LWOUT_WM2","SM_TDT1_PERC","SM_TDT2_PERC"
"04-12-2014 12.00",3.1,954,0,83,2.1,102,68.7,10.7,309.2,327.2,53.4,49.2
"04-12-2014 13.00",2.9,961,0.1,88.2,0.8,141,63.2,9.6,317.9,333.6,53.5,49.3
"04-12-2014 14.00",3.1,960,0,86.6,0.8,175,42.5,6.8,317.1,332.5,53.3,49.3
"04-12-2014 15.00",2.8,960,0,89,1,176,19.8,3.2,316,329.4,53.4,49.3
"04-12-2014 16.00",2.9,959.5,0,80.3,1.6,38,4,0.9,314.5,325.7,53.4,49.4
"04-12-2014 17.00",2.5,959,0,83.5,1.4,80,-0.8,0,313.8,323.5,53.2,49.3
"04-12-2014 18.00",2.5,959,0,85,2.9,72,-0.8,0,312.3,323.8,53.4,49.3
"04-12-2014 19.00",2.3,959,0,87.2,3.4,73,-0.7,0,312,323.5,53.1,49.4
"04-12-2014 20.00",2.3,959,0,84.1,0.8,100,-0.7,0,311.7,322,53.5,49.3
"04-12-2014 21.00",2,959,0,85.3,0.9,93,-0.6,0,310.6,321,53.2,49.3
"04-12-2014 22.00",1.7,959,0,83.6,1.5,72,-2.7,0.2,273.8,316.8,53.3,49.2
"04-12-2014 23.00",0.8,960,0,91.2,1.9,57,-2.5,0.7,267.1,312.5,53.2,49.2
"05-12-2014 00.00",1.5,959,0,82.7,1.6,66,-1.2,0.1,288,315,53.3,49.1
"05-12-2014 01.00",1.5,959,0,81.9,1.3,73,-0.9,0,297.2,315.1,53.2,49.2
"05-12-2014 02.00",2.1,959,0,74.2,1.2,62,-0.2,0,309.9,317.4,53.2,49.2
"05-12-2014 03.00",2.5,959,0,72.8,0.8,131,-0.2,-0.4,317.2,319.2,53.3,49.2
"05-12-2014 04.00",1.7,959,0.1,82.3,1.4,141,-1.9,0.1,317.3,318.7,53.2,49.1
"05-12-2014 05.00",2.1,959,0,81.9,0.8,201,-0.5,0.1,321.7,320.9,53.2,49.1
"05-12-2014 06.00",1.6,959,0.1,91.2,1.5,293,-0.9,0.1,321.6,321.7,53.2,49.1
"05-12-2014 07.00",1.4,960,0.1,97.6,3.8,314,-0.1,0,321.2,322.4,53.3,49.2
"05-12-2014 08.00",1.2,960,0,96,5.9,329,-1.3,0.4,293.9,319.2,53.2,49.2
"05-12-2014 09.00",1.4,961,0,92.6,6.2,332,10.9,2.3,299,319.9,53.3,49.1
"05-12-2014 10.00",1.5,961,0,91.8,5.3,330,38.7,6,281.7,320.6,53.3,49.1
"05-12-2014 11.00",1.7,961.5,0,91.5,4.8,318,159.7,26.2,260.2,323.1,53.7,49
"05-12-2014 12.00",2.4,962,0,87.2,4.7,310,188.3,32.7,278.6,329.7,53.8,49
"05-12-2014 13.00",2.7,962,0,87,6,302,189.9,35.3,308.2,333.6,53.6,49.1
"05-12-2014 14.00",2,961.5,0,88.4,5.5,305,114,20.8,303.8,329.5,53.7,49
"05-12-2014 15.00",1.2,962,0,91.9,5.3,310,80.9,19.7,303.9,324.9,54,49
"05-12-2014 16.00",0.8,962.5,0,93.5,4.5,319,21,6.4,292.5,319.9,53.6,48.9
"05-12-2014 17.00",0.6,963,0,94.2,3.7,319,-0.3,0.1,309.5,318.5,53.3,48.9
"05-12-2014 18.00",0.5,964,0,95.4,3.5,324,-0.3,0,312.7,318.7,53.7,48.8
"05-12-2014 19.00",0.1,964.5,0,92.8,2.6,323,-1,0.1,296.4,315,53.8,48.7
"05-12-2014 20.00",0,965.5,0,90.8,2.9,344,-2.1,0.5,274.1,313.4,53.4,48.7
"05-12-2014 21.00",-0.4,966,0,89.8,2.3,353,-4.1,1.5,233.7,307.6,53.3,48.7
"05-12-2014 22.00",-0.9,966.5,0,91,1.9,355,-3.5,1.4,243.5,304.6,52.8,48.6
"05-12-2014 23.00",-1,967,0,89,2.4,186,-4.3,1.4,228.5,302.4,53.6,48.5
"06-12-2014 00.00",-1.2,968,0,89.1,1.9,9,-4.2,1.6,229.1,300,53,48.5
"06-12-2014 01.00",-0.9,968,0,88.3,1.5,17,-3.3,1.8,242.8,299.6,53.1,48.5
"06-12-2014 02.00",-0.8,968.5,0,89.8,1.6,37,-1.1,0.5,290.5,308.1,53.2,48.4
"06-12-2014 03.00",-0.9,969,0,92.1,2.1,28,-2,0.4,272.4,307.9,53,48.3
"06-12-2014 04.00",-1.3,969,0,88.7,2,40,-3.6,1,233.8,298.6,52.8,48.3
"06-12-2014 05.00",-0.6,969,0,87.3,1.6,40,-1.1,0.8,275.9,304.6,53.1,48.2
"06-12-2014 06.00",0.3,969,0,90.4,1.2,33,-1.7,0.4,275.3,308.3,52.7,48.1
"06-12-2014 07.00",-0.3,969,0.1,91.3,1.3,78,-1.8,0.3,271.1,304.4,52.7,48.2
"06-12-2014 08.00",1.2,969,0,85.1,1,105,0.5,0.3,310.6,314.5,52.9,48
"06-12-2014 09.00",2,969,0,80.2,1.1,165,7.3,1.4,318.8,317.5,52.8,48
"06-12-2014 10.00",1.4,968.5,0,83.8,3.5,172,19.7,2.5,319.4,318,52.9,48.1
"06-12-2014 11.00",1,968,0,93.9,3.8,190,25,3.6,319.7,318.7,52.9,48.1
"06-12-2014 12.00",1.4,968,0,97.2,3.9,198,28.8,4.3,321.8,321.3,52.8,48.1
"06-12-2014 13.00",1.7,967,0,97.5,4.3,197,18.4,2.7,322.8,322.8,53.3,48.2
"06-12-2014 14.00",2.1,966.5,0,98.3,4,197,19.5,3.1,324.1,325.1,52.9,48.1
"06-12-2014 15.00",3.1,965.5,0,98.5,4.7,190,8.3,1.3,328.3,329.1,53.1,48.1
"06-12-2014 16.00",3.7,965,0,97.9,4.8,187,1.6,0.4,331.2,331.6,53.2,48.1
"06-12-2014 17.00",4.4,964,0,98.3,5.6,196,0,0,335.9,335.7,52.8,48.1
"06-12-2014 18.00",4.8,963.5,0.2,98.7,5.7,197,0,0,338.3,338.1,53,48.1
"06-12-2014 19.00",5.4,962.5,0.2,98.9,6,204,0,0,341.4,341.1,53,48.2
"06-12-2014 20.00",5.9,961.5,0.3,99.1,5,211,0,0,343.9,343.6,52.9,48.2
"06-12-2014 21.00",6.2,961,0.4,99.1,5.2,222,0,0,345.1,345.1,53.1,48.3
"06-12-2014 22.00",6.4,960,0.4,99.2,5.7,223,0,0,346,346,53.1,48.7
"06-12-2014 23.00",6.7,959,0.6,99.3,6.5,231,-0.1,0,346.8,347.3,53.3,49.1
"07-12-2014 00.00",6.7,958,1.2,99.3,4.5,229,-0.1,0,346.8,347.6,54.8,52.8
"07-12-2014 01.00",6.8,957.5,1.1,99.3,3.9,229,-0.1,0,347,347.7,70.2,61.3
"07-12-2014 02.00",6.7,956,1,99.4,4.1,227,-0.1,0,346.4,347.4,73.8,65
"07-12-2014 03.00",6.7,955,0.5,99.4,4.1,224,-0.1,0,346.2,347.3,73.8,65
"07-12-2014 04.00",6.7,954,0.4,99.4,5,237,-0.1,0,345.8,347.7,73.6,64.4
"07-12-2014 05.00",5.9,954,0.3,98.4,6.6,265,0,0.3,338.4,343.7,73.4,64.9
"07-12-2014 06.00",4.8,953,0,95.5,7.6,285,-0.4,0.1,332.5,338,74,64.8
"07-12-2014 07.00",3.3,953,0,91.2,7.8,291,-0.6,-0.3,322.5,330.3,73.7,64.5
"07-12-2014 08.00",2.4,953,0.4,93.6,5.8,260,-0.8,0.2,320.1,326.3,73.8,64.6
"07-12-2014 09.00",1.5,954,0.2,92.5,6,277,3.6,0.8,310.1,322.1,73.9,65.7
"07-12-2014 10.00",1.6,954.5,0,89.8,4.5,283,17.2,3,309.3,322.8,74.1,65.1
"07-12-2014 11.00",1.4,955,0,85.4,6.6,284,24.3,3.9,306.2,321,74,64.7
"07-12-2014 12.00",1.3,956,0,88.4,4.6,300,151.3,25.3,300.1,327.1,74.4,64.6
"07-12-2014 13.00",1.3,955,0,86.3,6.8,295,113,19.8,298.9,324.3,73.7,64.3
"07-12-2014 14.00",1.6,955,0,85.4,6,287,107.6,20.8,282.1,324.1,74.6,64.1
"07-12-2014 15.00",2,955.5,0,82.8,5.1,271,66.7,16,309.9,326,74.5,64.1
"07-12-2014 16.00",1.6,955.5,0,84.4,5.5,278,15,3.4,301.8,321.5,74.6,64
"07-12-2014 17.00",1.1,956,0,89,6.2,293,-1.3,0.4,305.6,318.9,74.8,64
"07-12-2014 18.00",1,956,0,90.6,5,289,-1.1,0.3,311.5,319.1,74.3,64
"07-12-2014 19.00",0.7,956,0.2,97.5,3.5,273,-0.5,0.3,316.7,318.8,74.8,64.2
"07-12-2014 20.00",1,956,0,94.8,2.7,255,-0.8,0.4,317,319.8,74.9,64.4
"07-12-2014 21.00",1.2,956,0,93.6,3.5,290,-1,0.5,316.7,320.8,74.1,64.3
"07-12-2014 22.00",1.1,956,0,89.9,3.8,282,-1.8,0.8,310.7,318.7,74.1,64.3
"07-12-2014 23.00",0.9,956,0,90.7,3.5,274,-1.1,0.6,311.9,318.8,75.2,64.2
"08-12-2014 00.00",0.9,956,0,92.2,3.4,281,-1,0.5,311.2,318.5,75.1,64.1
"08-12-2014 01.00",1,956,0,93.7,2.2,278,-1,0.4,311.7,319.2,75.5,64
"08-12-2014 02.00",1,956,0,92.2,2.4,284,-0.9,0.4,314.5,319.6,75.3,64
"08-12-2014 03.00",0.2,955.5,0.4,96.6,5.2,296,-0.3,-0.2,314.5,316.4,75.4,63.9
"08-12-2014 04.00",0.2,956,0,97.4,3.2,298,-0.5,0.3,307.8,315.9,75.2,64.1
"08-12-2014 05.00",0.3,956,0,95.6,4,284,-0.4,0.3,312.9,316.3,74.8,64.4
"08-12-2014 06.00",-0.1,956,0.1,97.2,6.7,315,-0.2,-0.2,312.8,315.3,74.9,64.3
"08-12-2014 07.00",-0.8,956.5,0.3,98.3,4.3,310,-0.1,0.1,310.7,312.2,74.9,64.4
"08-12-2014 08.00",-0.7,957,0,98.4,3.4,306,0,0.1,310.6,312.5,74.5,64.4
"08-12-2014 09.00",-0.4,957,0,98.5,4.6,297,5.2,3.4,311.8,313.5,75.1,64.3
"08-12-2014 10.00",-0.2,958,0,98.6,3.6,290,26.4,17.1,313.5,314.8,75.8,64.3
"08-12-2014 11.00",0.1,958,0.3,98.7,5,301,88.7,55.4,312.8,316.4,75.5,64.3
"08-12-2014 12.00",0.5,959.5,0,98.1,5.9,324,49.7,27.4,315.1,317.2,76.3,64.4
"08-12-2014 13.00",1,960,0,95.6,6,325,81.9,36.1,311.2,318.1,75.1,64.6
"08-12-2014 14.00",1.3,961,0,93.1,5.2,322,84.2,30.6,308.8,319.2,76.8,65.5
"08-12-2014 15.00",1.4,961.5,0,90.7,5.1,319,61.4,19.5,304.3,319.6,76.2,66.5
"08-12-2014 16.00",1.2,963,0,90.4,3.8,329,21.4,8.5,287.9,318.3,75.7,66.5
"08-12-2014 17.00",0.9,964,0,89.5,3.7,335,-1.6,0.5,283.9,316.3,77,66.3
"08-12-2014 18.00",0.8,965,0,89.9,4.1,335,-1.8,0.4,282.3,315.6,77.9,65.9
"08-12-2014 19.00",0.4,965.5,0,89.3,5.1,337,-3,0.5,253.8,312.7,75.7,65.3
"08-12-2014 20.00",-0.1,966,0,89.2,4.1,173,-3.7,1,238.4,308.3,77.6,64.9
"08-12-2014 21.00",0.1,967,0,81.9,2.3,177,-4,2,234.1,303.5,75.9,64.4
"08-12-2014 22.00",0.2,967.5,0,77.8,2.2,332,-4.3,1.8,234,302.2,75.6,64.3
"08-12-2014 23.00",-0.4,968,0,86.5,2.8,353,-3.8,1.4,235.2,303.1,75.8,64
"09-12-2014 00.00",-0.7,968.5,0,89.8,2,201,-3.7,1.2,236.3,300.2,75.5,63.8
"09-12-2014 01.00",-0.9,969,0,88.6,1.9,65,-3.3,0.8,242.3,298.7,75.3,63.8
"09-12-2014 02.00",-0.2,969,0,86.5,1.5,105,-2.8,0.5,251,299.8,75.6,63.4
"09-12-2014 03.00",-0.5,968,0,81.3,2.1,126,-2.9,0.4,250.9,301.1,75.8,63.3
"09-12-2014 04.00",0,968,0,81.2,2.5,168,-1.3,0.4,283,307.6,75.6,62.9
"09-12-2014 05.00",0.2,967,0,88.8,3.8,185,-1.2,0.5,285.8,311.6,75.8,63
"09-12-2014 06.00",0.6,966.5,0,94.2,4.1,193,-0.7,0.2,301.5,315.3,75.5,63.1
"09-12-2014 07.00",0.7,966,0,94.9,4.3,199,-0.2,0,314.9,316.8,75.6,63.1
"09-12-2014 08.00",1.2,964.5,0,95.1,7,186,-0.2,0.1,315.4,317.8,75.8,63
"09-12-2014 09.00",1.8,964,0,95.7,7.2,190,0.9,0.1,321.7,319.6,75.7,63.7
"09-12-2014 10.00",2.3,963.5,0,90.7,8.1,180,2.9,0.4,321.9,320.9,75.9,65.2
"09-12-2014 11.00",2.7,961.5,0,91.6,8.4,189,6.7,1,323.8,323.3,75.5,66.4
"09-12-2014 12.00",2.9,959.5,0.1,97.3,8.8,196,12.8,1.7,327.9,327.2,75.6,66.8
"09-12-2014 13.00",3.1,957.5,0.1,98.7,9.2,189,15.1,2.1,329.5,329.8,75.7,66.7
"09-12-2014 14.00",4.2,955.5,0.5,99,9.3,198,8.3,1.1,335,335,75.8,66.9
"09-12-2014 15.00",4.8,953.5,0.3,99.2,8.6,206,2.8,0.3,338,338.1,75.8,67.4
"09-12-2014 16.00",5.1,952.5,0.6,99.3,8.2,204,0.6,0.1,339.7,339.8,75.9,68
"09-12-2014 17.00",6.1,950.5,1.8,99.4,8.3,202,-0.1,0,344.4,344.1,75.7,68.6
"09-12-2014 18.00",7.9,949.5,0.4,99.4,8.9,216,-0.1,0,353.4,352.7,75.9,68.8
"09-12-2014 19.00",8.3,948.5,0.3,99.4,8.3,223,-0.1,0,354.9,354.7,75.8,67.9
"09-12-2014 20.00",6.9,948.5,1.6,99.5,8.5,265,-0.1,0.1,346.5,348.7,75.5,69.4
"09-12-2014 21.00",4.9,949,0,99.3,7.9,279,0,0.2,332.9,339.1,75.8,67.3
"09-12-2014 22.00",3.9,949,0,93.7,7.4,267,-0.2,0.6,319.7,333,75.8,62.9
"09-12-2014 23.00",3.5,949,0,87.3,7.5,256,-0.6,0.2,317.7,329.6,75.5,60.8
"10-12-2014 00.00",2.5,949,0,89.4,7.8,268,-1.3,0.1,308,325.1,75.3,60.5
"10-12-2014 01.00",2.5,949,0,78.2,9.5,263,-1.6,0.1,300.3,322.6,75.9,60.1
"10-12-2014 02.00",1,948.5,0,92.3,9.6,289,-1,-0.2,312.5,319.3,75.9,60
"10-12-2014 03.00",0.3,949,0.2,94.2,8.4,272,-0.6,0.1,306.5,316,75.8,59.7
"10-12-2014 04.00",0.8,950,0,87.8,6.4,266,-1.1,0.6,291.3,316.1,75.5,59.7
"10-12-2014 05.00",1.2,950,0,80.3,6.7,268,-0.7,0.3,299.3,316.6,75.9,59.7
"10-12-2014 06.00",1.1,950,0,82,5.8,271,-0.3,0.2,306.3,317,75.8,59.6
"10-12-2014 07.00",1.5,950,0,79.4,6.4,272,-0.3,0.3,305.2,317.6,75.8,59.3
"10-12-2014 08.00",2,950,0,77,8.2,261,-0.5,0.3,303.9,318.5,76,59.4
"10-12-2014 09.00",2.6,950,0,75.4,9.7,253,3.7,0.8,309.6,320.3,75.8,59.7
"10-12-2014 10.00",2.9,950,0,75,10,262,9.9,1.5,311.5,322.5,76,59.6
"10-12-2014 11.00",2.2,949.5,0,82.4,9.9,255,15.1,2.4,310.8,322.6,76.1,59.8
"10-12-2014 12.00",2.5,949,0.1,78.2,9.8,262,42.9,7.5,308.6,323.1,76.5,59.7
"10-12-2014 13.00",2.9,949,0,71.5,11.1,263,67.6,11.2,306.2,324.7,76.4,59.7
"10-12-2014 14.00",2,949,0.1,81.8,9.6,266,49.5,9.8,307.8,321.4,76.4,59.6
"10-12-2014 15.00",2.1,948,0,80.4,9.9,263,32.4,5.9,306.3,321.9,77.2,59.8
"10-12-2014 16.00",2.3,948,0,77.4,10.6,265,5.1,1.3,310,321.7,76,59.7
"10-12-2014 17.00",2.2,948,0,79.8,9.1,266,-1.2,0.4,310.9,321.2,76.3,59.8
"10-12-2014 18.00",2.4,947,0,77.1,10.7,263,-1,0,310.7,321.9,76.2,59.9
"10-12-2014 19.00",2.3,947,0.1,76.6,10.1,262,-0.7,0,308.6,321.7,76.5,59.7
"10-12-2014 20.00",1.3,946,0,90,8.5,264,-0.7,0.1,313.4,319.9,76.2,59.7
"10-12-2014 21.00",1.1,946,0,92.7,8.4,265,-0.6,-0.1,313.5,319.8,76.1,59.7
"10-12-2014 22.00",1.2,946,0,88.7,8.1,263,-0.9,-0.1,310.6,319,76.3,59.5
"10-12-2014 23.00",1.3,945,0,85.3,8.4,265,-0.9,0.1,309.4,318.9,76.4,59.6
"11-12-2014 00.00",0.9,944.5,0,87.6,7.9,264,-0.5,0.3,306.9,317.6,76.4,59.5
"11-12-2014 01.00",0.6,943.5,0,92.8,8.3,260,-0.4,0,312.9,317,76.4,59.6
"11-12-2014 02.00",0.7,943,0,93,8.4,259,-0.4,0.1,312.7,317.3,76.2,59.7
"11-12-2014 03.00",0.8,943,0.1,89.3,7.7,269,-1.1,0,293.3,316.9,76.3,59.7
"11-12-2014 04.00",1,943,0,82.3,7.7,267,-0.9,-0.1,302.1,317.1,76.6,59.5
"11-12-2014 05.00",0.4,942,0,87.2,7.6,269,-1.1,-0.1,296.1,315.7,76.2,59.6
"11-12-2014 06.00",0.1,942,0,88.9,7.2,266,-0.8,0.3,292.4,314.5,76.1,59.4
"11-12-2014 07.00",0.4,942,0.1,85.6,8.8,277,-0.6,0,304,315.4,76.5,59.4
"11-12-2014 08.00",0.6,942,0,79.4,9.4,284,-0.2,0.5,300.7,314.7,76.6,59.2
"11-12-2014 09.00",-0.8,943,0.2,96.6,7.9,306,4.6,2.7,309.3,312,76.8,59.5
"11-12-2014 10.00",-0.6,943.5,0.1,98.1,7.4,295,20.9,12.8,300.5,312.4,76.5,59.4
"11-12-2014 11.00",-0.6,944,0.2,96.3,8.1,290,24.9,16,308.9,312.6,76.6,59.7
"11-12-2014 12.00",0,944,0,92.5,6.1,277,137.8,86,294.5,314.2,77.9,59.5
"11-12-2014 13.00",0.6,944,0,83.9,7.8,274,46,28.8,296.7,314.7,78.2,59.6
"11-12-2014 14.00",0.8,944,0,82.4,7.4,266,58.9,37.1,289.7,314.5,77.9,59.4
"11-12-2014 15.00",1.1,943.5,0,79.2,7.5,264,58.3,35.9,300.4,316,77.4,63.4
"11-12-2014 16.00",1.3,943,0,74.4,7.3,262,3.7,2.2,298.4,315,77.8,66.6
"11-12-2014 17.00",1.2,943,0,76.1,7.4,266,-0.7,0.1,300.3,315.2,76.8,67.8
"11-12-2014 18.00",1.2,942.5,0,79,5.9,261,-0.6,0.1,305,315.8,76.6,68.4
"11-12-2014 19.00",1.4,942,0,78.3,4.7,254,-0.9,0,301.8,315.7,76.7,68.4
"11-12-2014 20.00",1.6,941.5,0,76.1,4.4,252,-1.3,0.1,294,315.1,76.9,68.5
"11-12-2014 21.00",1.5,941,0,75.4,2.3,248,-1.2,0.1,298.3,314.5,77,68.7
"11-12-2014 22.00",1.1,940.5,0,80.4,2.1,196,-1,0,299.6,313.6,77,68.4
"11-12-2014 23.00",0.5,939.5,0,83.1,2.9,191,-0.7,-0.1,304.8,313.9,76.8,68.4
"12-12-2014 00.00",0.1,938.5,0.2,87,2.1,183,-0.9,0.1,309.5,313.5,76.8,68.6
"12-12-2014 01.00",-0.3,937,0.6,96.9,2.2,175,-0.5,0,312,313.3,76.9,68.6
"12-12-2014 02.00",-0.6,935.5,0.5,97.7,1,167,-0.4,-0.1,312,311.6,77.3,68.4
"12-12-2014 03.00",-0.9,934.5,0,93.8,1.1,42,-1.5,-0.2,310.1,307.1,77.1,68.6
"12-12-2014 04.00",-1,934,0,92,0.8,214,-1.5,0.2,309,305.3,76.9,68.3
"12-12-2014 05.00",-1,933,0,90.4,1.3,87,-1.4,0.2,308.8,305.9,77.1,68.5
"12-12-2014 06.00",-1.5,933,0,97.5,1.4,25,-0.5,0.2,307.6,306.4,76.9,68.3
"12-12-2014 07.00",-0.7,933,0,87.9,2.9,345,-1.5,0.9,310.3,307.5,77.1,68.1
"12-12-2014 08.00",-0.4,934,0,87,2.9,315,-1.6,0.5,312.3,309.4,76.8,67.7
"12-12-2014 09.00",-0.5,934.5,0,92,3.4,298,2.1,2.8,312.3,310.8,77,67.4
"12-12-2014 10.00",-0.3,935,0.1,92.1,4.6,296,32.3,28.7,313.3,310.1,77.2,67.6
"12-12-2014 11.00",-0.1,935,0.1,90.3,4.6,289,71.6,59.5,314.8,311.6,77.4,67.5
"12-12-2014 12.00",0,936,0.1,91.3,5,296,123.6,117.4,307.8,312.1,78.4,67.1
"12-12-2014 13.00",0.3,936,0,89,5.3,274,82.3,61.8,310.3,315.4,78.1,67.3
"12-12-2014 14.00",0.5,936.5,0,92.1,5.7,283,51.8,36.9,312.3,316.4,78.1,67.3
"12-12-2014 15.00",0.8,937,0,93.1,4.9,266,68.9,46.5,311.8,317.2,78.1,67.1
"12-12-2014 16.00",0.6,938,0.1,94,3.6,267,10.3,7.1,314.8,316.8,77.9,67.2
"12-12-2014 17.00",0.7,938.5,0,97.7,3.1,277,-0.1,0.1,315.9,317,78.2,67.3
"12-12-2014 18.00",0.9,939.5,0.9,97.7,4.5,290,-0.7,0.2,318.6,317.5,78.2,67.6
"12-12-2014 19.00",1,941,0.2,98.4,6.5,328,-0.2,0,317.4,318,77.2,69.4
"12-12-2014 20.00",0.8,942.5,0,98.2,4.9,324,-0.2,0,317,317.5,77.1,69.4
"12-12-2014 21.00",0.4,944,0,98.2,4.3,328,-1.1,0.1,298,316.2,77.4,69.5
"12-12-2014 22.00",0.3,945,0,96.7,4.5,328,-1.7,0.2,290.5,314,76.8,69.8
"12-12-2014 23.00",0.1,946.5,0,95.1,3.5,327,-1.9,0.1,295.5,312.9,77.4,69.5
"13-12-2014 00.00",0.1,947,0,95.7,3.4,335,-0.9,0.1,306.9,314.6,77.7,69.4
"13-12-2014 01.00",0,948,0,95,2.4,338,-1.4,0.2,296.6,312.5,77.2,69.6
"13-12-2014 02.00",-0.6,949,0,90,3.4,342,-3.8,1.2,252.5,303.6,77,69.6
"13-12-2014 03.00",-0.9,949,0,86.8,3.1,178,-4.2,1.3,247.9,299.9,77.9,69.6
"13-12-2014 04.00",-1.3,950,0,88.6,2.3,190,-2.3,1,273.1,301.2,77,69.4
"13-12-2014 05.00",-1.7,950.5,0,90.9,1.9,191,-3.7,0.9,254.4,296.1,77.5,69.4
"13-12-2014 06.00",-2.3,951,0,90,1.7,31,-4.2,1,241.3,288.7,77.3,69.7
"13-12-2014 07.00",-2.3,951.5,0,90,2,40,-3.2,0.7,255.6,292.3,77.6,69.2
"13-12-2014 08.00",-2.5,952,0,87.4,2.4,51,-4.3,0.8,240.5,289.4,77.4,68.6
"13-12-2014 09.00",-2,952.5,0,83.6,1.1,43,4.1,5.3,242.6,285.8,77.1,67.1
"13-12-2014 10.00",-0.9,953,0,78.5,1.2,150,71.9,24,249.4,290.4,79.4,66.7
"13-12-2014 11.00",0.1,953,0,72.7,1.2,259,112.8,49.5,274.5,302.6,79.1,66.7
"13-12-2014 12.00",-0.2,953,0,81.2,2.3,202,94.9,46.5,309.8,314.5,78.8,66.8
"13-12-2014 13.00",-0.1,953,0.1,92.8,3.1,207,153.1,77.5,306.7,316.1,78.5,66.7
"13-12-2014 14.00",-0.1,952,0,97.4,3.7,213,33,17,314,315.7,78.5,67
"13-12-2014 15.00",0,952,0,98.3,3.5,224,27.8,15,310.5,315.7,78.7,66.8
"13-12-2014 16.00",0.3,952,0,95.6,3.4,229,8,4.7,306.5,315.2,78.4,66.8
"13-12-2014 17.00",0.2,952.5,0,92.1,1.9,207,-1.1,0.3,298.8,312.6,78.4,67
"13-12-2014 18.00",0.8,953,0,83.1,2.1,244,-2.3,1.2,277.6,308.1,78.4,66.9
"13-12-2014 19.00",0.8,953,0,82.4,3,204,-0.3,0.4,309.8,314,78.4,66.8
"13-12-2014 20.00",0.4,952,0,87.1,2.4,200,-2.3,0.3,282.4,308.5,78.5,66.5
"13-12-2014 21.00",0.5,952,0,88.3,3.1,204,-1.8,1,281.7,308.5,78,66.5
"13-12-2014 22.00",1.1,951.5,0,91.7,4.1,197,-0.8,0.3,304.2,315.3,78.9,66.2
"13-12-2014 23.00",1.5,951,0,94.5,4.9,209,-0.3,0.1,318.6,317.8,78.1,66.3
"14-12-2014 00.00",1.8,950.5,0.3,97.7,5.5,229,-0.2,-0.1,322.8,319.2,77.9,66.5
"14-12-2014 01.00",2.1,950,0.5,98.6,4.5,219,0,-0.2,325.3,320.7,77.9,68.2
"14-12-2014 02.00",2.3,949,0.4,98.9,4.1,220,0,-0.2,326.6,322.2,77.7,69.6
"14-12-2014 03.00",2.9,949,0.2,99.1,5.6,227,0,-0.2,329.1,324.8,77.9,69.6
"14-12-2014 04.00",3.4,948,0.4,99.2,7.4,226,0,-0.2,331.4,327.9,77.8,69.6
"14-12-2014 05.00",3.6,948,0.4,99.3,6.7,224,0,-0.1,332,330.4,78,69.8
"14-12-2014 06.00",3.9,947,0.2,99.3,5.9,220,-0.1,-0.1,332.6,332.6,77.9,69.8
"14-12-2014 07.00",4.2,947,0.2,99.4,6.4,210,-0.1,0,334.6,334.5,77.7,69.6
"14-12-2014 08.00",4.3,947,0.1,99.4,8.2,220,0,0,335.6,335.8,77.8,69.7
"14-12-2014 09.00",4.6,946.5,0.4,99.5,7.4,214,0.2,0,337,337.3,78,70
"14-12-2014 10.00",4.8,946,0.1,99.5,9.4,215,2.5,0.2,337.5,338.3,78.1,69.8
"14-12-2014 11.00",5,946,0.1,99.5,8,222,11.8,1.7,337.4,339.6,77.7,69.8
"14-12-2014 12.00",5.1,945,0.1,99,7.6,232,23.7,3.7,335.5,340.1,77.6,69.8
"14-12-2014 13.00",5.2,944.5,0.1,96,5.6,241,20.9,3.2,335.2,339.6,77.9,69.4
"14-12-2014 14.00",5.1,944,0.3,98.4,7.5,229,9.4,1.1,338.9,339.9,77.7,69.5
"14-12-2014 15.00",5.2,944,0.8,99.2,6.8,222,5.9,0.7,339.7,340.3,78.1,69.6
"14-12-2014 16.00",5.2,944,2.2,99.3,5.7,239,1.1,0.1,339.6,340.3,78,69.5
"14-12-2014 17.00",3.4,944,0.7,99.3,8.9,293,0,0.1,327.6,332.1,77.8,69.6
"14-12-2014 18.00",2.7,944.5,0,91,7.7,283,-0.2,0.6,292.2,325.5,78,69.5
"14-12-2014 19.00",3.1,944,0,89.3,8.3,274,-0.4,0.1,304.8,326.9,77.9,67.4
"14-12-2014 20.00",2.6,945,0,90.1,6.5,274,-1.7,0.1,277,323.8,78.1,67.1
"14-12-2014 21.00",2.6,945.5,0,88.7,6.9,277,-0.9,-0.1,303.7,324.6,78.2,66.9
"14-12-2014 22.00",2.2,946,0,90.9,6.1,269,-1.8,0,295,322.9,78,66.8
"14-12-2014 23.00",2,946.5,0,88.6,6.2,266,-1.9,0.2,284.6,320.6,77.8,66.7
"15-12-2014 00.00",2,947,0,90.5,5.9,256,-0.8,0,309.8,322.9,78,66.7
"15-12-2014 01.00",1.6,947,0,91.9,5.4,259,-1.3,0.1,293.1,320.1,78,66.7
"15-12-2014 02.00",1.7,947,0,88.7,4.7,253,-1.3,0.1,296.8,320.3,78.1,66.5
"15-12-2014 03.00",1.9,947.5,0,87.8,6.2,262,-1,0.1,300.1,321.2,78.1,66.3
"15-12-2014 04.00",1.7,948,0,89.3,4,267,-0.9,0.1,304.2,320.4,77.8,66.2
