timestamp,2021-01-04 16:36:39
site-id,MOORH
site-name,Moor House
PRECIPITATION_LEVEL2_TOTAL,Total precipitation,mm,142.5
parameter-id,COSMOS_VWC_1DAY,PRECIPITATION_LEVEL2_TOTAL,Q_LEVEL2_MEAN,RH_LEVEL2_MEAN,TA_LEVEL2_MEAN,TA_LEVEL2_MIN,TA_LEVEL2_MAX,PA_LEVEL2_MEAN,RN_LEVEL2_TOTAL,WD_LEVEL2_MEAN,WS_LEVEL2_MEAN,PE_LEVEL2,TDT1_TSOIL_LEVEL2_MEAN,TDT1_VWC_LEVEL2_MEAN,TDT2_TSOIL_LEVEL2_MEAN,TDT2_VWC_LEVEL2_MEAN,SWE_CRNS_1DAY,ALBEDO_DAILY_MEAN
2020-12-22,67.2,0.0,5.1,89.2,2.3,0.6,4.0,953.6,-0.2,65.2,1.8,0.3,5.3,76.2,5.1,66.3,,0.178
2020-12-23,72.1,14.8,5.1,92.1,1.8,0.9,3.1,953.9,-1.0,51.4,11.0,0.4,4.6,76.4,4.4,66.3,,0.169
2020-12-24,74.5,0.8,3.8,82.2,-0.8,-2.9,0.6,968.4,-4.5,0.7,8.4,0.4,3.8,76.4,3.7,66.4,,0.279
2020-12-25,72.9,1.3,4.3,88.8,-0.4,-4.0,3.4,971.2,-1.1,281.3,2.8,0.2,3.5,76.5,3.2,66.4,,0.278
2020-12-26,80.8,8.7,6.1,97.7,3.8,3.1,4.5,946.4,0.4,237.7,8.1,0.2,3.5,76.5,3.4,66.4,2.11403,0.164
2020-12-27,71.1,6.6,4.9,99.9,0.1,-1.1,2.8,914.0,-0.5,220.4,4.2,0.1,3.9,76.4,3.8,66.5,0.06822,0.641
2020-12-28,71.1,0.1,4.2,96.1,-1.6,-3.1,-0.3,920.9,-4.3,66.9,4.2,0.1,3.7,76.4,3.5,66.4,3.75507,0.602
2020-12-29,71.1,0.1,4.5,96.7,-0.5,-3.3,0.4,936.2,-2.3,347.0,4.4,0.0,3.5,76.5,3.3,66.5,6.79826,0.697
2020-12-30,71.1,0.0,4.1,93.5,-1.6,-3.0,-0.7,944.6,-2.1,345.3,2.5,0.0,3.5,76.4,3.3,66.5,3.22141,0.667
2020-12-31,71.1,0.9,4.3,97.3,-1.3,-3.2,1.2,948.3,1.1,0.5,2.4,0.3,3.4,74.4,3.3,65.8,5.56389,0.563
