timestamp,2018-01-02 11:57:24
site-id,MOORH
site-name,Moor House
PRECIPITATION_LEVEL2_TOTAL,Total precipitation,mm,101.9
parameter-id,COSMOS_VWC_1DAY_WTMN,PRECIPITATION_LEVEL2_TOTAL,Q_LEVEL2_MEAN,RH_LEVEL2_MEAN,TA_LEVEL2_MEAN,TA_LEVEL2_MIN,TA_LEVEL2_MAX,PA_LEVEL2_MEAN,RN_LEVEL2_TOTAL,WD_LEVEL2_MEAN,WS_LEVEL2_MEAN,PE_LEVEL2,TDT1_TSOIL_LEVEL2_MEAN,TDT1_VWC_LEVEL2_MEAN,TDT2_TSOIL_LEVEL2_MEAN,TDT2_VWC_LEVEL2_MEAN
2017-12-09,55.72542,0.3,3.8,93.2,-2.5,-3.6,-0.9,953.7,-2.5,283.1,2.1,0.11743,3.6,77.3,3.5,67.9
2017-12-10,54.20024,0.0,3.4,87.6,-3.3,-5.3,-1.9,929.4,-3.2,82.0,4.1,0.30782,3.3,77.4,3.2,67.9
2017-12-11,52.45221,0.3,3.3,84.0,-3.2,-5.3,-1.3,935.1,-2.4,185.9,1.9,0.2522,2.9,73.8,2.9,67.9
2017-12-12,59.15371,1.2,4.5,98.4,-0.8,-2.4,1.6,945.7,-0.5,170.5,3.2,0.04761,2.8,72.5,2.7,66.2
2017-12-13,59.15333,5.6,5.1,99.4,0.9,-0.9,2.8,933.6,0.3,257.1,3.8,0.03009,2.8,75.3,2.8,63.1
2017-12-14,56.91153,6.0,4.7,99.3,-0.4,-1.4,0.7,928.3,0.1,256.3,3.8,0.03365,2.9,76.8,2.8,63.9
2017-12-15,63.741,2.5,4.5,92.4,0.1,-1.4,1.1,945.4,-3.3,163.8,8.6,0.31203,3.0,77.0,3.0,64.4
2017-12-16,58.70749,0.4,4.2,95.9,-1.5,-3.0,-0.4,960.2,-2.5,231.9,2.4,0.06774,3.0,77.2,2.9,64.7
2017-12-17,56.36539,5.4,5.4,95.7,2.1,-1.2,5.7,961.5,-1.4,224.0,4.7,0.13998,2.9,77.3,2.9,65.0
2017-12-18,55.36221,0.7,5.7,95.4,3.2,1.5,4.7,971.3,-1.2,131.2,1.9,0.11181,3.1,77.3,3.0,65.1
2017-12-19,52.5626,2.1,7.0,99.9,5.4,4.5,6.5,974.8,0.6,164.8,2.9,0.01608,3.6,77.3,3.5,65.3
2017-12-20,50.76844,1.9,7.4,96.4,7.0,5.6,8.4,975.9,0.5,174.8,2.9,0.16212,4.4,77.2,4.4,65.3
2017-12-21,51.06413,3.0,6.7,87.9,6.8,5.5,7.6,976.0,0.4,133.3,1.7,0.38847,4.7,77.2,4.7,65.4
2017-12-22,53.75819,1.3,7.6,99.9,6.8,5.6,7.4,977.1,0.7,224.7,1.6,0.01461,5.1,77.2,5.1,65.5
2017-12-23,54.35842,0.9,7.5,99.8,6.5,5.5,7.5,971.8,0.8,191.8,4.4,0.02063,5.3,77.2,5.4,65.6
2017-12-24,56.50668,4.1,7.7,98.1,7.3,6.5,8.6,958.5,0.6,232.0,7.6,0.13868,5.6,77.1,5.7,65.6
2017-12-25,59.58862,15.3,6.8,99.9,4.7,-0.4,7.1,941.7,0.1,249.4,6.9,-0.06455,5.8,77.1,5.8,65.6
2017-12-26,61.21708,6.7,4.5,97.1,-0.6,-2.3,0.2,934.1,-1.9,191.6,4.7,0.0834,4.9,77.2,4.9,65.8
2017-12-27,56.94013,0.2,3.8,91.0,-2.1,-2.9,-1.1,936.7,-5.1,209.4,8.1,0.30964,4.0,77.4,4.0,65.9
2017-12-28,62.78996,0.2,4.2,92.4,-0.9,-2.5,0.7,943.5,-1.6,306.0,3.8,0.2256,3.4,77.5,3.4,66.1
2017-12-29,63.12718,3.7,4.7,96.0,0.1,-1.8,1.6,935.7,-0.5,178.0,5.1,0.14678,3.3,77.6,3.2,66.2
2017-12-30,57.70328,5.3,5.2,95.6,1.6,-0.4,3.6,934.8,-0.4,193.0,4.5,0.18727,3.4,77.5,3.1,66.3
2017-12-31,58.13593,8.6,5.9,94.4,3.8,1.2,6.6,930.4,0.1,226.3,7.6,0.30407,3.5,77.5,3.4,66.4
