timestamp,2020-08-03 16:42:58
site-id,MOORH
site-name,Moor House
PRECIPITATION_LEVEL2_TOTAL,Total precipitation,mm,102.6
parameter-id,COSMOS_VWC_1DAY,PRECIPITATION_LEVEL2_TOTAL,Q_LEVEL2_MEAN,RH_LEVEL2_MEAN,TA_LEVEL2_MEAN,TA_LEVEL2_MIN,TA_LEVEL2_MAX,PA_LEVEL2_MEAN,RN_LEVEL2_TOTAL,WD_LEVEL2_MEAN,WS_LEVEL2_MEAN,PE_LEVEL2,TDT1_TSOIL_LEVEL2_MEAN,TDT1_VWC_LEVEL2_MEAN,TDT2_TSOIL_LEVEL2_MEAN,TDT2_VWC_LEVEL2_MEAN,SWE_CRNS_1DAY,ALBEDO_DAILY_MEAN
parameter-name,COSMOS sensor VWC (capped at saturation),Total precipitation,Mean absolute humidity (1 day),Mean relative humidity (1 day),Mean air temperature (1 day),Min air temperature (1 day),Max air temperature (1 day),Mean atmospheric pressure (1 day),Total net radiation (1 day),Mean wind direction (1 day),Mean wind speed (1 day),Potential evaporation (1 day),Mean TDT 1 soil temperature (1 day),Mean TDT 1 soil VWC (1 day),Mean TDT 2 soil temperature (1 day),Mean TDT 2 soil VWC (1 day),Snow water equivalent (only given on snow days),Daily mean albedo value (swout/swin)
parameter-units,%,mm,gm-3,%,Degrees Celsius,Degrees Celsius,Degrees Celsius,hPa,MJday-1,Degrees Celsius,ms-1,mm,Degrees Celsius,%,Degrees Celsius,%,mm,Unitless
2020-07-01,55.35715,8.4,8.9,90.5,10.7,8.1,15.0,948.8,8.1,36.8,3.6,1.8,10.8,71.5,11.0,55.1,,0.182
2020-07-02,54.17321,3.9,8.1,89.8,9.4,6.9,12.0,955.0,6.7,124.5,4.7,1.4,10.7,73.7,10.8,61.6,,0.185
2020-07-03,57.91055,6.7,9.8,99.3,10.8,8.6,12.5,952.0,1.7,210.7,5.7,0.3,10.7,73.3,10.8,61.9,,0.155
2020-07-04,63.25788,8.6,11.0,99.9,12.5,11.8,13.6,948.5,,220.5,4.4,,11.0,74.6,11.3,64.6,,0.159
2020-07-05,59.47694,2.9,8.3,90.1,9.6,7.7,12.6,947.5,5.4,255.1,7.2,1.2,10.9,74.9,10.9,64.2,,0.183
2020-07-06,60.12741,2.2,7.7,84.6,9.6,7.5,12.9,960.5,7.5,290.4,5.7,1.9,10.4,75.1,10.3,64.1,,0.183
2020-07-07,60.85939,0.0,7.7,89.0,8.8,7.2,10.2,961.4,3.5,249.2,2.4,0.9,10.3,73.0,10.3,61.0,,0.184
2020-07-08,55.47243,2.6,7.9,83.3,10.2,7.9,13.5,958.9,9.7,89.6,6.8,2.3,10.3,70.3,10.4,55.0,,0.186
