timestamp,2017-10-02 17:28:45
site-id,MOORH
site-name,Moor House
PRECIPITATION_LEVEL2_TOTAL,Total precipitation,mm,318.7
parameter-id,COSMOS_VWC_1DAY_WTMN,PRECIPITATION_LEVEL2_TOTAL,Q_LEVEL2_MEAN,RH_LEVEL2_MEAN,TA_LEVEL2_MEAN,TA_LEVEL2_MIN,TA_LEVEL2_MAX,PA_LEVEL2_MEAN,RN_LEVEL2_TOTAL,WD_LEVEL2_MEAN,WS_LEVEL2_MEAN,PE_LEVEL2,TDT1_TSOIL_LEVEL2_MEAN,TDT1_VWC_LEVEL2_MEAN,TDT2_TSOIL_LEVEL2_MEAN,TDT2_VWC_LEVEL2_MEAN
parameter-name,COSMOS probe VWC,Total precipitation,Mean absolute humidity (1 day),Mean relative humidity (1 day),Mean air temperature (1 day),Min air temperature (1 day),Max air temperature (1 day),Mean atmospheric pressure (1 day),Total net radiation (1 day),Mean wind direction (1 day),Mean wind speed (1 day),Potential evaporation (1 day),Mean TDT 1 soil temperature (1 day),Mean TDT 1 soil VWC (1 day),Mean TDT 2 soil temperature (1 day),Mean TDT 2 soil VWC (1 day)
parameter-units,%,mm,gm-3,%,Degrees Celsius,Degrees Celsius,Degrees Celsius,hPa,MJday-1,Degrees Celsius,ms-1,mm,Degrees Celsius,%,Degrees Celsius,%
2017-09-01,49.0422,2.5,8.0,84.2,10.3,7.3,14.5,966.8,6.7,222.1,2.8,1.09879,11.4,67.3,11.6,54.5
2017-09-02,44.96741,38.3,7.4,76.4,10.5,5.7,14.2,965.0,7.2,162.9,2.8,1.4677,11.2,65.3,11.4,53.8
2017-09-03,47.24192,0.0,8.3,80.5,11.5,10.1,12.8,954.9,4.0,160.6,7.3,1.81512,11.3,64.2,11.4,53.1
2017-09-04,50.7807,8.4,11.1,98.7,12.9,10.6,15.1,954.2,2.1,180.3,4.0,0.1278,11.6,64.3,11.7,53.5
2017-09-05,58.97743,17.5,10.0,97.0,11.4,8.8,13.5,955.1,2.3,239.4,3.3,0.32414,11.9,74.0,11.9,64.8
2017-09-06,50.48713,0.6,8.6,96.1,9.2,7.6,11.3,960.0,4.3,272.9,3.9,0.32942,11.4,74.8,11.3,65.5
2017-09-07,57.91885,9.9,9.4,99.0,10.2,8.8,11.2,952.9,0.6,214.1,4.0,0.07661,11.2,75.1,11.2,65.6
2017-09-08,74.93669,7.8,8.4,95.3,9.0,7.6,11.1,940.5,5.3,262.7,4.1,0.4225,11.0,75.4,11.0,65.7
