timestamp,2017-10-02 17:28:45
site-id,MOORH
site-name,Moor House
PRECIPITATION_LEVEL2_TOTAL,Total precipitation,mm,318.7
parameter-id,COSMOS_VWC_1DAY_WTMN,PRECIPITATION_LEVEL2_TOTAL,Q_LEVEL2_MEAN,RH_LEVEL2_MEAN,TA_LEVEL2_MEAN,TA_LEVEL2_MIN,TA_LEVEL2_MAX,PA_LEVEL2_MEAN,RN_LEVEL2_TOTAL,WD_LEVEL2_MEAN,WS_LEVEL2_MEAN,PE_LEVEL2,TDT1_TSOIL_LEVEL2_MEAN,TDT1_VWC_LEVEL2_MEAN,TDT2_TSOIL_LEVEL2_MEAN,TDT2_VWC_LEVEL2_MEAN
2017-09-09,57.96822,18.6,8.2,91.1,9.4,7.7,12.2,941.5,6.4,180.3,3.3,0.56656,10.8,75.6,10.9,65.9
2017-09-10,57.51693,5.4,8.5,97.9,8.7,6.3,11.1,935.9,1.3,212.6,4.8,0.57352,10.7,75.8,10.6,66.0
2017-09-11,57.0743,8.4,8.3,94.5,8.9,7.0,11.1,932.7,4.0,276.7,5.7,0.69252,10.4,75.9,10.4,66.2
2017-09-12,56.07014,18.8,7.6,90.7,8.1,6.6,10.8,943.0,4.5,231.9,5.6,0.68027,10.3,76.1,10.3,66.3
2017-09-13,59.81386,13.1,7.3,95.4,6.8,5.0,8.8,938.9,5.1,263.5,5.6,0.36338,9.6,76.3,9.7,66.5
2017-09-14,54.71803,9.1,7.3,90.0,7.7,5.7,10.5,951.5,7.8,322.0,4.9,0.75439,9.9,76.3,9.9,66.5
2017-09-15,56.21558,19.2,7.3,87.9,8.1,6.2,11.1,957.6,7.8,264.7,5.4,0.91551,9.8,76.3,9.9,66.6
2017-09-16,58.92373,30.1,7.0,88.7,7.3,5.4,9.7,957.6,4.9,105.1,5.4,0.76851,9.6,76.4,9.7,66.7
2017-09-17,55.45193,15.7,7.8,87.5,9.2,7.4,12.1,960.7,4.8,45.9,5.8,0.96735,9.7,76.4,9.7,66.8
2017-09-18,57.62514,0.4,7.0,90.2,7.1,3.8,9.0,963.1,0.8,148.8,3.6,0.50491,9.7,76.3,9.7,66.8
2017-09-19,53.57767,23.0,7.0,84.9,7.9,3.1,12.2,963.9,5.6,158.9,2.5,0.77267,9.4,76.5,9.2,66.9
2017-09-20,59.36053,0.5,10.0,98.7,11.1,9.2,12.7,958.3,1.6,188.2,4.4,0.11372,9.8,76.4,9.8,66.8
2017-09-21,55.68952,4.1,9.1,95.5,10.1,5.6,12.6,956.2,2.9,218.4,4.7,0.27485,10.4,76.3,10.5,66.7
2017-09-22,57.34588,17.4,8.2,94.2,8.8,6.5,10.4,961.5,3.2,169.6,5.2,0.43153,9.9,76.4,9.8,66.8
2017-09-23,59.63392,4.0,9.7,93.6,11.5,9.4,13.1,962.8,3.5,174.0,5.2,0.55892,10.2,76.3,10.2,66.8
2017-09-24,52.42215,2.9,8.3,74.9,12.6,10.4,15.0,962.8,3.5,145.6,6.5,2.28916,10.4,76.4,10.5,66.8
2017-09-25,57.25653,3.7,10.2,93.2,12.5,11.3,14.9,965.7,3.2,138.5,4.1,0.57115,10.7,76.3,10.9,66.8
2017-09-26,50.39361,1.5,9.2,87.9,11.8,9.1,14.2,967.4,4.9,117.7,5.2,1.06601,10.9,76.3,11.0,66.7
2017-09-27,58.14418,8.9,9.2,89.6,11.4,9.9,12.8,962.1,4.2,132.5,8.6,1.01669,10.8,76.2,10.9,66.7
2017-09-28,60.71123,5.6,9.0,88.5,11.3,9.5,13.6,960.3,4.2,180.1,4.3,0.91844,10.9,76.2,11.0,66.8
2017-09-29,58.42093,4.6,8.5,89.2,10.3,7.6,12.7,956.3,5.7,194.2,5.4,0.91642,10.8,76.2,10.9,66.8
2017-09-30,60.55142,18.7,7.6,95.5,7.4,5.1,9.8,956.7,2.7,170.3,3.5,0.28547,10.4,76.3,10.4,66.9
