"Code","Name"
"910667","Dryopteris submontana"
"920669","Echium plantagineum"
"920670","Echium vulgare"
"200001616","Elatine [spp]"
"920671","Elatine hexandra"
"920672","Elatine hydropiper"
"9204529","Eleocharis [spp]"
"920673","Eleocharis acicularis"
"9202267","Eleocharis austriaca"
"920674","Eleocharis multicaulis"
"920675","Eleocharis palustris"
"920676","Eleocharis parvula"
"920677","Eleocharis quinqueflora"
"920678","Eleocharis uniglumis"
"920679","Eleogiton fluitans"
"9204619","Elodea [spp]"
"920681","Elodea canadensis"
"920997","Elodea nuttallii"
"9204884","Elymus [spp]"
"9207006","Elymus caninus"
"92032","Elytrigia atherica"
"9202908","Elytrigia atherica x repens (E. x oliveri)"
"92028","Elytrigia juncea"
"92033","Elytrigia repens"
"920684","Empetrum nigrum"
"920683","Empetrum nigrum subsp.hermaphroditum"
"920685","Empetrum nigrum subsp.nigrum"
"820233","Encalypta streptocarpa"
"820234","Encalypta vulgaris"
"820235","Entodon concinnus"
"820235","Entodon orthocarpus"
"9204530","Epilobium [spp]"
"920690","Epilobium alsinifolium"
"920691","Epilobium anagallidifolium"
"920699","Epilobium brunnescens"
"920688","Epilobium ciliatum"
"9202783","Epilobium ciliatum x tetragonum"
"920692","Epilobium hirsutum"
"920694","Epilobium lanceolatum"
"920695","Epilobium montanum"
"920696","Epilobium obscurum"
"920697","Epilobium palustre"
"920698","Epilobium parviflorum"
"920700","Epilobium roseum"
"200001439","Epilobium tetragon/obscurum"
"9207292","Epilobium tetragonum"
"920689","Epilobium tetragonum tetragonum"
"920702","Epipactis atrorubens"
"920705","Epipactis helleborine"
"9205476","Epipactis leptochila"
"920708","Epipactis palustris"
"920709","Epipactis phyllanthes"
"920710","Epipactis purpurata"
"9202549","Epipactis youngiana"
"920711","Epipogium aphyllum"
"9104635","Equisetum [spp]"
"910712","Equisetum arvense"
"200001491","Equisetum arvense/palustre"
"910713","Equisetum fluviatile"
"910714","Equisetum hyemale"
"910717","Equisetum palustre"
"910718","Equisetum pratense"
"910719","Equisetum ramosissimum"
"910720","Equisetum sylvaticum"
"910721","Equisetum telmateia"
"910723","Equisetum variegatum"
"920724","Eranthis hyemalis"
"920725","Erica ciliaris"
"920726","Erica cinerea"
"920729","Erica erigena"
"920728","Erica mackaiana"
"920731","Erica tetralix"
"920732","Erica vagans"
"920733","Erigeron acer"
"920734","Erigeron borealis"
"920736","Erigeron karvinskianus"
"920738","Erinus alpinus"
"920739","Eriocaulon aquaticum"
"9204896","Eriophorum [spp]"
"920740","Eriophorum angustifolium"
"920742","Eriophorum gracile"
"920743","Eriophorum latifolium"
"920744","Eriophorum vaginatum"
"200001617","Erodium [spp]"
"920745","Erodium cicutarium agg."
"920747","Erodium lebelii"
"920748","Erodium maritimum"
"920749","Erodium moschatum"
"9204343","Erophila glabrescens"
"9204344","Erophila majuscula"
"920751","Erophila verna praecox"
"920753","Erophila verna sens.lat."
"920752","Erophila verna spathulata"
"920756","Erucastrum gallicum"
"920757","Eryngium campestre"
"920758","Eryngium maritimum"
"920759","Erysimum cheiranthoides"
"920479","Erysimum cheiri"
"200001618","Eucalyptus [spp]"
"920762","Euonymus europaeus"
"920762","Euonymus europaeus (g)"
"920763","Eupatorium cannabinum"
"20000158","Euphorbia agg."
"920764","Euphorbia amygdaloides"
"920767","Euphorbia cyparissias"
"920771","Euphorbia exigua"
"920772","Euphorbia helioscopia"
"920773","Euphorbia hyberna"
"920774","Euphorbia lathyris"
"920775","Euphorbia paralias"
"920776","Euphorbia peplis"
"920777","Euphorbia peplus"
"920779","Euphorbia platyphyllos"
"920780","Euphorbia portlandica"
"920781","Euphorbia serrulata"
"920778","Euphorbia villosa"
"920783","Euphrasia anglica"
"9207310","Euphrasia arctica"
"920786","Euphrasia cambrica"
"920787","Euphrasia campbelliae"
"920788","Euphrasia confusa"
"920791","Euphrasia foulaensis"
"920792","Euphrasia frigida"
"920793","Euphrasia heslop-harrisonii"
"920795","Euphrasia marshallii"
"920796","Euphrasia micrantha"
"920798","Euphrasia nemorosa"
"9202243","Euphrasia officinalis agg."
"920789","Euphrasia ostenfeldii"
"920801","Euphrasia pseudokerneri"
"920803","Euphrasia rivularis"
"9207351","Euphrasia rostkoviana"
"920797","Euphrasia rostkoviana subsp.montana"
"920805","Euphrasia rotundifolia"
"920806","Euphrasia salisburgensis"
"920807","Euphrasia scottica"
"920799","Euphrasia tetraquetra"
"920800","Euphrasia vigursii"
"8201146","Eurhynchium [spp]"
"820249","Eurhynchium praelongum"
"820529","Eurhynchium pumilum"
"820254","Eurhynchium speciosum"
"820255","Eurhynchium striatum"
"820256","Eurhynchium swartzii"
"920808","Exaculum pusillum"
"920809","Fagopyrum esculentum"
"920810","Fagus sylvatica"
"920810","Fagus sylvatica (c)"
"920810","Fagus sylvatica (g)"
"9201524","Fallopia baldschuanica"
"9201527","Fallopia convolvulus"
"9201529","Fallopia dumetorum"
"9201528","Fallopia japonica"
"9201541","Fallopia sachalinensis"
"200001182","Festuca [spp]"
"920812","Festuca altissima"
"920819","Festuca arenaria"
"9207359","Festuca armoricana"
"920813","Festuca arundinacea"
"920822.19999999995","Festuca filiformis"
"920816","Festuca gigantea"
"9207361","Festuca huonii"
"9205430","Festuca lemanii"
"920817","Festuca longifolia"
"920821","Festuca ovina agg."
"9204916","Festuca ovina/rubra (vegetative)"
"920823","Festuca pratensis"
"920815","Festuca pratensis x Lolium perenne (x Festulolium loli"
"920824","Festuca rubra agg."
"920825.19999999995","Festuca rubra subsp.commutata"
"920826","Festuca vivipara"
"9204918","Filago [spp]"
"920829","Filago gallica"
"920827","Filago lutescens"
"920831","Filago minima"
"920832","Filago pyramidata"
"920830","Filago vulgaris"
"9204919","Filipendula [spp]"
"920833","Filipendula ulmaria"
"920834","Filipendula vulgaris"
"8201147","Fissidens [spp]"
"820257","Fissidens adianthoides"
"820260","Fissidens bryoides"
"820262","Fissidens cristatus"
"820269","Fissidens osmundoides"
"820274","Fissidens taxifolius"
"820275","Fissidens viridulus"
"920835","Foeniculum vulgare"
"820276","Fontinalis antipyretica"
"820281","Fontinalis squamosa"
"200001619","Fragaria [spp]"
"920838","Fragaria vesca"
"920836","Fragaria x ananassa"
"920839","Frangula alnus"
"920840","Frankenia laevis"
"920841","Fraxinus excelsior (c)"
"920841","Fraxinus excelsior (g)"
"920841","Fraxinus excelsior (s)"
"920842","Fritillaria meleagris"
"810768","Frullania tamarisci"
"920844","Fuchsia magellanica"
"71360991","Fucus [spp]"
"7138004","Fucus spiralis"
"7138005","Fucus vesiculosus"
"9204532","Fumaria [spp]"
"920845","Fumaria bastardii"
"920847","Fumaria capreolata"
"920849","Fumaria densiflora"
"920850","Fumaria muralis"
"920853","Fumaria occidentalis"
"920854","Fumaria officinalis"
"920856","Fumaria parviflora"
"920857","Fumaria purpurea"
"920848","Fumaria reuteri"
"920858","Fumaria vaillantii"
"820284","Funaria hygrometrica"
"9202290","Gagea bohemica"
"920859","Gagea lutea"
"920860","Galanthus nivalis"
"920861","Galega officinalis"
"9204931","Galeopsis [spp]"
"920863","Galeopsis angustifolia"
"920864","Galeopsis bifida"
"920865","Galeopsis segetum"
"920867","Galeopsis speciosa"
"920868","Galeopsis tetrahit agg."
"920871","Galinsoga parviflora"
"920870","Galinsoga quadriradiata"
"9204533","Galium [spp]"
"920873","Galium aparine"
"920874","Galium boreale"
"920876","Galium constrictum"
"920879","Galium mollugo"
"920877","Galium mollugo subsp.erectum"
"920183","Galium odoratum"
"920882","Galium palustre"
"920882.09999999998","Galium palustre subsp.elongatum"
"920872","Galium parisiense"
"920883.09999999998","Galium pumilum"
"920878","Galium saxatile"
"920885","Galium spurium"
"920883.19999999995","Galium sterneri"
"920886","Galium tricornutum"
"920887","Galium uliginosum"
"920888","Galium verum"
"920889","Gastridium ventricosum"
"9202508","Gaudinia fragilis"
"920890","Gaultheria shallon"
"200001621","Genista [spp]"
"920891","Genista anglica"
"920892","Genista pilosa"
"920893","Genista tinctoria"
"920894","Gentiana nivalis"
"920895","Gentiana pneumonanthe"
"920896","Gentiana verna"
"9204534","Gentianella [spp]"
"920897","Gentianella amarella"
"920904","Gentianella amarella subsp.septentrionalis"
"200001592","Gentianella amarella/anglica"
"920899","Gentianella anglica"
"920901","Gentianella campestris"
"9202629","Gentianella ciliata"
"920903","Gentianella germanica"
"920905","Gentianella uliginosa"
"9204535","Geranium [spp]"
"920906","Geranium columbinum"
"920907","Geranium dissectum"
"920909","Geranium lucidum"
"920911","Geranium molle"
"920914","Geranium pratense"
"920915","Geranium purpureum"
"920916","Geranium pusillum"
"920917","Geranium pyrenaicum"
"920918","Geranium robertianum"
"920919","Geranium rotundifolium"
"920920","Geranium sanguineum"
"920921","Geranium sylvaticum"
"200001622","Geum [spp]"
"920924","Geum rivale"
"920923","Geum rivale x urbanum (G. x intermedium)"
"920925","Geum urbanum"
"9205470","Gladiolus communis"
"920926","Gladiolus illyricus"
"920929","Glaucium flavum"
"920930","Glaux maritima"
"920931","Glechoma hederacea"
"920932","Glyceria declinata"
"920933","Glyceria fluitans"
"920935","Glyceria fluitans x notata (G. x pedicellata)"
"920934","Glyceria maxima"
"920936","Glyceria notata"
"9204943","Glyceria seedling/sp"
"9204944","Gnaphalium [spp]"
"920937","Gnaphalium luteoalbum"
"920938","Gnaphalium norvegicum"
"920939","Gnaphalium supinum"
"920940","Gnaphalium sylvaticum"
"920941","Gnaphalium uliginosum"
"920943","Goodyera repens"
"8201151","Grimmia [spp]"
"820298","Grimmia donniana"
"820312","Grimmia pulvinata"
"920944","Groenlandia densa"
"920948","Gymnadenia conopsea"
"9102050","Gymnocarpium dryopteris"
"9102054","Gymnocarpium robertianum"
"810772","Gymnocolea inflata"
"810774","Gymnomitrion concinnatum"
"810775","Gymnomitrion corallioides"
"820321","Gymnostomum aeruginosum"
"820323","Gymnostomum recurvirostrum sens.lat."
"920951","Hammarbya paludosa"
"810780","Harpanthus flotovianus"
"810781","Harpanthus scutatus"
"920952","Hedera helix"
"920952","Hedera helix (c)"
"920952","Hedera helix (g)"
"920953","Helianthemum apenninum"
"920954","Helianthemum canum"
"920955","Helianthemum nummularium"
"920957","Helianthus annuus"
"920960","Helianthus tuberosus"
"920961","Helictotrichon pratense"
"920962","Helictotrichon pubescens"
"920963","Helleborus foetidus"
"920964","Helleborus viridis"
"200001624","Heracleum [spp]"
"920966","Heracleum mantegazzianum"
"920968","Heracleum sphondylium"
"810783","Herbertus aduncus"
"810782","Herbertus stramineus"
"920969","Herminium monorchis"
"920971","Herniaria ciliolata"
"920973","Herniaria glabra"
"920975","Hesperis matronalis"
"820331","Heterocladium heteropterum"
"9202560","Hieracium 'indeterminate'"
"9202560","Hieracium 'indeterminate'"
"9202560","Hieracium alatum group"
"9202560","Hieracium alpinum group"
"9202560","Hieracium amplexicaule group"
"9202560","Hieracium angustatum group"
"9202560","Hieracium argillaceum (arg)"
"9202560","Hieracium argillaceum group"
"9202560","Hieracium atratum group"
"9202560","Hieracium bifidum group"
"9202560","Hieracium caesium group"
"9202560","Hieracium carpathicum group"
"9202560","Hieracium crocatum group"
"9202560","Hieracium diaphanum group"
"9202560","Hieracium dovrense group"
"9202560","Hieracium epimedium group"
"9202560","Hieracium exotericum (mur)"
"9202560","Hieracium fuscocinereum group"
"9202560","Hieracium glaucinum group"
"9202560","Hieracium hypochoeroides group"
"9202560","Hieracium inuloides group"
"9202560","Hieracium laevigatum group"
"9202560","Hieracium maculatum group"
"9202560","Hieracium murorum group"
"9202560","Hieracium nigrescens group"
"9202560","Hieracium onosmoides group"
"9205157","Hieracium pilosella group"
"9202560","Hieracium prenanthoides group"
"9202560","Hieracium rohacsense group"
"9202560","Hieracium sabaudum (sab)"
"9202560","Hieracium sabaudum group"
"9202560","Hieracium saxifragum group"
"9202560","Hieracium schmidtii group"
"9202560","Hieracium senuans (atr)"
"9202560","Hieracium sommerfeltii group"
"9202560","Hieracium stelligerum group"
"9202560","Hieracium truncatum group"
"920977","Hierochloe odorata"
"920978","Himantoglossum hircinum"
"920979","Hippocrepis comosa"
"920980","Hippophae rhamnoides"
"920981","Hippuris vulgaris"
"920982","Hirschfeldia incana"
"200001625","Holcus [spp]"
"920983","Holcus lanatus"
"920984","Holcus mollis"
"920986","Holosteum umbellatum"
"200001476","Homalothecium [spp]"
"820126","Homalothecium lutescens"
"820127","Homalothecium nitens"
"820128","Homalothecium sericeum"
"920987","Homogyne alpina"
"920988","Honckenya peploides"
"820335","Hookeria lucens"
"920989","Hordelymus europaeus"
"200001626","Hordeum [spp]"
"9204368","Hordeum distichon sens.lat."
"920991","Hordeum marinum"
"920992","Hordeum murinum"
"920993","Hordeum secalinum"
"9208282","Hordeum vulgare sens.str."
"920994","Hornungia petraea"
"920995","Hottonia palustris"
"920996","Humulus lupulus"
"9101217","Huperzia selago"
"920686","Hyacinthoides hispanica"
"920687","Hyacinthoides non-scripta"
"9202291","Hydrilla verticillata"
"920998","Hydrocharis morsus-ranae"
"200001627","Hydrocotyle [spp]"
"920999","Hydrocotyle vulgaris"
"820340","Hygrohypnum luridum"
"820342","Hygrohypnum ochraceum"
"820344","Hylocomium brevirostre"
"820346","Hylocomium splendens"
"820347","Hylocomium umbratum"
"200001599","Hymenophyllum [spp]"
"9101000","Hymenophyllum tunbrigense"
"9101001","Hymenophyllum wilsonii"
"820348","Hyocomium armoricum"
"9201002","Hyoscyamus niger"
"9204536","Hypericum [spp]"
"9201003","Hypericum androsaemum"
"9201004","Hypericum calycinum"
"9201008","Hypericum elodes"
"9201010","Hypericum hirsutum"
"9201011","Hypericum humifusum"
"9201012","Hypericum linariifolium"
"9201006","Hypericum maculatum"
"9201013","Hypericum montanum"
"9201014","Hypericum perforatum"
"9201015","Hypericum pulchrum"
"200001579","Hypericum pulchrum/perforatum"
"9201016","Hypericum tetrapterum"
"9201017","Hypericum undulatum"
"8201167","Hypnum [spp]"
"820350","Hypnum callichroum"
"820351","Hypnum cupressiforme sens.lat."
"820351.40000000002","Hypnum cupressiforme var laciniatum"
"820351.40000000002","Hypnum cupressiforme var. lacunosum"
"820352","Hypnum hamulosum"
"820351.19999999995","Hypnum jutlandicum"
"820351.5","Hypnum mammillatum"
"9201018","Hypochaeris glabra"
"9201019","Hypochaeris maculata"
"9201020","Hypochaeris radicata"
"200001584","Hypochoeris [spp]"
"20000223","Hypochoeris spp./Leontodon spp."
"5505982","Hypogymnia [spp]"
"5503048","Hypogymnia bitteriana"
"5503050","Hypogymnia physodes"
"5503051","Hypogymnia tubulosa"
"200001628","Iberis [spp]"
"9201022","Iberis amara"
"9201023","Ilex aquifolium"
"9201023","Ilex aquifolium (c)"
"9201023","Ilex aquifolium (g)"
"9201024","Illecebrum verticillatum"
"200001629","Impatiens [spp]"
"9201025","Impatiens capensis"
"9201026","Impatiens glandulifera"
"9201027","Impatiens noli-tangere"
"9201028","Impatiens parviflora"
"9201030","Inula conyzae"
"9201031","Inula crithmoides"
"9201033","Inula helenium"
"9201034","Inula salicina"
"200001630","Iris [spp]"
"9201036","Iris foetidissima"
"9201037","Iris germanica"
"9201038","Iris pseudacorus"
"9101043","Isoetes echinospora"
"9101044","Isoetes histrix"
"9101045","Isoetes lacustris"
"9201046","Isolepis cernua"
"9201047","Isolepis setacea"
"20000894","Isopterygium [spp]"
"820357","Isopterygium elegans"
"820359","Isopterygium pulchellum"
"820362","Isothecium myosuroides"
"820363","Isothecium myurum"
"810785","Jamesoniella autumnalis"
"9201048","Jasione montana"
"9201049","Juglans regia"
"9204586","Juncus [spp]"
"9201050","Juncus acutiflorus"
"9201052","Juncus acutus"
"9201053","Juncus alpinoarticulatus"
"9201057.0999999996","Juncus ambiguus"
"9201054","Juncus articulatus"
"20000228","Juncus articulatus/acutiflora"
"9201055","Juncus balticus"
"9201056","Juncus biglumis"
"9201057","Juncus bufonius sens.lat."
"9201057.1999999993","Juncus bufonius sens.str."
"200001478","Juncus bufonius/bulbosus"
"9201058","Juncus bulbosus"
"9201060","Juncus capitatus"
"9201061","Juncus castaneus"
"9204586","Juncus cf. acutiflorus"
"9204586","Juncus cf. articulatus x acutiflorus"
"9201062","Juncus compressus"
"9201063","Juncus conglomeratus"
"9201067","Juncus effusus"
"9201068","Juncus filiformis"
"9201057.3000000007","Juncus foliosus"
"9201069","Juncus gerardii"
"20000663","Juncus hybrids"
"9201070","Juncus inflexus"
"9201072","Juncus maritimus"
"9201073","Juncus pygmaeus"
"9201075","Juncus squarrosus"
"9201076","Juncus subnodulosus"
"9201077","Juncus tenuis"
"9201078","Juncus trifidus"
"9201079","Juncus triglumis"
"810947","Jungermannia atrovirens"
"810942","Jungermannia exsertifolia"
"810943","Jungermannia gracillima"
"810877","Jungermannia obovata"
"810946","Jungermannia sphaerocarpa"
"9201080","Juniperus communis"
"9201080.1999999993","Juniperus communis subsp.alpina"
"9201080.0999999996","Juniperus communis subsp.communis"
"9204378","Kerria japonica"
"820199","Kiaeria falcata"
"820209","Kiaeria starkei"
"200001631","Kickxia [spp]"
"9201082","Kickxia elatine"
"9201083","Kickxia spuria"
"9201084","Knautia arvensis"
"9201085","Kobresia simpliciuscula"
"200001224","Koeleria [spp]"
"9201087","Koeleria macrantha"
"9201088","Koeleria vallesiana"
"9201089","Koenigia islandica"
"810808","Kurzia pauciflora"
"810810","Kurzia trichoclados"
"9201091","Laburnum anagyroides"
"200001632","Lactuca [spp]"
"9201092","Lactuca saligna"
"9201094","Lactuca serriola"
"9201095","Lactuca virosa"
"9201096","Lagarosiphon major"
"920862","Lamiastrum galeobdolon"
"9205009","Lamium [spp]"
"9201098","Lamium album"
"9201099","Lamium amplexicaule"
"9201102","Lamium confertum"
"9201100","Lamium hybridum"
"9201101","Lamium maculatum"
"9201103","Lamium purpureum"
"9201104","Lapsana communis"
"9204442","Larix [spp]"
"9204442","Larix [spp] (c)"
"9204442","Larix [spp] (g)"
"9201105","Larix decidua (c)"
"9201105","Larix decidua (g)"
"9201105","Larix decidua (s)"
"9202302","Larix kaempferi"
"9202302","Larix kaempferi (c)"
"9202303","Larix x eurolepis (c)"
"9202303","Larix x eurolepis (s)"
"9201107","Lathraea squamaria"
"9201108","Lathyrus aphaca"
"9201110","Lathyrus japonicus"
"9201111","Lathyrus latifolius"
"9201112","Lathyrus linifolius"
"9201114","Lathyrus nissolia"
"9201115","Lathyrus palustris"
"9201116","Lathyrus pratensis"
"9204537","Lathyrus seedling/sp"
"9201117","Lathyrus sylvestris"
"9201118","Lathyrus tuberosus"
"9202427","Laurus nobilis"
"9201119","Lavatera arborea"
"9201120","Lavatera cretica"
"9201123","Leersia oryzoides"
"9201124","Legousia hybrida"
"810794","Leiocolea alpestris"
"810790","Leiocolea badensis"
"810791","Leiocolea bantriensis"
"810804","Lejeunea ulicina"
"9204538","Lemna [spp]"
"9201125","Lemna gibba"
"9201126","Lemna minor"
"9202300","Lemna minuta"
"9201128","Lemna trisulca"
"9204539","Leontodon [spp]"
"9201129","Leontodon autumnalis"
"9201130","Leontodon hispidus"
"200001481","Leontodon hispidus/saxatilis"
"9201131","Leontodon saxatilis"
"9201133","Lepidium campestre"
"920333","Lepidium draba"
"9201139","Lepidium heterophyllum"
"9201135","Lepidium latifolium"
"9201137","Lepidium ruderale"
"8101306","Lepidozia [spp]"
"810805","Lepidozia pearsonii"
"810807","Lepidozia reptans"
"820368","Leptodontium flexifolium"
"820505","Lescuraea incurvata"
"920502","Leucanthemum vulgare"
"820374","Leucobryum glaucum"
"9201140","Leucojum aestivum"
"9201141","Leucojum vernum"
"9201142","Leycesteria formosa"
"920682","Leymus arenarius"
"9201143","Ligusticum scoticum"
"9205026","Ligustrum [spp]"
"9202250","Ligustrum ovalifolium"
"9201144","Ligustrum vulgare"
"9201144","Ligustrum vulgare (g)"
"9201145","Lilium martagon"
"200001633","Lilium regale"
"20000962","Lilium speciosum"
"200001634","Limonium [spp]"
"9201150","Limonium auriculae-ursifolium"
"9201147","Limonium bellidifolium"
"9201148","Limonium binervosum agg."
"9202532","Limonium binervosum sens.str."
"9202533","Limonium britannicum"
"9202534","Limonium dodartiforme"
"9201149","Limonium humile"
"9202535","Limonium loganicum"
"9202562","Limonium normannicum"
"9201151","Limonium paradoxum"
"9202536","Limonium parvum"
"9202537","Limonium procerum"
"9201152","Limonium recurvum"
"9201153","Limonium transwallianum"
"9201154","Limonium vulgare"
"9201155","Limosella aquatica"
"9201157","Limosella australis"
"9205031","Linaria [spp]"
"9201159","Linaria pelisseriana"
"9201160","Linaria purpurea"
"9201161","Linaria repens"
"9201164","Linaria vulgaris"
"9201165","Linnaea borealis"
"9205033","Linum [spp]"
"9201168","Linum bienne"
"9201169","Linum catharticum"
"9201167","Linum perenne"
"9201170","Linum usitatissimum"
"9201171","Liparis loeselii"
"200001635","Listera [spp]"
"9201172","Listera cordata"
"9201173","Listera ovata"
"920278","Lithospermum arvense"
"9201174","Lithospermum officinale"
"920279","Lithospermum purpureocaeruleum"
"9201175","Littorella uniflora"
"9201176","Lloydia serotina"
"9201177","Lobelia dortmanna"
"9201178","Lobelia urens"
"9201179","Lobularia maritima"
"9201180","Loiseleuria procumbens"
"9201182","Lolium multiflorum"
"9201181","Lolium multiflorum x perenne (L. x boucheanum)"
"9201183","Lolium perenne"
"200001636","Lonicera [spp]"
"9201187","Lonicera japonica"
"9202613","Lonicera nitida"
"9201188","Lonicera periclymenum"
"9201188","Lonicera periclymenum (c)"
"9201188","Lonicera periclymenum (g)"
"9201189","Lonicera xylosteum"
"8101308","Lophocolea [spp]"
"8101056","Lophocolea bidentata sens.lat."
"810812","Lophocolea bidentata var.bidentata"
"810814","Lophocolea heterophylla"
"810821","Lophozia obtusa"
"810815","Lophozia sudetica"
"810824","Lophozia ventricosa"
"9205044","Lotus [spp]"
"9201190","Lotus angustissimus"
"9201191","Lotus corniculatus"
"9201193","Lotus glaber"
"9201194","Lotus pedunculatus"
"9201192","Lotus subbiflorus"
"9201042","Ludwigia palustris"
"810826","Lunularia cruciata"
"9201196","Lupinus arboreus"
"9201198","Luronium natans"
"200001141","Luzula [spp]"
"9201199","Luzula arcuata"
"9201201","Luzula campestris"
"9205049","Luzula campestris/multiflora"
"9201202","Luzula forsteri"
"9201204","Luzula multiflora"
"9201206","Luzula pallidula"
"9201207","Luzula pilosa"
"9201208","Luzula spicata"
"9201209","Luzula sylvatica"
"9202221","Lychnis alpina"
"9201210","Lychnis flos-cuculi"
"9202222","Lychnis viscaria"
"9201212","Lycium barbarum"
"9201211","Lycium chinense"
"9204359","Lycopersicon esculentum"
"9101216","Lycopodiella inundata"
"9104641","Lycopodium [spp]"
"9101214","Lycopodium annotinum"
"9101215","Lycopodium clavatum"
"9201219","Lycopus europaeus"
"9202619","Lysichiton americanus"
"9201221","Lysimachia nemorum"
"9201222","Lysimachia nummularia"
"9201223","Lysimachia punctata"
"9205055","Lysimachia seedling/sp"
"9201350","Lysimachia thyrsiflora"
"9201225","Lysimachia vulgaris"
"9201226","Lythrum hyssopifolia"
"9201444","Lythrum portula"
"9201227","Lythrum salicaria"
"9201228","Mahonia aquifolium"
"200001249","Mahonia japonica"
"9201229","Maianthemum bifolium"
"9204439","Maize"
"200001637","Malus [spp]"
"9201230.0999999996","Malus domestica"
"9201230","Malus sylvestris"
"9201230","Malus sylvestris (c)"
"200001638","Malva [spp]"
"9201232","Malva moschata"
"9201233","Malva neglecta"
"9201235","Malva pusilla"
"9201236","Malva sylvestris"
"8101311","Marchantia [spp]"
"810827","Marchantia polymorpha"
"9208025","Marrow"
"9201238","Marrubium vulgare"
"810841","Marsupella brevissima"
"810831","Marsupella emarginata"
"810842","Mastigophora woodsii"
"200001639","Matricaria [spp]"
"9201242","Matricaria discoidea"
"9201239","Matricaria recutita"
"9201244","Matthiola incana"
"9201245","Matthiola sinuata"
"9201246","Meconopsis cambrica"
"9205065","Medicago [spp]"
"9201247","Medicago arabica"
"9201250","Medicago lupulina"
"9201251","Medicago minima"
"9201249","Medicago polymorpha"
"9201252","Medicago sativa"
"9207129","Medicago sativa (sativa x falcata)"
"9201253","Medicago sativa subsp. varia"
"9201248","Medicago sativa subsp.falcata"
"820377","Meesia uliginosa"
"200001640","Melampyrum [spp]"
"9201254","Melampyrum arvense"
"9201255","Melampyrum cristatum"
"9201256","Melampyrum pratense"
"9201257","Melampyrum sylvaticum"
"9201262","Melica nutans"
"9201263","Melica uniflora"
"9204541","Melilotus [spp]"
"9201264","Melilotus albus"
"9201265","Melilotus altissimus"
"9201267","Melilotus officinalis"
"9201269","Melittis melissophyllum"
"9204443","Mentha 'other hybrids'"
"9204443","Mentha [spp]"
"9201272","Mentha aquatica"
"9201273","Mentha arvensis"
"9201280","Mentha pulegium"
"9201282","Mentha rotundifolia"
"9201285","Mentha spicata"
"9201282","Mentha suaveolens"
"9201289","Menyanthes trifoliata"
"9201290","Mercurialis annua"
"9201291","Mercurialis perennis"
"9201292","Mertensia maritima"
"810845","Metzgeria furcata"
"810846","Metzgeria leptoneura"
"9201294","Meum athamanticum"
"9201295","Mibora minima"
"5503335","Micarea ligniaria"
"9201296","Milium effusum"
"9201297","Milium vernale"
"200001641","Mimosa [spp]"
"9204328","Mimulus guttatus"
"9201299","Mimulus luteus"
"9201300","Mimulus moschatus"
"9201298","Mimulus seedling/sp"
"9201303","Minuartia hybrida"
"9202270","Minuartia recurva"
"9201301","Minuartia rubella"
"920501","Minuartia sedoides"
"9201302","Minuartia stricta"
"9201304","Minuartia verna"
"920128","Misopates orontium"
"8201183","Mnium [spp]"
"820382","Mnium hornum"
"9201305","Moehringia trinervia"
"9201306","Moenchia erecta"
"810849","Moerckia blyttii"
"810850","Moerckia hibernica"
"9201307","Molinia caerulea"
"9201308","Moneses uniflora"
"9201310","Monotropa hypopitys"
"9201311","Monotropa hypopitys subsp.hypopitys"
"20000993","Montbretia [spp]"
"200001642","Montia [spp]"
"9201312","Montia fontana"
"9201313","Muscari neglectum"
"9201315","Mycelis muralis"
"8101317","Mylia [spp]"
"810852","Mylia anomala"
"810854","Mylia taylorii"
"9201316","Myosotis alpestris"
"9201317","Myosotis arvensis"
"9201321","Myosotis discolor"
"9201319","Myosotis laxa"
"9201320","Myosotis ramosissima"
"9201322","Myosotis scorpioides"
"9201323","Myosotis secunda"
"9204542","Myosotis seedling/sp"
"9201324","Myosotis sicula"
"9201318","Myosotis stolonifera"
"9201325","Myosotis sylvatica"
"9201326","Myosoton aquaticum"
"9201327","Myosurus minimus"
"9201328","Myrica gale"
"9204543","Myriophyllum [spp]"
"9201330","Myriophyllum alterniflorum"
"9201331","Myriophyllum spicatum"
"9201332","Myriophyllum verticillatum"
"9201333","Myrrhis odorata"
"820399","Myurium hochstetteri"
"9201334","Najas flexilis"
"9201336","Najas marina"
"9202614","Narcissus agg."
"9205478","Narcissus pseudonarcissus"
"9201343","Narcissus pseudonarcissus subsp.pseudonarcissus"
"810858","Nardia scalaris"
"9201344","Nardus stricta"
"9201345","Narthecium ossifragum"
"200001290","Nasturtium [spp]"
"820401","Neckera complanata"
"820402","Neckera crispa"
"9201351","Neotinea maculata"
"9201352","Neottia nidus-avis"
"9201353","Nepeta cataria"
"720309","Nitella [spp]"
"810859","Nowellia curvifolia"
"9201356","Nuphar lutea"
"9201357","Nuphar pumila"
"9201358","Nymphaea alba"
"9201358","Nymphaea alba"
"9201360","Nymphoides peltata"
"5503880","Ochrolechia frigida"
"5503886","Ochrolechia tartarea"
"200001643","Odontites [spp]"
"9201361","Odontites vernus"
"9201361.0999999996","Odontites vernus subsp.serotinus"
"200001523","Odontoschisma [spp]"
"810860","Odontoschisma denudatum"
"810863","Odontoschisma sphagni"
"9205109","Oenanthe [spp]"
"9201362","Oenanthe aquatica"
"9201363","Oenanthe crocata"
"9201364","Oenanthe fistulosa"
