VEG_SPEC,DESC_LATIN,DESC_ABBR,ALTERNAME,VERSION_DATE,BRC_CONCEPT,BRC_NAME,GROWTH_STAGE
5612,Verrucaria funckii,,,02Mar2000 0:00:00,,,
5614,Verrucaria glaucina,,,02Mar2000 0:00:00,,,
5615,Verrucaria halizoa,,,02Mar2000 0:00:00,,,
5616,Verrucaria hochstetteri,,,02Mar2000 0:00:00,,,
5617,Verrucaria hydrela,,,02Mar2000 0:00:00,,,
5619,Verrucaria knowlesiae,,,02Mar2000 0:00:00,,,
5620,Verrucaria latebrosa,,,02Mar2000 0:00:00,,,
5621,Verrucaria latericola,,,02Mar2000 0:00:00,,,
5623,Verrucaria margacea,,,02Mar2000 0:00:00,,,
5624,Verrucaria maura,,,02Mar2000 0:00:00,,,
5625,Verrucaria mucosa,,,02Mar2000 0:00:00,,,
5627,Verrucaria murina,,,02Mar2000 0:00:00,,,
5628,Verrucaria nigrescens,,,02Mar2000 0:00:00,,,
5629,Verrucaria ochrostoma,,,02Mar2000 0:00:00,,,
5631,Verrucaria parmigerella,,,02Mar2000 0:00:00,,,
5632,Verrucaria pinguicula,,,02Mar2000 0:00:00,,,
5633,Verrucaria praetermissa,,,02Mar2000 0:00:00,,,
5636,Verrucaria sandstedei,,,02Mar2000 0:00:00,,,
5638,Verrucaria striatula,,,02Mar2000 0:00:00,,,
5639,Verrucaria viridula,,,02Mar2000 0:00:00,,,
5643,Vezdaea aestivalis,,,02Mar2000 0:00:00,,,
5644,Vezdaea leprosa,,,02Mar2000 0:00:00,,,
5646,Vezdaea rheocarpa,,,02Mar2000 0:00:00,,,
5649,Xerotrema megalospora,,,02Mar2000 0:00:00,,,
5651,Xylographa trunciseda,,,02Mar2000 0:00:00,,,
5652,Xylographa vitiligo,,,02Mar2000 0:00:00,,,
5655,Zamenhofia rosei,,,02Mar2000 0:00:00,,,
5657,Phalaris minor,,,02Mar2000 0:00:00,,,
5658,Ranunculus muricatus,,,02Mar2000 0:00:00,,,
5661,Ranunculus marginatus,,,02Mar2000 0:00:00,,,
5663,Hordeum distichon,,,02Mar2000 0:00:00,Vas_8281,Hordeum distichon,
168,Antennaria dioica,,,02Mar2000 0:00:00,Vas_116,Antennaria dioica,
171,Anthoxanthum odoratum,anthox odora,,02Mar2000 0:00:00,Vas_121,Anthoxanthum odoratum,
173,Anthriscus sylvestris,,,02Mar2000 0:00:00,Vas_125,Anthriscus sylvestris,
175,Antirrhinum majus,,,02Mar2000 0:00:00,Vas_127,Antirrhinum majus,
176,Apera spica-venti,,,02Mar2000 0:00:00,,,
177,Aphanes arvensis,,,02Mar2000 0:00:00,Vas_132,Aphanes arvensis,
178,Aphanes microcarpa,,,02Mar2000 0:00:00,,,
180,Apium inundatum,,,02Mar2000 0:00:00,Vas_135,Apium inundatum,
181,Apium nodiflorum,,,02Mar2000 0:00:00,,,
183,Aquilegia vulgaris,,,02Mar2000 0:00:00,,,
184,Arabidopsis thaliana,,,02Mar2000 0:00:00,,,
186,Arctium minus,,,02Mar2000 0:00:00,Vas_2405,Arctium minus,
187,Arctium minus ssp nemorosum,,,02Mar2000 0:00:00,,,
189,Arctostaphylos uva-ursi,,,02Mar2000 0:00:00,Vas_155,Arctostaphylos uva-ursi,
190,Arctostaphylos alpinus,,,02Mar2000 0:00:00,,,
191,Arenaria balearica,,,02Mar2000 0:00:00,,,
192,Arenaria leptoclados,,,02Mar2000 0:00:00,,,
193,Arenaria norvegica,,,02Mar2000 0:00:00,,,
195,Armeria maritima,,,02Mar2000 0:00:00,Vas_166,Armeria maritima,
196,Armoracia rusticana,,,02Mar2000 0:00:00,,,
198,Artemisia absinthium,,,02Mar2000 0:00:00,,,
201,Arum maculatum,arum macul,,02Mar2000 0:00:00,Vas_176,Arum maculatum,
203,Asplenium adiantum-nigrum,,,02Mar2000 0:00:00,,,
204,Asplenium marinum,,,02Mar2000 0:00:00,,,
207,Asplenium septentrionale,,,02Mar2000 0:00:00,,,
210,Aster tripolium,,,02Mar2000 0:00:00,,,
212,Astragalus danicus,,,02Mar2000 0:00:00,Vas_207,Astragalus danicus,
214,Athyrium distentifolium,,,02Mar2000 0:00:00,,,
216,Atriplex glabriuscula,,,02Mar2000 0:00:00,,,
218,Atriplex laciniata,,,02Mar2000 0:00:00,,,
220,Atriplex patula,,,02Mar2000 0:00:00,,,
223,Avena strigosa,,,02Mar2000 0:00:00,,,
225,Ballota nigra,,,02Mar2000 0:00:00,Vas_225,Ballota nigra,
228,Barbarea vulgaris,,,02Mar2000 0:00:00,,,
229,Bartsia alpina,,,02Mar2000 0:00:00,,,
108,Actaea spicata,,,02Mar2000 0:00:00,,,
111,Aesculus hippocastanum (c),,,02Mar2000 0:00:00,Vas_2241,Aesculus hippocastanum,(c)
113,Agrimonia eupatoria,agri eupat,,02Mar2000 0:00:00,Vas_22,Agrimonia eupatoria,
115,Elymus caninus,,,02Mar2000 0:00:00,Vas_7006,Elymus caninus,
116,Elymus farctus boreali-atlanticus,,,02Mar2000 0:00:00,,,
118,Elymus repens,elym repen,,02Mar2000 0:00:00,Vas_33,Elytrigia repens,
119,Agrostemma githago,,,02Mar2000 0:00:00,Vas_34,Agrostemma githago,
120,Agrostis canina,agro canin,,02Mar2000 0:00:00,Vas_35.2,Agrostis canina,
122,Agrostis stolonifera,agro stolo,,02Mar2000 0:00:00,Vas_39,Agrostis stolonifera,
123,Agrostis capillaris,agro capil,,02Mar2000 0:00:00,Vas_40,Agrostis capillaris,
124,Aira caryophyllea,,,02Mar2000 0:00:00,Vas_41,Aira caryophyllea,
126,Ajuga pyramidalis,,,02Mar2000 0:00:00,,,
127,Ajuga reptans,ajug repta,,02Mar2000 0:00:00,Vas_46,Ajuga reptans,
129,Alchemilla alpina,,,02Mar2000 0:00:00,Vas_48,Alchemilla alpina,
130,Alchemilla conjuncta,,,02Mar2000 0:00:00,,,
131,Alchemilla filicaulis,,,02Mar2000 0:00:00,Vas_4480,Alchemilla filicaulis,
133,Alchemilla glaucescens,,,02Mar2000 0:00:00,,,
134,Alchemilla glomerulans,,,02Mar2000 0:00:00,,,
136,Alchemilla mollis,,,02Mar2000 0:00:00,Vas_2255,Alchemilla mollis,
139,Alchemilla tytthantha,,,02Mar2000 0:00:00,Vas_2275,Alchemilla tytthantha,
140,Alchemilla wichuriae,,,02Mar2000 0:00:00,,,
142,Alisma lanceolatum,,,02Mar2000 0:00:00,,,
145,Allium carinatum,,,02Mar2000 0:00:00,,,
146,Allium oleraceum,,,02Mar2000 0:00:00,,,
148,Allium schoenoprasum,,,02Mar2000 0:00:00,,,
151,Allium ursinum,,,02Mar2000 0:00:00,Vas_75,Allium ursinum,
153,Alnus glutinosa (c),,,02Mar2000 0:00:00,Vas_77,Alnus glutinosa,(c)
154,Alopecurus aequalis,,,02Mar2000 0:00:00,,,
158,Alopecurus pratensis,alop prate,,02Mar2000 0:00:00,Vas_85,Alopecurus pratensis,
159,Ammophila arenaria,,,02Mar2000 0:00:00,,,
161,Anagallis arvensis,anag arven,,02Mar2000 0:00:00,Vas_99,Anagallis arvensis,
163,Anagallis tenella,,,02Mar2000 0:00:00,Vas_100,Anagallis tenella,
165,Andromeda polifolia,,,02Mar2000 0:00:00,,,
1,Grid reference 100km square,,,02Mar2000 0:00:00,,,
3,Grid reference northing,,,02Mar2000 0:00:00,,,
4,"Altitude, metres",,,02Mar2000 0:00:00,,,
5,"Slope, degrees",,,02Mar2000 0:00:00,,,
7,"Soil depth, centimetres",,,02Mar2000 0:00:00,,,
8,Sample area  square metres,,,02Mar2000 0:00:00,,,
9,"Tree height, metres",,,02Mar2000 0:00:00,,,
11,"Herb height, centimetres",,,02Mar2000 0:00:00,,,
12,"Moss height, millimetres",,,02Mar2000 0:00:00,,,
14,Shrub cover (%),,,02Mar2000 0:00:00,,,
15,Herb cover (%),,,02Mar2000 0:00:00,,,
16,Moss cover (%),,,02Mar2000 0:00:00,Bry_4322,Bryopsida,
17,pH (2 numerals no point),,,02Mar2000 0:00:00,,,
19,Geology,,,02Mar2000 0:00:00,,,
20,County,,,02Mar2000 0:00:00,,,
21,"Bare rock (talus,outcrops,shingle)",,,02Mar2000 0:00:00,,,
22,Bare soil (including sand),,,02Mar2000 0:00:00,,,
23,Open water (%),,,02Mar2000 0:00:00,,,
25,Sample no (thousands),,,02Mar2000 0:00:00,,,
27,Table no,,,02Mar2000 0:00:00,,,
32,Sample no (millions),,,02Mar2000 0:00:00,,,
34,"Soil water content, % dry weight",,,02Mar2000 0:00:00,,,
37,"Potassium, umoles/g",,,02Mar2000 0:00:00,,,
38,"Magnesium, umoles/g",,,02Mar2000 0:00:00,,,
40,Nitrogen,,,02Mar2000 0:00:00,,,
44,NCC region,,,02Mar2000 0:00:00,,,
45,NVC community letters,,,02Mar2000 0:00:00,,,
47,NVC subcommunity letter,,,02Mar2000 0:00:00,,,
50,NVC subcommunity letter (alternative),,,02Mar2000 0:00:00,,,
51,Litter,,,02Mar2000 0:00:00,XXX_149,Litter,
52,Dead wood,,,02Mar2000 0:00:00,,,
54,"Grid reference, easting (fourth figure)",,,02Mar2000 0:00:00,,,
56,"Chloride, umoles/g",,,02Mar2000 0:00:00,,,
102,Acer campestre (c),acer campe (c),,02Mar2000 0:00:00,Vas_3,Acer campestre,(c)
104,Achillea millefolium,achi mille,,02Mar2000 0:00:00,Vas_7,Achillea millefolium,
105,Achillea ptarmica,,,02Mar2000 0:00:00,Vas_9,Achillea ptarmica,
106,Acinos arvensis,,,02Mar2000 0:00:00,,,
5554,Thelotrema monosporum,,,02Mar2000 0:00:00,,,
5556,Thermutis velutina,,,02Mar2000 0:00:00,,,
5558,Tomasellia gelatinosa,,,02Mar2000 0:00:00,,,
5559,Tomasellia lactea,,,02Mar2000 0:00:00,,,
5560,Toninia aromatica,,,02Mar2000 0:00:00,,,
5562,Toninia cumulata,,,02Mar2000 0:00:00,,,
5563,Toninia diffracta,,,02Mar2000 0:00:00,,,
5564,Toninia lobulata,,,02Mar2000 0:00:00,,,
5566,Toninia mesoidea,,,02Mar2000 0:00:00,,,
5567,Toninia opuntioides,,,02Mar2000 0:00:00,,,
5569,Toninia pulvinata,,,02Mar2000 0:00:00,,,
5570,Toninia rosulata,,,02Mar2000 0:00:00,,,
5572,Toninia squalida,,,02Mar2000 0:00:00,,,
5573,Toninia tumidula,,,02Mar2000 0:00:00,,,
5574,Trapelia coarctata,,,02Mar2000 0:00:00,,,
5576,Trapelia corticola,,,02Mar2000 0:00:00,,,
5578,Trapelia mooreana,,,02Mar2000 0:00:00,,,
5579,Trapelia placodioides,,,02Mar2000 0:00:00,,,
5582,Trapeliopsis aeneofusca,,,02Mar2000 0:00:00,,,
5584,Trapeliopsis percrenata,,,02Mar2000 0:00:00,,,
5585,Trapeliopsis pseudogranulosa,,,02Mar2000 0:00:00,,,
5588,Tremolecia atrata,,,02Mar2000 0:00:00,,,
5589,Trimmatothele perquisita,,,02Mar2000 0:00:00,,,
5591,Usnea glabrata,,,02Mar2000 0:00:00,,,
5594,Usnea subscabrosa,,,02Mar2000 0:00:00,,,
5596,Verrucaria aethiobola,,,02Mar2000 0:00:00,,,
5597,Verrucaria amphibia,,,02Mar2000 0:00:00,,,
5601,Verrucaria baldensis,,,02Mar2000 0:00:00,,,
5602,Verrucaria bryoctona,,,02Mar2000 0:00:00,,,
5603,Verrucaria bulgarica,,,02Mar2000 0:00:00,,,
5607,Verrucaria degelii,,,02Mar2000 0:00:00,,,
5608,Verrucaria ditmarsica,,,02Mar2000 0:00:00,,,
5611,Verrucaria elaeomelaena,,,02Mar2000 0:00:00,,,
5495,Spilonema revertens,,,02Mar2000 0:00:00,,,
5497,Sporastatia testudinea,,,02Mar2000 0:00:00,,,
5499,Staurothele caesia,,,02Mar2000 0:00:00,,,
5500,Staurothele clopima,,,02Mar2000 0:00:00,,,
5501,Staurothele fissa,,,02Mar2000 0:00:00,,,
5503,Staurothele hymenogonia,,,02Mar2000 0:00:00,,,
5504,Staurothele rufa,,,02Mar2000 0:00:00,,,
5505,Staurothele rugulosa,,,02Mar2000 0:00:00,,,
5507,Staurothele succedens,,,02Mar2000 0:00:00,,,
5508,Steinia geophana,,,02Mar2000 0:00:00,,,
5509,Stenocybe bryophila,,,02Mar2000 0:00:00,,,
5511,Stenocybe septata,,,02Mar2000 0:00:00,,,
5512,Stenocybe tremulicola,,,02Mar2000 0:00:00,,,
5513,Strangospora delitescens,,,02Mar2000 0:00:00,,,
5515,Strangospora moriformis,,,02Mar2000 0:00:00,,,
5516,Strangospora ochrophora,,,02Mar2000 0:00:00,,,
5517,Strangospora pinicola,,,02Mar2000 0:00:00,,,
5519,Strigula jamesii,,,02Mar2000 0:00:00,,,
5520,Strigula stigmatella,,,02Mar2000 0:00:00,,,
5521,Strigula taylorii,,,02Mar2000 0:00:00,,,
5524,Teloschistes flavicans,,,02Mar2000 0:00:00,,,
5526,Tephromela armeniaca,,,02Mar2000 0:00:00,,,
5528,Tephromela grumosa,,,02Mar2000 0:00:00,,,
5529,Tephromela pertusarioides,,,02Mar2000 0:00:00,,,
5533,Thelidium impressum,,,02Mar2000 0:00:00,,,
5534,Thelidium incavatum,,,02Mar2000 0:00:00,,,
5536,Thelidium minutulum,,,02Mar2000 0:00:00,,,
5539,Thelidium pyrenophorum,,,02Mar2000 0:00:00,,,
5541,Thelocarpon impressellum,,,02Mar2000 0:00:00,,,
5542,Thelocarpon intermediellum,,,02Mar2000 0:00:00,,,
5545,Thelocarpon magnussonii,,,02Mar2000 0:00:00,,,
5547,Thelocarpon pallidum,,,02Mar2000 0:00:00,,,
5548,Thelocarpon superellum,,,02Mar2000 0:00:00,,,
5551,Thelopsis melathelia,,,02Mar2000 0:00:00,,,
5437,Rinodina biloculata,,,02Mar2000 0:00:00,,,
5439,Rinodina calcarea,,,02Mar2000 0:00:00,,,
5440,Rinodina colobina,,,02Mar2000 0:00:00,,,
5442,Rinodina conradii,,,02Mar2000 0:00:00,,,
5443,Rinodina efflorescens,,,02Mar2000 0:00:00,,,
5445,Rinodina gennarii,,,02Mar2000 0:00:00,,,
5446,Rinodina griseosoralifera,,,02Mar2000 0:00:00,,,
5447,Rinodina immersa,,,02Mar2000 0:00:00,,,
5449,Rinodina isidioides,,,02Mar2000 0:00:00,,,
5450,Rinodina lecideina,,,02Mar2000 0:00:00,,,
5451,Rinodina luridescens,,,02Mar2000 0:00:00,,,
5453,Rinodina mniaraea,,,02Mar2000 0:00:00,,,
5454,Rinodina occulta,,,02Mar2000 0:00:00,,,
5456,Rinodina oxydata,,,02Mar2000 0:00:00,,,
5457,Rinodina parasitica,,,02Mar2000 0:00:00,,,
5458,Rinodina pyrina,,,02Mar2000 0:00:00,,,
5460,Rinodina sophodes,,,02Mar2000 0:00:00,,,
5461,Rinodina subglaucescens,,,02Mar2000 0:00:00,,,
5463,Sagiolechia protuberans,,,02Mar2000 0:00:00,,,
5466,Sarcogyne privigna,,,02Mar2000 0:00:00,,,
5468,Sarcopyrenia gibba,,,02Mar2000 0:00:00,,,
5469,Sarcosagium campestre,,,02Mar2000 0:00:00,,,
5472,Schaereria fuscocinerea,,,02Mar2000 0:00:00,,,
5474,Schismatomma decolorans,,,02Mar2000 0:00:00,,,
5475,Schismatomma graphidioides,,,02Mar2000 0:00:00,,,
5478,Schismatomma umbrinum,,,02Mar2000 0:00:00,,,
5480,Sclerophora nivea,,,02Mar2000 0:00:00,,,
5481,Sclerophyton circumscriptum,,,02Mar2000 0:00:00,,,
5484,Scoliciosporum umbrinum,,,02Mar2000 0:00:00,,,
5486,Solenopsora candicans,,,02Mar2000 0:00:00,,,
5487,Solenopsora liparina,,,02Mar2000 0:00:00,,,
5489,Solenopsora vulturiensis,,,02Mar2000 0:00:00,,,
5492,Sphinctrina tubiformis,,,02Mar2000 0:00:00,,,
5493,Sphinctrina turbinata,,,02Mar2000 0:00:00,,,
5381,Pyrenocollema subarenisedum,,,02Mar2000 0:00:00,,,
5382,Pyrenocollema sublitorale,,,02Mar2000 0:00:00,,,
5383,Pyrenopsis furfurea,,,02Mar2000 0:00:00,,,
5385,Pyrenopsis phylliscella,,,02Mar2000 0:00:00,,,
5386,Pyrenopsis rhodosticta,,,02Mar2000 0:00:00,,,
5387,Pyrenopsis impolita,,,02Mar2000 0:00:00,,,
5389,Pyrenula coryli,,,02Mar2000 0:00:00,,,
5390,Pyrenula dermatodes,,,02Mar2000 0:00:00,,,
5391,Pyrenula laevigata,,,02Mar2000 0:00:00,,,
5393,Pyrenula nitida,,,02Mar2000 0:00:00,,,
5394,Pyrenula nitidella,,,02Mar2000 0:00:00,,,
5395,Pyrenula occidentalis,,,02Mar2000 0:00:00,,,
5397,Racodium rupestre,,,02Mar2000 0:00:00,,,
5398,Ramonia chrysophaea,,,02Mar2000 0:00:00,,,
5399,Ramonia luteola,,,02Mar2000 0:00:00,,,
5401,Ramonia nigra,,,02Mar2000 0:00:00,,,
5402,Rhaphidicyrtis trichosporella,,,02Mar2000 0:00:00,,,
5403,Rhizocarpon advenulum,,,02Mar2000 0:00:00,,,
5406,Rhizocarpon caeruleoalbum,,,02Mar2000 0:00:00,,,
5408,Rhizocarpon cinereovirens,,,02Mar2000 0:00:00,,,
5409,Rhizocarpon concentricum,,,02Mar2000 0:00:00,,,
5412,Rhizocarpon expallescens,,,02Mar2000 0:00:00,,,
5414,Rhizocarpon geminatum,,,02Mar2000 0:00:00,,,
5415,Rhizocarpon geographicum,,,02Mar2000 0:00:00,,,
5418,Rhizocarpon intermediellum,,,02Mar2000 0:00:00,,,
5420,Rhizocarpon lavatum,,,02Mar2000 0:00:00,,,
5421,Rhizocarpon lecanorinum,,,02Mar2000 0:00:00,,,
5424,Rhizocarpon plicatile,,,02Mar2000 0:00:00,,,
5425,Rhizocarpon polycarpum,,,02Mar2000 0:00:00,,,
5427,Rhizocarpon richardii,,,02Mar2000 0:00:00,,,
5430,Rhizocarpon superficiale,,,02Mar2000 0:00:00,,,
5431,Rhizocarpon umbilicatum,,,02Mar2000 0:00:00,,,
5433,Rimularia fuscosora,,,02Mar2000 0:00:00,,,
5325,Porocyphus kenmorensis,,,02Mar2000 0:00:00,,,
5327,Porocyphus rehmicus,,,02Mar2000 0:00:00,,,
5329,Porpidia cinereoatra,,,02Mar2000 0:00:00,,,
5330,Porpidia musiva,,,02Mar2000 0:00:00,,,
5331,Porpidia contraponenda,,,02Mar2000 0:00:00,,,
5333,Porpidia flavovaerulescens,,,02Mar2000 0:00:00,,,
5334,Porpidia flavicunda,,,02Mar2000 0:00:00,,,
5335,Porpidia glaucophaea,,,02Mar2000 0:00:00,,,
5337,Porpidia macrocarpa,,,02Mar2000 0:00:00,,,
5338,Porpidia platycarpoides,,,02Mar2000 0:00:00,,,
5339,Porpidia soredizodes,,,02Mar2000 0:00:00,,,
5341,Porpidia superba,,,02Mar2000 0:00:00,,,
5342,Porpidia tuberculosa,,,02Mar2000 0:00:00,,,
5344,Protoblastenia cyclospora,,,02Mar2000 0:00:00,,,
5345,Protoblastenia incrustans,,,02Mar2000 0:00:00,,,
5346,Protoblastenia rupestris,,,02Mar2000 0:00:00,,,
5348,Protoparmelia atriseda,,,02Mar2000 0:00:00,,,
5350,Protoparmelia montagnei,,,02Mar2000 0:00:00,,,
5351,Protoparmelia picea,,,02Mar2000 0:00:00,,,
5353,Protoparmelia ochrococca,,,02Mar2000 0:00:00,,,
5356,Protothelenella leucothelia,,,02Mar2000 0:00:00,,,
5357,Protothelenella sphinctrinoidella,,,02Mar2000 0:00:00,,,
5359,Psilolechia lucida,,,02Mar2000 0:00:00,,,
5361,Psilolechia leprosa,,,02Mar2000 0:00:00,,,
5363,Psora lurida,,,02Mar2000 0:00:00,,,
5364,Psora rubiformis,,,02Mar2000 0:00:00,,,
5368,Ptychographa xylographoides,,,02Mar2000 0:00:00,,,
5369,Ptychographa flexella,,,02Mar2000 0:00:00,,,
5370,Pyrenocollema arenisedum,,,02Mar2000 0:00:00,,,
5373,Pyrenocollema caesium,,,02Mar2000 0:00:00,,,
5375,Pyrenocollema halodytes,,,02Mar2000 0:00:00,,,
5376,Pyrenocollema monense,,,02Mar2000 0:00:00,,,
5378,Pyrenocollema pelvetiae,,,02Mar2000 0:00:00,,,
5267,Phaeographis inusta,,,02Mar2000 0:00:00,,,
5268,Phlyctis agelaea,,,02Mar2000 0:00:00,,,
5270,Phyllopsora rosei,,,02Mar2000 0:00:00,,,
5271,Physconia perisidiosa,,,02Mar2000 0:00:00,,,
5273,Placidiopsis cartilaginea,,,02Mar2000 0:00:00,,,
5274,Placidiopsis pseudocinerea,,,02Mar2000 0:00:00,,,
5275,Placopsis gelida,,,02Mar2000 0:00:00,,,
5277,Placynthiella oligotropha,,,02Mar2000 0:00:00,,,
5278,Placynthium asperellum,,,02Mar2000 0:00:00,,,
5279,Placynthium flabellosum,,,02Mar2000 0:00:00,,,
5281,Placynthium lismorense,,,02Mar2000 0:00:00,,,
5282,Placynthium nigrum,,,02Mar2000 0:00:00,,,
5283,Placyntium pannariellum,,,02Mar2000 0:00:00,,,
5285,Placynthium subradiatum,,,02Mar2000 0:00:00,,,
5286,Placynthium tantaleum,,,02Mar2000 0:00:00,,,
5287,Placynthium tremniacum,,,02Mar2000 0:00:00,,,
5288,Poeltinula cerebrina,,,02Mar2000 0:00:00,,,
5291,Polyblastia allobata,,,02Mar2000 0:00:00,,,
5293,Polyblastia cupularis,,,02Mar2000 0:00:00,,,
5296,Polyblastia gothica,,,02Mar2000 0:00:00,,,
5297,Polyblastia helvetica,,,02Mar2000 0:00:00,,,
5299,Polyblastia melaspora,,,02Mar2000 0:00:00,,,
5302,Polyblastia terrestris,,,02Mar2000 0:00:00,,,
5303,Polyblastia verrucosa,,,02Mar2000 0:00:00,,,
5305,Polychidium dendriscum,,,02Mar2000 0:00:00,,,
5308,Polysporina cyclocarpa,,,02Mar2000 0:00:00,,,
5309,Porina aenea,,,02Mar2000 0:00:00,,,
5311,Porina borreri,,,02Mar2000 0:00:00,,,
5314,Porina curnowii,,,02Mar2000 0:00:00,,,
5316,Porina interjungens,,,02Mar2000 0:00:00,,,
5318,Porina heterospora,,,02Mar2000 0:00:00,,,
5321,Porina byssophila,,,02Mar2000 0:00:00,,,
5323,Porina sudetica,,,02Mar2000 0:00:00,,,
5209,Opegrapha saxatilis,,,02Mar2000 0:00:00,,,
5210,Opegrapha saxicola,,,02Mar2000 0:00:00,,,
5211,Opegrapha saxigena,,,02Mar2000 0:00:00,,,
5213,Opegrapha subelevata,,,02Mar2000 0:00:00,,,
5214,Opegrapha thelotrematis,,,02Mar2000 0:00:00,,,
5215,Opegrapha varia,,,02Mar2000 0:00:00,,,
5217,Opegrapha viridis,,,02Mar2000 0:00:00,,,
5218,Opegrapha vulgata,,,02Mar2000 0:00:00,,,
5219,Opegrapha zonata,,,02Mar2000 0:00:00,,,
5220,Ophioparma ventosum,,,02Mar2000 0:00:00,,,
5222,Pachyphiale carneola,,,02Mar2000 0:00:00,,,
5223,Pachyphiale fagicola,,,02Mar2000 0:00:00,,,
5224,Parmeliella jamesii,,,02Mar2000 0:00:00,,,
5226,Parmeliella testacea,,,02Mar2000 0:00:00,,,
5227,Parmeliella triptophylla,,,02Mar2000 0:00:00,,,
5228,Parmentaria chilensis,,,02Mar2000 0:00:00,,,
5230,Pertusaria bryontha,,,02Mar2000 0:00:00,,,
5231,Pertusaria chiodectonoides,,,02Mar2000 0:00:00,,,
5232,Pertusaria coccodes,,,02Mar2000 0:00:00,,,
5235,Pertusaria dactylina,,,02Mar2000 0:00:00,,,
5237,Pertusaria excludens,,,02Mar2000 0:00:00,,,
5240,Pertusaria amarescens,,,02Mar2000 0:00:00,,,
5241,Pertusaria flavida,,,02Mar2000 0:00:00,,,
5243,Pertusaria geminipara,,,02Mar2000 0:00:00,,,
5246,Pertusaria hymenea,,,02Mar2000 0:00:00,,,
5247,Pertusaria lactea,,,02Mar2000 0:00:00,,,
5249,Pertusaria leioplaca,,,02Mar2000 0:00:00,,,
4857,Gyalecta flotowii,,,02Mar2000 0:00:00,,,
4858,Gyalecta foveolaris,,,02Mar2000 0:00:00,,,
4860,Gyalecta truncigena,,,02Mar2000 0:00:00,,,
4861,Gyalecta ulmi,,,02Mar2000 0:00:00,,,
4862,Gyalidea diaphana,,,02Mar2000 0:00:00,,,
4864,Gyalidea hyalinescens,,,02Mar2000 0:00:00,,,
4866,Gyalidea roseola,,,02Mar2000 0:00:00,,,
4869,Gyalideopsis muscicola,,,02Mar2000 0:00:00,,,
4870,Gyalideopsis scotica,,,02Mar2000 0:00:00,,,
4872,Haemotomma elatinum,,,02Mar2000 0:00:00,,,
4875,Halecania alpivaga,,,02Mar2000 0:00:00,,,
4876,Halecania ralfsii,,,02Mar2000 0:00:00,,,
4878,Halecania spodomela,,,02Mar2000 0:00:00,,,
4879,Halecania viridescens,,,02Mar2000 0:00:00,,,
4882,Heterodermia leucomelos,,,02Mar2000 0:00:00,,,
4884,Hymenelia lacustris,,,02Mar2000 0:00:00,,,
4885,Hymenelia prevostii,,,02Mar2000 0:00:00,,,
4888,Hypocenomyce friesii,,,02Mar2000 0:00:00,,,
4889,Hypocenomyce scalaris,,,02Mar2000 0:00:00,,,
4891,Hypogymnia intestiniformis,,,02Mar2000 0:00:00,,,
4894,Ionaspis heteromorpha,,,02Mar2000 0:00:00,,,
4895,Ionaspis melanocarpa,,,02Mar2000 0:00:00,,,
4897,Ionaspis suaveolens,,,02Mar2000 0:00:00,,,
4901,Lecanactis abscondita,,,02Mar2000 0:00:00,,,
4902,Lecanactis amylacea,,,02Mar2000 0:00:00,,,
4904,Lecanactis grumulosa,,,02Mar2000 0:00:00,,,
4788,Cyphelium inquinans,,,02Mar2000 0:00:00,,,
4789,Cyphelium notarisii,,,02Mar2000 0:00:00,,,
4791,Cyphelium marcianum,,,02Mar2000 0:00:00,,,
4792,Cyphelium tigillare,,,02Mar2000 0:00:00,,,
4793,Cystocoleus ebeneus,,,02Mar2000 0:00:00,,,
4795,Dermatocarpon intestiniforme,,,02Mar2000 0:00:00,,,
4796,Dermatocarpon leptophyllum,,,02Mar2000 0:00:00,,,
4797,Dermatocarpon luridum,,,02Mar2000 0:00:00,,,
4799,Dermatocarpon rivulorum,,,02Mar2000 0:00:00,,,
4800,Dictyonema interruptum,,,02Mar2000 0:00:00,,,
4801,Dimerella lutea,,,02Mar2000 0:00:00,,,
4802,Dimerella pineti,,,02Mar2000 0:00:00,Fun_9745,Dimerella pineti,
4804,Diploschistes caesioplumbens,,,02Mar2000 0:00:00,,,
4805,Diploschistes gypsaceus,,,02Mar2000 0:00:00,,,
4807,Diplotomma alboatrum,,,02Mar2000 0:00:00,,,
4809,Diplotomma murorum,,,36587,,,
4810,Diplotomma chlorophaeum,,,36587,,,
4813,Endocarpon adscendens,,,36587,,,
4815,Enterographia crassa,,,36587,,,
4816,Enterographia elaborata,,,36587,,,
4819,Eopyrenula avellanae,,,36587,,,
4821,Eopyrenula septemseptata,,,36587,,,
4822,Ephebe lanata,,,36587,,,
4825,Epigloea medioincrassata,,,36587,,,
4827,Epilichen scabrosus,,,36587,,,
4828,Euopsis granatina,,,36587,,,
4832,Fellhanera subtilis,,,36587,,,
4833,Fulgensia bracteata,,,36587,,,
4836,Fuscidea cyathoides,,,36587,,,
4838,Fuscidea hibernica,,,36587,,,
4839,Fuscidea intercincta,,,36587,,,
4842,Fuscidea lugubris,,,36587,,,
4844,Fuscidea mollis,,,36587,,,
4845,Fuscidea praeruptorum,,,36587,,,
4732,Catillaria laureri,,,36587,,,
4734,Catillaria pulverea,,,36587,,,
4735,Catolechia wahlenbergii,,,36587,,,
4737,Celothelium ischnobelum,,,36587,,,
4738,Cetraria juniperina,,,36587,,,
4739,Cetraria ericetorum,,,36587,,,
