timestamp,2020-10-01 16:00:26
site-id,LIZRD
site-name,The Lizard
PRECIPITATION_LEVEL2_TOTAL,Total precipitation,mm,49.9
parameter-id,COSMOS_VWC_1DAY,PRECIPITATION_LEVEL2_TOTAL,Q_LEVEL2_MEAN,RH_LEVEL2_MEAN,TA_LEVEL2_MEAN,TA_LEVEL2_MIN,TA_LEVEL2_MAX,PA_LEVEL2_MEAN,RN_LEVEL2_TOTAL,WD_LEVEL2_MEAN,WS_LEVEL2_MEAN,PE_LEVEL2,TDT1_TSOIL_LEVEL2_MEAN,TDT1_VWC_LEVEL2_MEAN,TDT2_TSOIL_LEVEL2_MEAN,TDT2_VWC_LEVEL2_MEAN,SWE_CRNS_1DAY,ALBEDO_DAILY_MEAN
parameter-name,COSMOS sensor VWC,Total precipitation,Mean absolute humidity (1 day),Mean relative humidity (1 day),Mean air temperature (1 day),Min air temperature (1 day),Max air temperature (1 day),Mean atmospheric pressure (1 day),Total net radiation (1 day),Mean wind direction (1 day),Mean wind speed (1 day),Potential evaporation (1 day),Mean TDT 1 soil temperature (1 day),Mean TDT 1 soil VWC (1 day),Mean TDT 2 soil temperature (1 day),Mean TDT 2 soil VWC (1 day),Snow water equivalent (only given on snow days),Daily mean albedo value (swout/swin)
parameter-units,%,mm,gm-3,%,Degrees Celsius,Degrees Celsius,Degrees Celsius,hPa,MJday-1,Degrees Celsius,ms-1,mm,Degrees Celsius,%,Degrees Celsius,%,mm,Unitless
2020-09-01,45.15719,0.2,10.1,80.6,14.6,11.6,17.6,1009.4,11.5,136.0,2.9,3.0,16.0,33.8,16.1,40.4,,0.145
2020-09-02,48.3246,0.8,12.0,90.8,15.4,11.9,17.8,1007.5,6.8,195.6,3.6,1.7,16.1,33.5,16.1,40.3,,0.137
2020-09-03,46.03503,0.7,12.8,94.9,15.8,12.4,17.1,1008.2,5.4,262.0,4.2,1.3,16.8,33.7,16.8,40.4,,0.109
2020-09-04,44.65029,0.3,10.8,87.1,14.5,11.3,17.8,1013.0,8.2,274.2,2.4,2.1,16.2,33.6,16.1,40.3,,0.135
2020-09-05,41.51275,0.3,9.2,80.1,13.5,10.3,17.5,1014.6,10.2,301.4,3.2,2.9,15.6,33.4,15.5,40.1,,0.139
2020-09-06,42.45005,0.3,10.5,84.9,14.6,11.4,18.4,1012.6,9.6,300.3,2.8,2.6,15.9,33.2,15.8,39.9,,0.139
2020-09-07,42.8611,0.1,11.1,89.1,14.5,10.9,17.5,1015.4,7.6,277.5,3.7,2.0,15.6,33.0,15.5,39.8,,0.134
2020-09-08,40.70932,0.1,11.7,87.2,15.8,13.7,18.1,1016.5,10.6,278.5,4.6,2.5,16.4,32.8,16.4,39.7,,0.14
2020-09-09,41.84945,0.0,11.4,88.9,14.9,9.9,18.7,1015.4,4.5,312.1,3.5,1.5,16.5,32.6,16.5,39.4,,0.137
2020-09-10,42.78803,0.1,8.5,76.9,13.0,8.9,18.3,1013.3,8.3,356.1,2.2,2.8,15.5,32.5,15.5,39.3,,0.141
2020-09-11,41.4885,0.0,8.9,74.2,13.9,10.3,16.6,1008.0,3.1,268.7,2.9,1.7,14.9,32.4,14.9,39.2,,0.142
2020-09-12,41.8109,0.6,11.2,85.4,15.5,12.9,18.4,1010.7,10.8,254.2,3.1,2.8,15.8,32.2,15.8,39.0,,0.142
2020-09-13,38.90365,0.4,11.9,88.7,15.9,13.3,19.1,1012.4,10.3,152.2,3.0,2.6,16.1,32.0,16.2,38.9,,0.144
2020-09-14,35.72343,0.4,12.4,86.3,17.0,12.7,20.9,1008.3,10.3,87.4,3.2,2.7,16.6,31.8,16.6,38.7,,0.147
2020-09-15,40.22848,0.8,13.0,92.8,16.5,14.3,19.6,1009.4,7.4,311.5,2.2,1.7,17.1,31.7,17.1,38.7,,0.139
2020-09-16,41.40388,0.0,12.5,86.8,17.1,13.8,22.4,1013.2,9.3,22.4,2.6,2.7,17.5,31.5,17.5,38.6,,0.141
2020-09-17,38.03044,0.1,11.6,83.2,16.4,15.0,18.1,1013.3,8.7,81.6,7.4,2.6,17.0,31.4,17.0,38.4,,0.144
2020-09-18,37.57624,0.0,10.1,75.8,15.8,12.8,18.1,1007.3,6.8,81.4,7.7,2.9,16.0,31.3,16.0,38.3,,0.148
2020-09-19,39.35061,0.5,11.1,78.6,16.6,15.4,17.6,1004.5,2.5,52.3,4.0,1.7,16.1,31.1,16.0,38.3,,0.129
2020-09-20,39.07063,0.0,10.8,75.3,17.0,13.5,20.5,1006.8,8.4,61.9,3.1,2.8,16.6,31.0,16.6,38.1,,0.14
2020-09-21,38.77709,0.0,11.2,83.2,16.0,12.1,21.5,1006.5,8.1,74.9,2.0,2.5,16.6,30.8,16.6,38.0,,0.143
2020-09-22,40.25767,1.0,11.9,93.2,15.0,12.9,16.9,999.1,4.0,224.0,2.3,1.0,16.4,30.7,16.5,37.9,,0.141
2020-09-23,39.57108,10.9,9.2,80.7,13.1,10.6,15.5,992.0,6.9,266.4,4.8,2.3,15.8,35.0,15.7,41.6,,0.139
2020-09-24,43.915,12.2,7.6,77.6,10.7,9.0,13.4,985.2,3.2,277.3,7.6,2.0,13.4,50.3,13.3,52.9,,0.13
2020-09-25,45.98505,1.6,7.1,70.4,11.2,9.2,13.7,1001.6,7.5,322.9,6.2,2.8,12.2,48.9,12.3,53.0,,0.132
2020-09-26,44.17206,0.0,6.4,65.7,10.7,7.8,13.7,1006.0,7.4,349.8,3.4,2.7,12.4,34.4,12.2,40.5,,0.142
2020-09-27,44.8443,0.0,7.2,72.4,11.0,7.2,14.4,1007.1,7.2,321.6,3.7,2.5,12.2,33.6,12.0,39.9,,0.147
2020-09-28,47.31693,0.1,11.7,95.3,14.2,10.5,16.9,1004.8,3.7,268.8,3.2,0.8,13.3,33.2,13.3,39.8,,0.135
2020-09-29,38.19051,0.0,9.3,84.2,12.7,9.2,16.5,1006.2,7.8,271.7,2.7,2.2,13.5,33.0,13.4,39.6,,0.146
2020-09-30,48.18115,18.4,10.3,89.2,13.3,10.2,15.6,994.6,1.6,241.7,5.7,0.9,13.7,51.6,13.5,52.4,,0.096
