timestamp,2021-02-01 17:14:36
site-id,LIZRD
site-name,The Lizard
PRECIPITATION_LEVEL2_TOTAL,Total precipitation,mm,132.4
parameter-id,COSMOS_VWC_1DAY,PRECIPITATION_LEVEL2_TOTAL,Q_LEVEL2_MEAN,RH_LEVEL2_MEAN,TA_LEVEL2_MEAN,TA_LEVEL2_MIN,TA_LEVEL2_MAX,PA_LEVEL2_MEAN,RN_LEVEL2_TOTAL,WD_LEVEL2_MEAN,WS_LEVEL2_MEAN,PE_LEVEL2,TDT1_TSOIL_LEVEL2_MEAN,TDT1_VWC_LEVEL2_MEAN,TDT2_TSOIL_LEVEL2_MEAN,TDT2_VWC_LEVEL2_MEAN,SWE_CRNS_1DAY,ALBEDO_DAILY_MEAN
parameter-name,COSMOS sensor VWC,Total precipitation,Mean absolute humidity (1 day),Mean relative humidity (1 day),Mean air temperature (1 day),Min air temperature (1 day),Max air temperature (1 day),Mean atmospheric pressure (1 day),Total net radiation (1 day),Mean wind direction (1 day),Mean wind speed (1 day),Potential evaporation (1 day),Mean TDT 1 soil temperature (1 day),Mean TDT 1 soil VWC (1 day),Mean TDT 2 soil temperature (1 day),Mean TDT 2 soil VWC (1 day),Snow water equivalent (only given on snow days),Daily mean albedo value (swout/swin)
parameter-units,%,mm,gm-3,%,Deg Celsius,Deg Celsius,Deg Celsius,hPa,MJday-1,Deg Celsius,ms-1,mm,Deg Celsius,%,Deg Celsius,%,mm,Unitless
2021-01-01,62.8,0.2,5.3,94.2,2.1,-1.0,5.3,1003.4,0.1,23.7,2.0,0.5,3.6,66.2,3.4,65.9,,0.112
2021-01-02,61.3,3.0,5.5,92.9,3.0,0.9,5.8,1008.5,-1.3,2.1,2.9,0.4,3.5,66.2,3.4,66.0,,0.124
2021-01-03,62.9,0.1,5.3,90.9,2.7,0.9,4.7,1007.6,-1.8,32.7,4.2,0.4,3.4,66.2,3.3,66.0,,0.121
2021-01-04,63.5,0.0,5.1,85.2,3.2,1.0,5.1,1009.3,-1.4,37.9,5.4,0.6,3.3,66.3,3.2,66.0,,0.136
2021-01-05,59.1,0.0,4.4,79.7,1.8,0.2,4.2,1011.0,-2.8,33.0,4.5,0.6,2.7,66.3,2.6,66.1,,0.136
2021-01-06,58.4,0.0,4.8,86.1,2.0,0.0,3.9,1010.3,-1.7,32.7,3.6,0.5,2.3,66.1,2.2,66.2,,0.13
2021-01-07,66.2,0.0,5.1,90.2,2.3,-0.3,6.5,1009.2,-1.0,31.1,1.6,0.5,2.3,64.5,2.2,66.2,,0.138
2021-01-08,60.6,1.3,5.4,94.1,2.3,-0.4,5.3,1008.2,-0.6,12.3,2.6,0.4,2.6,64.1,2.5,66.1,,0.125
2021-01-09,54.7,0.1,5.2,98.0,1.3,-0.9,4.6,1015.0,-1.2,38.7,2.8,0.2,2.4,62.6,2.3,66.2,,0.104
2021-01-10,59.0,0.0,5.3,91.3,2.7,-3.1,6.7,1017.7,2.5,322.8,1.7,0.8,2.0,56.2,1.9,54.9,,0.128
2021-01-11,58.5,0.6,7.8,95.7,7.7,6.3,8.9,1012.5,1.4,276.7,6.7,0.3,4.2,63.4,4.2,57.0,,0.123
2021-01-12,58.6,0.9,9.1,99.3,9.6,8.8,10.2,1009.4,1.0,285.4,7.6,0.1,6.7,63.1,6.7,56.9,,0.089
2021-01-13,56.4,0.2,9.0,99.1,9.4,8.6,10.0,1012.6,1.2,268.5,6.4,0.2,7.7,63.3,7.7,56.8,,0.11
2021-01-14,52.9,0.4,8.0,92.5,8.6,4.9,10.4,1012.0,1.0,307.4,6.0,0.5,8.0,63.6,8.0,56.8,,0.113
2021-01-15,55.5,2.3,7.3,94.6,6.9,4.1,9.0,1018.1,-0.4,174.2,3.0,0.4,6.3,64.1,6.3,57.2,,0.119
2021-01-16,56.4,9.3,7.8,90.1,8.6,6.4,10.7,1011.1,0.1,290.6,5.3,0.4,7.4,64.1,7.4,57.1,,0.105
2021-01-17,55.9,0.0,6.1,80.7,6.6,4.4,9.0,1017.8,-0.5,304.8,2.6,0.7,6.2,64.6,6.1,57.4,,0.129
2021-01-18,57.4,4.9,8.2,93.8,8.7,5.6,10.7,1011.0,0.5,232.1,4.7,0.2,6.5,64.6,6.5,57.5,,0.106
2021-01-19,68.4,3.8,9.5,99.5,10.2,9.0,10.9,994.9,1.0,226.9,8.2,0.1,8.4,64.5,8.3,57.0,,0.099
2021-01-20,65.1,7.5,8.9,98.3,9.2,4.6,10.9,975.6,-0.3,225.2,8.0,0.1,9.0,64.7,9.0,56.6,,0.082
2021-01-21,58.0,0.2,6.0,81.9,6.3,3.2,8.1,978.5,-2.8,287.4,4.4,0.7,6.9,65.2,6.9,56.9,,0.107
