timestamp,2021-04-01 15:26:08
site-id,LIZRD
site-name,The Lizard
PRECIPITATION_LEVEL2_TOTAL,Total precipitation,mm,35.7
parameter-id,COSMOS_VWC_1DAY,PRECIPITATION_LEVEL2_TOTAL,Q_LEVEL2_MEAN,RH_LEVEL2_MEAN,TA_LEVEL2_MEAN,TA_LEVEL2_MIN,TA_LEVEL2_MAX,PA_LEVEL2_MEAN,RN_LEVEL2_TOTAL,WD_LEVEL2_MEAN,WS_LEVEL2_MEAN,PE_LEVEL2,TDT1_TSOIL_LEVEL2_MEAN,TDT1_VWC_LEVEL2_MEAN,TDT2_TSOIL_LEVEL2_MEAN,TDT2_VWC_LEVEL2_MEAN,SWE_CRNS_1DAY,ALBEDO_DAILY_MEAN
2021-03-22,50.9,0.0,6.7,82.6,7.9,3.7,12.2,1017.0,8.0,202.6,1.7,1.9,8.9,36.0,8.8,42.2,,0.14
2021-03-23,54.6,0.0,7.8,87.6,9.2,6.2,11.7,1012.6,9.4,193.4,4.3,1.8,9.5,35.8,9.5,41.9,,0.152
2021-03-24,52.9,0.3,7.8,88.6,9.2,6.3,12.4,1010.8,8.0,255.3,3.1,1.9,9.9,35.6,10.0,41.8,,0.145
2021-03-25,51.2,2.2,9.2,96.4,10.2,8.2,12.1,1007.4,10.2,227.4,5.6,1.4,10.1,35.6,10.2,41.8,,0.15
2021-03-26,56.6,2.0,7.0,83.9,8.1,5.0,10.0,1002.2,7.6,263.9,7.7,1.8,9.8,36.2,9.9,42.2,,0.136
2021-03-27,52.3,0.1,7.1,82.0,8.8,6.0,11.2,1012.3,8.4,247.8,6.4,2.0,8.9,35.8,8.9,41.9,,0.149
2021-03-28,53.9,0.0,8.4,89.0,10.1,9.6,11.6,1013.0,5.5,227.6,7.8,1.2,9.6,35.4,9.7,41.7,,0.145
2021-03-29,49.3,0.0,8.4,92.2,9.5,6.6,12.0,1016.1,11.7,183.1,4.2,2.0,10.5,35.2,10.6,41.4,,0.154
2021-03-30,51.4,0.0,8.7,90.4,10.5,7.2,15.0,1014.1,5.9,98.3,3.3,1.6,10.4,35.1,10.5,41.3,,0.146
2021-03-31,50.1,0.0,9.1,91.0,11.1,7.0,16.3,1008.3,6.1,92.9,1.8,1.5,10.9,35.0,10.9,41.3,,0.142
