timestamp,2017-11-01 18:06:24
site-id,LIZRD
site-name,The Lizard
PRECIPITATION_LEVEL2_TOTAL,Total precipitation,mm,53.1
parameter-id,COSMOS_VWC_1DAY_WTMN,PRECIPITATION_LEVEL2_TOTAL,Q_LEVEL2_MEAN,RH_LEVEL2_MEAN,TA_LEVEL2_MEAN,TA_LEVEL2_MIN,TA_LEVEL2_MAX,PA_LEVEL2_MEAN,RN_LEVEL2_TOTAL,WD_LEVEL2_MEAN,WS_LEVEL2_MEAN,PE_LEVEL2,TDT1_TSOIL_LEVEL2_MEAN,TDT1_VWC_LEVEL2_MEAN,TDT2_TSOIL_LEVEL2_MEAN,TDT2_VWC_LEVEL2_MEAN
parameter-name,COSMOS probe VWC,Total precipitation,Mean absolute humidity (1 day),Mean relative humidity (1 day),Mean air temperature (1 day),Min air temperature (1 day),Max air temperature (1 day),Mean atmospheric pressure (1 day),Total net radiation (1 day),Mean wind direction (1 day),Mean wind speed (1 day),Potential evaporation (1 day),Mean TDT 1 soil temperature (1 day),Mean TDT 1 soil VWC (1 day),Mean TDT 2 soil temperature (1 day),Mean TDT 2 soil VWC (1 day)
parameter-units,%,mm,gm-3,%,Degrees Celsius,Degrees Celsius,Degrees Celsius,hPa,MJday-1,Degrees Celsius,ms-1,mm,Degrees Celsius,%,Degrees Celsius,%
2017-10-01,58.80335,3.2,12.1,96.3,14.6,13.4,15.8,1001.0,2.6,252.9,6.0,0.40121,14.8,62.0,14.8,65.1
2017-10-02,58.83655,3.8,9.9,87.9,12.9,9.5,15.3,1006.8,4.3,291.3,4.7,1.08634,14.4,62.2,14.5,65.1
2017-10-03,54.68018,0.0,7.5,77.9,10.5,7.7,14.3,1015.1,8.2,310.6,2.1,1.31162,12.9,62.6,12.9,65.5
2017-10-04,55.25108,0.0,8.0,75.7,12.0,8.5,14.4,1013.9,5.9,273.5,4.4,1.94367,12.8,62.7,12.8,65.6
2017-10-05,53.3312,0.4,9.4,84.3,12.7,8.0,15.5,1012.0,6.6,301.5,4.8,1.44076,13.6,62.5,13.6,65.5
2017-10-06,49.81836,0.0,8.1,80.2,11.2,6.0,15.2,1017.1,6.7,280.4,2.4,1.27201,12.5,46.8,12.5,46.7
2017-10-07,52.94126,5.9,11.2,95.6,13.6,12.9,14.2,1010.8,1.5,268.8,5.3,0.43492,13.3,53.6,13.3,54.6
2017-10-08,58.39006,1.7,10.8,94.1,13.2,11.8,14.5,1010.1,4.3,194.3,1.5,0.4144,14.2,63.0,14.3,65.8
