timestamp,2017-10-02 17:28:43
site-id,LIZRD
site-name,The Lizard
PRECIPITATION_LEVEL2_TOTAL,Total precipitation,mm,123.6
parameter-id,COSMOS_VWC_1DAY_WTMN,PRECIPITATION_LEVEL2_TOTAL,Q_LEVEL2_MEAN,RH_LEVEL2_MEAN,TA_LEVEL2_MEAN,TA_LEVEL2_MIN,TA_LEVEL2_MAX,PA_LEVEL2_MEAN,RN_LEVEL2_TOTAL,WD_LEVEL2_MEAN,WS_LEVEL2_MEAN,PE_LEVEL2,TDT1_TSOIL_LEVEL2_MEAN,TDT1_VWC_LEVEL2_MEAN,TDT2_TSOIL_LEVEL2_MEAN,TDT2_VWC_LEVEL2_MEAN
parameter-name,COSMOS probe VWC,Total precipitation,Mean absolute humidity (1 day),Mean relative humidity (1 day),Mean air temperature (1 day),Min air temperature (1 day),Max air temperature (1 day),Mean atmospheric pressure (1 day),Total net radiation (1 day),Mean wind direction (1 day),Mean wind speed (1 day),Potential evaporation (1 day),Mean TDT 1 soil temperature (1 day),Mean TDT 1 soil VWC (1 day),Mean TDT 2 soil temperature (1 day),Mean TDT 2 soil VWC (1 day)
parameter-units,%,mm,gm-3,%,Degrees Celsius,Degrees Celsius,Degrees Celsius,hPa,MJday-1,Degrees Celsius,ms-1,mm,Degrees Celsius,%,Degrees Celsius,%
2017-09-01,46.04374,0.1,8.9,78.2,13.4,9.1,17.9,1012.2,11.6,234.8,3.1,1.99192,16.1,32.4,16.2,36.0
2017-09-02,42.39192,5.7,9.8,83.3,13.7,9.4,16.5,1010.4,6.3,227.8,3.2,1.39661,15.7,33.9,15.8,36.9
2017-09-03,63.05756,30.5,13.1,96.2,16.0,12.3,18.3,996.0,4.4,217.3,4.8,0.48183,16.4,60.3,16.5,60.7
2017-09-04,55.86053,0.5,12.9,95.2,16.0,14.7,17.4,1001.2,8.5,253.2,3.4,0.65038,17.4,61.0,17.7,61.5
2017-09-05,56.72452,1.8,11.7,86.9,15.8,13.7,17.7,1003.8,7.5,254.0,5.9,1.60196,17.1,61.2,17.2,61.7
2017-09-06,52.00216,0.0,10.6,81.0,15.4,13.6,18.1,1011.1,9.8,283.0,4.9,2.07463,16.4,47.6,16.4,46.2
2017-09-07,54.14215,0.9,11.6,90.5,15.1,13.3,17.1,1004.5,5.7,263.3,4.8,1.01139,16.3,35.9,16.4,37.7
2017-09-08,62.24502,13.5,11.2,91.4,14.2,12.5,16.1,991.8,3.4,274.0,5.5,0.87211,15.9,56.9,15.9,58.3
