timestamp,2017-10-02 17:28:43
site-id,LIZRD
site-name,The Lizard
PRECIPITATION_LEVEL2_TOTAL,Total precipitation,mm,123.6
parameter-id,COSMOS_VWC_1DAY_WTMN,PRECIPITATION_LEVEL2_TOTAL,Q_LEVEL2_MEAN,RH_LEVEL2_MEAN,TA_LEVEL2_MEAN,TA_LEVEL2_MIN,TA_LEVEL2_MAX,PA_LEVEL2_MEAN,RN_LEVEL2_TOTAL,WD_LEVEL2_MEAN,WS_LEVEL2_MEAN,PE_LEVEL2,TDT1_TSOIL_LEVEL2_MEAN,TDT1_VWC_LEVEL2_MEAN,TDT2_TSOIL_LEVEL2_MEAN,TDT2_VWC_LEVEL2_MEAN
2017-09-09,56.6284,0.5,9.5,80.3,13.7,10.9,16.5,991.9,8.9,308.3,5.7,1.77207,14.7,63.2,14.7,65.5
2017-09-10,56.42242,0.9,10.1,85.2,13.6,12.4,15.1,990.4,3.4,270.8,6.8,1.60175,14.7,63.4,14.8,65.6
2017-09-11,55.91282,1.9,9.4,78.8,13.8,11.8,16.4,990.2,11.4,288.6,8.2,1.58561,14.4,55.9,14.4,56.8
2017-09-12,58.28737,4.3,10.1,85.4,13.6,11.3,15.5,995.1,4.8,255.7,6.2,1.43627,14.3,44.7,14.4,46.5
2017-09-13,54.21359,3.4,9.0,78.6,13.2,8.1,15.9,993.4,8.1,275.4,7.0,2.17781,14.5,62.1,14.5,65.5
2017-09-14,55.63688,0.2,8.4,79.7,11.9,8.2,16.0,1003.4,9.3,307.8,4.7,1.77746,13.6,62.5,13.5,64.0
2017-09-15,53.98724,1.3,8.5,83.2,11.4,8.4,14.3,1005.1,8.2,321.5,4.2,1.37116,13.3,51.5,13.4,51.8
2017-09-16,55.21753,9.7,8.3,86.8,10.4,8.3,13.1,1001.9,5.2,302.3,2.9,0.8933,12.7,50.6,12.9,48.1
2017-09-17,54.22816,0.5,8.1,81.9,11.0,6.4,15.4,1003.5,11.3,189.7,2.2,1.24627,12.9,58.6,12.8,65.0
2017-09-18,54.56728,0.1,8.5,82.0,11.7,8.2,15.4,1009.3,8.1,308.4,2.9,1.3582,13.2,56.0,13.3,60.0
2017-09-19,51.08394,0.3,9.6,86.6,12.7,8.4,16.5,1011.0,8.4,221.5,2.3,1.01025,13.4,39.6,13.5,39.7
2017-09-20,57.75384,6.3,11.5,94.7,14.1,13.7,14.8,1005.0,1.6,189.3,5.8,0.52823,14.1,50.0,14.2,51.6
2017-09-21,52.38917,3.6,9.5,84.0,13.1,9.7,15.5,1004.3,9.9,251.8,4.5,1.64148,14.7,62.6,14.7,65.6
2017-09-22,56.3237,1.8,10.4,90.4,13.2,9.2,15.4,1008.0,4.2,196.4,5.2,0.88054,13.6,63.0,13.6,65.9
2017-09-23,55.3028,0.6,11.0,89.6,14.3,13.0,15.3,1006.4,10.0,164.0,4.9,1.14867,14.7,62.9,14.8,65.7
2017-09-24,56.08753,2.0,11.9,93.5,14.9,11.4,17.9,1005.3,7.2,262.1,2.7,0.64274,15.7,62.7,15.8,65.6
2017-09-25,53.91347,0.5,10.0,87.7,13.2,9.7,18.1,1009.6,9.8,321.7,2.8,1.11935,15.2,62.8,15.2,65.4
2017-09-26,50.25845,0.2,9.7,90.6,12.1,8.0,15.4,1009.9,8.4,149.4,2.6,0.79335,14.5,52.3,14.6,45.1
2017-09-27,60.26261,14.3,11.2,95.5,13.6,12.2,15.3,1003.4,0.7,192.7,5.7,0.4171,14.3,53.9,14.3,56.0
2017-09-28,57.20668,2.9,11.2,94.1,13.8,11.1,15.6,1005.5,7.3,189.4,4.0,0.63542,14.1,61.6,14.2,65.2
2017-09-29,58.62924,7.1,10.0,84.6,13.7,12.5,15.7,1005.2,6.9,249.0,4.2,1.41788,14.7,61.7,14.8,65.1
2017-09-30,60.38637,8.2,10.9,92.7,13.6,11.3,15.2,1002.7,3.3,219.8,5.1,0.68639,14.2,62.0,14.2,65.1
