timestamp,2020-08-03 16:42:50
site-id,LIZRD
site-name,The Lizard
PRECIPITATION_LEVEL2_TOTAL,Total precipitation,mm,39.0
parameter-id,COSMOS_VWC_1DAY,PRECIPITATION_LEVEL2_TOTAL,Q_LEVEL2_MEAN,RH_LEVEL2_MEAN,TA_LEVEL2_MEAN,TA_LEVEL2_MIN,TA_LEVEL2_MAX,PA_LEVEL2_MEAN,RN_LEVEL2_TOTAL,WD_LEVEL2_MEAN,WS_LEVEL2_MEAN,PE_LEVEL2,TDT1_TSOIL_LEVEL2_MEAN,TDT1_VWC_LEVEL2_MEAN,TDT2_TSOIL_LEVEL2_MEAN,TDT2_VWC_LEVEL2_MEAN,SWE_CRNS_1DAY,ALBEDO_DAILY_MEAN
2020-07-09,51.69105,1.4,12.1,97.0,14.5,12.0,16.4,1004.7,8.9,274.4,5.3,1.6,16.5,33.0,16.5,39.1,,0.138
2020-07-10,45.34102,0.5,9.1,80.0,13.3,9.3,16.0,1012.1,15.9,333.1,3.5,3.7,16.3,32.7,16.4,39.1,,0.139
2020-07-11,43.65401,1.2,9.0,76.3,14.0,8.8,17.9,1017.5,13.3,336.2,2.4,3.7,16.7,32.4,16.8,38.7,,0.141
2020-07-12,39.98448,0.2,9.2,73.2,14.9,9.4,19.5,1017.5,16.7,93.2,2.5,4.4,17.4,31.9,17.6,38.6,,0.138
2020-07-13,44.05232,2.7,10.7,82.4,15.1,10.1,18.7,1014.0,11.0,268.9,3.9,2.7,17.3,31.7,17.3,38.4,,0.142
2020-07-14,43.65652,0.2,10.8,86.7,14.6,13.3,16.9,1009.4,10.9,319.3,4.5,2.5,17.0,31.7,17.1,38.3,,0.143
2020-07-15,43.80282,0.3,11.4,87.1,15.4,13.4,18.3,1008.8,13.9,305.9,4.0,3.0,16.9,31.5,17.1,38.2,,0.143
2020-07-16,38.61303,0.3,12.2,89.7,16.1,13.2,18.9,1012.7,12.9,321.4,3.5,2.9,17.6,31.2,17.9,38.1,,0.147
2020-07-17,42.59774,0.3,11.9,91.5,15.3,12.5,18.7,1012.9,18.6,285.2,3.5,3.7,18.6,30.9,18.7,37.9,,0.137
2020-07-18,41.28441,0.8,11.7,90.6,15.2,13.0,17.7,1009.5,14.8,252.2,3.9,2.9,18.5,30.7,18.7,37.8,,0.149
2020-07-19,42.72732,2.6,10.5,77.0,16.2,12.2,19.8,1008.3,18.3,0.1,4.6,4.6,18.7,30.7,18.7,37.9,,0.138
2020-07-20,40.9539,0.0,7.9,64.3,14.9,10.5,19.9,1013.5,15.1,32.4,3.8,4.8,18.0,30.4,18.0,37.7,,0.139
2020-07-21,38.1582,0.2,8.8,70.7,15.0,9.1,20.3,1015.4,14.4,14.4,2.8,4.4,18.1,30.1,18.1,37.5,,0.138
2020-07-22,35.40799,0.2,9.1,72.9,15.3,9.9,20.0,1013.2,15.0,306.4,2.2,4.4,18.5,29.8,18.6,37.1,,0.138
2020-07-23,38.67615,1.9,12.5,97.3,15.0,11.9,17.1,1007.0,5.3,247.9,3.4,1.1,17.6,29.6,17.7,36.9,,0.123
2020-07-24,39.02853,4.5,13.6,98.4,16.3,15.2,18.7,1003.2,9.2,251.0,4.1,1.6,17.7,31.2,17.8,37.2,,0.141
2020-07-25,43.4762,3.7,13.5,97.9,16.2,13.7,17.8,998.0,7.4,254.5,4.7,1.4,17.7,30.7,17.8,37.6,,0.108
2020-07-26,43.97316,0.5,12.4,91.2,15.9,12.9,18.8,1002.1,12.4,243.1,4.6,2.6,17.5,30.7,17.6,37.7,,0.142
2020-07-27,44.24994,3.5,12.7,93.4,15.9,13.1,18.4,997.5,8.6,248.5,6.5,1.8,17.5,30.8,17.5,37.8,,0.14
2020-07-28,40.05184,0.0,10.1,80.9,14.8,10.9,18.0,1008.3,11.9,305.9,3.5,3.2,17.0,30.8,16.9,37.8,,0.143
2020-07-29,40.52182,0.3,10.5,85.7,14.3,10.0,17.8,1010.4,12.9,213.1,2.3,3.1,16.9,30.6,17.0,37.7,,0.143
2020-07-30,37.46189,0.2,12.1,85.3,16.8,11.9,20.5,1004.9,16.7,119.8,4.2,3.8,17.8,30.3,18.0,37.4,,0.14
2020-07-31,41.00902,1.1,13.7,95.8,16.8,13.6,18.8,1001.1,7.2,245.6,3.7,1.6,18.0,30.1,18.1,37.3,,0.146
