timestamp,2018-01-02 11:57:21
site-id,LIZRD
site-name,The Lizard
PRECIPITATION_LEVEL2_TOTAL,Total precipitation,mm,116.7
parameter-id,COSMOS_VWC_1DAY_WTMN,PRECIPITATION_LEVEL2_TOTAL,Q_LEVEL2_MEAN,RH_LEVEL2_MEAN,TA_LEVEL2_MEAN,TA_LEVEL2_MIN,TA_LEVEL2_MAX,PA_LEVEL2_MEAN,RN_LEVEL2_TOTAL,WD_LEVEL2_MEAN,WS_LEVEL2_MEAN,PE_LEVEL2,TDT1_TSOIL_LEVEL2_MEAN,TDT1_VWC_LEVEL2_MEAN,TDT2_TSOIL_LEVEL2_MEAN,TDT2_VWC_LEVEL2_MEAN
parameter-name,COSMOS probe VWC,Total precipitation,Mean absolute humidity (1 day),Mean relative humidity (1 day),Mean air temperature (1 day),Min air temperature (1 day),Max air temperature (1 day),Mean atmospheric pressure (1 day),Total net radiation (1 day),Mean wind direction (1 day),Mean wind speed (1 day),Potential evaporation (1 day),Mean TDT 1 soil temperature (1 day),Mean TDT 1 soil VWC (1 day),Mean TDT 2 soil temperature (1 day),Mean TDT 2 soil VWC (1 day)
parameter-units,%,mm,gm-3,%,Degrees Celsius,Degrees Celsius,Degrees Celsius,hPa,MJday-1,Degrees Celsius,ms-1,mm,Degrees Celsius,%,Degrees Celsius,%
2017-12-01,56.89547,0.0,4.6,73.3,3.9,1.4,7.0,1013.6,-1.1,91.1,3.5,1.10986,4.8,64.4,4.6,65.8
2017-12-02,57.00741,2.0,6.7,88.1,6.6,3.5,9.2,1017.7,1.6,290.1,2.1,0.44791,5.5,64.6,5.4,66.0
2017-12-03,54.90947,0.6,7.4,88.9,8.2,6.6,10.3,1019.2,1.1,320.8,2.5,0.51338,7.0,64.4,7.0,65.8
2017-12-04,52.13749,0.1,7.5,87.9,8.5,7.1,10.0,1024.5,0.6,270.0,1.6,0.4213,7.8,64.3,7.8,65.7
2017-12-05,52.5394,0.0,6.7,78.4,8.7,6.7,10.1,1024.5,0.3,209.6,1.8,0.83417,8.0,64.4,8.0,65.9
2017-12-06,53.78207,2.6,8.4,86.1,10.7,10.0,11.5,1013.6,0.8,198.3,7.0,1.1249,8.6,64.3,8.7,65.6
2017-12-07,59.86287,4.2,7.6,82.1,9.2,5.4,12.5,1002.8,0.6,285.9,6.8,1.12752,9.5,64.2,9.4,65.5
2017-12-08,57.05324,1.2,4.3,65.7,4.7,3.4,6.1,1011.9,-0.2,315.2,5.7,1.82757,6.5,64.9,6.3,66.1
