timestamp,2018-01-02 11:57:21
site-id,LIZRD
site-name,The Lizard
PRECIPITATION_LEVEL2_TOTAL,Total precipitation,mm,116.7
parameter-id,COSMOS_VWC_1DAY_WTMN,PRECIPITATION_LEVEL2_TOTAL,Q_LEVEL2_MEAN,RH_LEVEL2_MEAN,TA_LEVEL2_MEAN,TA_LEVEL2_MIN,TA_LEVEL2_MAX,PA_LEVEL2_MEAN,RN_LEVEL2_TOTAL,WD_LEVEL2_MEAN,WS_LEVEL2_MEAN,PE_LEVEL2,TDT1_TSOIL_LEVEL2_MEAN,TDT1_VWC_LEVEL2_MEAN,TDT2_TSOIL_LEVEL2_MEAN,TDT2_VWC_LEVEL2_MEAN
2017-12-09,57.39748,7.9,5.7,84.0,4.7,2.3,7.4,1003.3,-0.1,193.3,2.7,0.58001,5.5,65.1,5.3,66.5
2017-12-10,63.57377,18.9,6.6,79.9,8.0,4.5,11.6,970.7,0.0,239.7,8.0,1.41629,7.0,64.7,6.9,66.0
2017-12-11,56.59647,1.3,5.2,82.2,3.9,2.2,5.6,977.5,1.3,165.7,5.3,0.91926,5.8,65.0,5.7,66.3
2017-12-12,60.60976,3.7,6.3,85.1,6.0,2.0,9.7,996.3,0.4,268.7,3.7,0.67226,5.1,65.2,4.9,66.6
2017-12-13,61.52044,4.5,7.0,84.1,8.1,4.4,10.0,990.6,-0.2,280.0,8.1,1.09379,7.1,65.0,7.0,66.4
2017-12-14,59.49778,4.2,5.7,77.9,6.0,4.5,7.1,985.7,-1.0,292.0,8.9,1.45478,6.0,65.2,6.0,66.6
2017-12-15,64.78646,4.3,6.0,80.8,6.3,3.2,7.9,994.7,0.0,303.7,6.1,1.15915,5.9,65.3,5.9,66.6
2017-12-16,56.27681,1.5,5.8,81.6,5.7,2.7,8.1,1011.0,0.2,308.8,3.6,0.86196,5.2,65.5,5.2,66.9
2017-12-17,56.31589,1.0,8.3,93.1,9.2,6.7,10.5,1013.7,1.1,268.0,4.6,0.42387,6.7,65.3,6.7,66.8
2017-12-18,53.1567,0.0,7.5,93.3,7.5,4.7,10.1,1018.4,1.6,131.0,2.1,0.29915,7.7,65.3,7.6,66.7
2017-12-19,52.12667,0.1,8.0,93.9,8.4,5.7,10.9,1023.9,0.8,212.9,2.3,0.26954,6.4,65.5,6.3,67.0
2017-12-20,54.79359,0.4,9.3,100.0,9.8,9.4,10.2,1025.4,2.0,265.5,3.4,0.02437,8.5,65.2,8.6,66.7
2017-12-21,54.12613,0.1,9.0,97.2,9.8,8.9,10.7,1026.7,1.4,264.5,4.2,0.20152,9.2,65.1,9.2,66.6
2017-12-22,54.81024,1.9,9.5,99.9,10.2,8.5,11.1,1025.1,1.4,281.9,3.1,0.02266,9.7,65.0,9.7,66.6
2017-12-23,52.35739,0.2,8.5,100.0,8.5,8.2,8.9,1024.2,1.2,254.0,2.6,0.03314,9.5,65.1,9.5,66.8
2017-12-24,55.9303,1.0,8.8,99.5,9.1,8.0,10.1,1014.1,1.5,237.2,5.5,0.06163,9.3,65.1,9.3,66.8
2017-12-25,58.6581,7.9,8.0,91.4,8.8,4.3,11.3,994.8,-0.3,236.8,7.2,0.56487,9.3,65.1,9.3,66.9
2017-12-26,66.70695,13.1,6.4,84.5,6.6,3.6,9.5,980.4,-1.5,255.6,6.6,0.93617,7.4,65.4,7.4,67.1
2017-12-27,61.39728,5.2,4.8,74.3,4.3,2.5,5.9,986.6,0.2,325.0,6.6,1.41463,6.2,65.6,6.2,67.2
2017-12-28,57.36688,1.6,5.4,81.2,4.6,1.8,8.3,993.7,-0.2,224.2,2.5,0.65297,4.9,65.8,4.8,67.4
2017-12-29,58.79429,11.5,7.6,85.5,9.1,6.7,12.1,988.3,1.2,252.7,7.8,1.07067,6.7,65.7,6.6,67.2
2017-12-30,60.11345,11.8,10.1,97.4,11.5,8.9,12.3,988.6,0.6,241.4,7.8,0.84542,9.0,65.3,9.0,67.1
2017-12-31,58.54405,3.9,7.8,86.9,9.1,6.0,12.3,985.9,0.3,247.4,8.5,0.96329,9.2,65.2,9.2,67.0
