timestamp,2021-01-04 16:36:30
site-id,LIZRD
site-name,The Lizard
PRECIPITATION_LEVEL2_TOTAL,Total precipitation,mm,228.1
parameter-id,COSMOS_VWC_1DAY,PRECIPITATION_LEVEL2_TOTAL,Q_LEVEL2_MEAN,RH_LEVEL2_MEAN,TA_LEVEL2_MEAN,TA_LEVEL2_MIN,TA_LEVEL2_MAX,PA_LEVEL2_MEAN,RN_LEVEL2_TOTAL,WD_LEVEL2_MEAN,WS_LEVEL2_MEAN,PE_LEVEL2,TDT1_TSOIL_LEVEL2_MEAN,TDT1_VWC_LEVEL2_MEAN,TDT2_TSOIL_LEVEL2_MEAN,TDT2_VWC_LEVEL2_MEAN,SWE_CRNS_1DAY,ALBEDO_DAILY_MEAN
2020-12-22,60.8,3.1,10.3,99.7,11.5,11.1,11.9,1000.2,0.4,227.7,5.2,0.1,10.6,65.0,10.6,64.7,,0.087
2020-12-23,65.1,16.9,9.3,97.6,10.2,7.0,11.8,991.6,1.0,245.0,6.4,0.3,10.6,65.0,10.6,64.8,,0.089
2020-12-24,56.9,0.3,5.5,76.8,5.8,2.1,7.9,1017.0,-2.4,4.3,5.6,1.0,8.1,65.4,8.0,65.0,,0.134
2020-12-25,60.4,0.5,5.4,83.5,4.1,0.4,6.7,1024.0,-0.6,318.6,2.0,0.6,5.8,65.7,5.6,65.6,,0.117
2020-12-26,67.2,3.0,8.5,97.0,8.9,5.4,10.4,1008.7,0.9,262.8,8.1,0.2,7.2,65.6,7.2,65.4,,0.106
2020-12-27,65.9,14.9,6.6,86.1,6.6,3.9,10.1,970.6,-0.3,289.0,8.2,0.8,7.7,65.5,7.6,65.2,,0.135
2020-12-28,64.2,9.2,6.2,84.8,6.1,4.3,7.9,968.8,-0.6,319.1,8.1,0.8,6.3,65.7,6.2,65.4,,0.104
2020-12-29,65.6,11.3,6.1,89.3,5.0,3.4,6.5,985.5,-1.0,335.2,5.2,0.5,5.8,65.8,5.7,65.6,,0.163
2020-12-30,68.0,10.2,6.2,92.4,4.8,1.8,8.9,994.1,-1.2,317.3,3.1,0.3,5.4,65.9,5.3,65.6,,0.11
2020-12-31,63.9,4.1,5.1,91.5,2.1,-0.5,6.3,997.3,1.8,347.5,2.4,0.7,4.6,66.0,4.5,65.6,,0.132
