timestamp,2021-01-04 16:36:30
site-id,LIZRD
site-name,The Lizard
PRECIPITATION_LEVEL2_TOTAL,Total precipitation,mm,228.1
parameter-id,COSMOS_VWC_1DAY,PRECIPITATION_LEVEL2_TOTAL,Q_LEVEL2_MEAN,RH_LEVEL2_MEAN,TA_LEVEL2_MEAN,TA_LEVEL2_MIN,TA_LEVEL2_MAX,PA_LEVEL2_MEAN,RN_LEVEL2_TOTAL,WD_LEVEL2_MEAN,WS_LEVEL2_MEAN,PE_LEVEL2,TDT1_TSOIL_LEVEL2_MEAN,TDT1_VWC_LEVEL2_MEAN,TDT2_TSOIL_LEVEL2_MEAN,TDT2_VWC_LEVEL2_MEAN,SWE_CRNS_1DAY,ALBEDO_DAILY_MEAN
parameter-name,COSMOS sensor VWC,Total precipitation,Mean absolute humidity (1 day),Mean relative humidity (1 day),Mean air temperature (1 day),Min air temperature (1 day),Max air temperature (1 day),Mean atmospheric pressure (1 day),Total net radiation (1 day),Mean wind direction (1 day),Mean wind speed (1 day),Potential evaporation (1 day),Mean TDT 1 soil temperature (1 day),Mean TDT 1 soil VWC (1 day),Mean TDT 2 soil temperature (1 day),Mean TDT 2 soil VWC (1 day),Snow water equivalent (only given on snow days),Daily mean albedo value (swout/swin)
parameter-units,%,mm,gm-3,%,Deg Celsius,Deg Celsius,Deg Celsius,hPa,MJday-1,Deg Celsius,ms-1,mm,Deg Celsius,%,Deg Celsius,%,mm,Unitless
2020-12-01,54.1,0.0,7.5,87.5,8.6,6.7,10.5,1017.9,0.3,354.3,2.3,0.6,9.1,65.2,9.0,64.9,,0.125
2020-12-02,57.7,0.0,7.5,88.2,8.4,6.9,10.5,1009.9,-0.2,304.2,3.1,0.6,8.6,65.2,8.5,65.0,,0.117
2020-12-03,57.6,12.6,6.7,91.1,6.1,3.7,8.3,980.1,-0.5,289.4,5.7,0.5,8.0,65.3,7.9,65.1,,0.122
2020-12-04,57.2,7.2,5.4,79.5,4.9,3.5,7.1,973.5,-1.1,315.2,5.1,0.9,6.1,65.6,6.0,65.2,,0.138
2020-12-05,62.5,11.9,6.4,87.9,5.9,2.4,8.1,981.1,-1.7,354.5,6.0,0.5,6.4,65.6,6.4,65.4,,0.128
2020-12-06,58.5,0.0,5.9,87.6,4.9,2.1,9.2,992.9,-1.4,0.7,1.7,0.5,5.2,65.8,5.1,65.4,,0.125
2020-12-07,57.8,3.6,5.9,85.9,5.0,1.4,7.7,987.6,-1.6,67.9,3.2,0.5,5.5,65.7,5.4,65.4,,0.11
2020-12-08,59.6,2.2,6.0,87.5,5.0,2.6,8.2,996.7,-0.3,315.0,3.1,0.6,4.6,66.0,4.5,65.5,,0.135
2020-12-09,67.7,21.2,7.2,87.6,7.7,4.6,10.8,994.7,-0.9,256.1,4.7,0.4,5.4,65.8,5.4,65.5,,0.116
2020-12-10,66.9,5.7,8.9,95.3,9.9,8.7,11.6,985.9,1.7,272.5,5.6,0.4,7.7,65.5,7.7,65.1,,0.117
2020-12-11,62.8,3.6,8.8,94.5,9.8,8.3,11.2,978.8,0.2,281.6,5.9,0.3,8.8,65.3,8.8,65.0,,0.121
2020-12-12,61.9,0.8,6.4,81.2,7.4,5.8,9.4,994.7,-1.4,291.4,4.1,0.8,7.4,65.5,7.3,65.0,,0.134
2020-12-13,64.8,7.3,9.9,97.2,11.2,8.1,12.2,987.1,0.1,200.7,7.3,0.1,8.4,65.3,8.4,65.2,,0.083
2020-12-14,59.8,1.7,8.1,85.4,10.1,7.7,11.3,986.9,-2.4,225.2,6.4,0.6,8.8,65.3,8.8,65.1,,0.112
2020-12-15,62.7,3.7,7.8,85.0,9.6,8.3,10.9,991.5,-1.2,201.7,6.3,0.7,8.0,65.4,8.0,65.0,,0.142
2020-12-16,63.2,15.8,8.2,90.2,9.5,7.8,10.9,992.4,-0.9,226.6,5.2,0.4,8.6,65.3,8.6,65.2,,0.111
2020-12-17,64.2,3.7,9.3,93.9,10.7,8.5,12.0,1001.7,-0.2,213.9,6.5,0.3,8.5,65.4,8.5,65.0,,0.118
2020-12-18,70.3,25.7,10.5,98.8,12.0,10.4,12.5,993.8,0.0,196.2,7.8,0.0,10.3,65.1,10.3,64.9,,0.069
2020-12-19,65.5,2.1,7.9,85.4,9.8,8.1,11.3,992.8,-1.6,232.6,6.9,0.8,9.4,65.2,9.4,64.9,,0.134
2020-12-20,68.7,11.4,7.6,86.6,8.9,7.7,9.9,1001.5,-0.8,233.9,5.2,0.7,8.3,65.3,8.2,65.2,,0.119
2020-12-21,73.3,14.4,10.6,99.6,12.0,10.1,12.4,995.5,0.4,232.4,7.8,0.0,9.7,65.2,9.7,65.2,,0.08
