timestamp,2020-12-01 16:59:04
site-id,LIZRD
site-name,The Lizard
PRECIPITATION_LEVEL2_TOTAL,Total precipitation,mm,68.5
parameter-id,COSMOS_VWC_1DAY,PRECIPITATION_LEVEL2_TOTAL,Q_LEVEL2_MEAN,RH_LEVEL2_MEAN,TA_LEVEL2_MEAN,TA_LEVEL2_MIN,TA_LEVEL2_MAX,PA_LEVEL2_MEAN,RN_LEVEL2_TOTAL,WD_LEVEL2_MEAN,WS_LEVEL2_MEAN,PE_LEVEL2,TDT1_TSOIL_LEVEL2_MEAN,TDT1_VWC_LEVEL2_MEAN,TDT2_TSOIL_LEVEL2_MEAN,TDT2_VWC_LEVEL2_MEAN,SWE_CRNS_1DAY,ALBEDO_DAILY_MEAN
parameter-name,COSMOS sensor VWC,Total precipitation,Mean absolute humidity (1 day),Mean relative humidity (1 day),Mean air temperature (1 day),Min air temperature (1 day),Max air temperature (1 day),Mean atmospheric pressure (1 day),Total net radiation (1 day),Mean wind direction (1 day),Mean wind speed (1 day),Potential evaporation (1 day),Mean TDT 1 soil temperature (1 day),Mean TDT 1 soil VWC (1 day),Mean TDT 2 soil temperature (1 day),Mean TDT 2 soil VWC (1 day),Snow water equivalent (only given on snow days),Daily mean albedo value (swout/swin)
parameter-units,%,mm,gm-3,%,Deg Celsius,Deg Celsius,Deg Celsius,hPa,MJday-1,Deg Celsius,ms-1,mm,Deg Celsius,%,Deg Celsius,%,mm,Unitless
2020-11-01,61.4,1.4,11.5,95.3,14.0,11.7,14.8,992.0,1.3,218.8,8.7,0.4,12.4,64.2,12.4,63.8,,0.096
2020-11-02,58.6,5.4,8.2,78.3,11.4,8.3,14.8,998.6,3.0,253.9,8.1,1.8,12.3,64.4,12.2,63.7,,0.13
2020-11-03,62.8,3.2,6.5,77.9,8.1,5.8,10.3,1012.1,1.0,293.5,5.8,1.4,9.8,64.9,9.7,64.2,,0.13
2020-11-04,57.3,0.1,6.2,82.5,6.7,3.7,11.5,1024.1,2.8,30.8,2.5,1.4,8.5,65.2,8.3,64.5,,0.132
2020-11-05,57.7,0.0,6.9,85.1,7.7,3.6,11.3,1026.3,-0.2,67.1,3.6,0.9,7.8,65.4,7.7,64.6,,0.129
2020-11-06,54.5,0.0,8.6,83.7,11.3,9.6,12.4,1012.0,0.0,103.6,7.2,1.0,9.0,65.2,8.9,64.4,,0.125
2020-11-07,59.8,11.9,10.7,94.7,12.9,12.2,14.0,1004.6,0.7,111.6,5.3,0.3,10.7,64.8,10.7,64.4,,0.116
2020-11-08,58.1,1.9,10.9,97.0,12.9,11.9,13.6,1004.9,2.0,148.4,4.0,0.3,11.9,64.5,11.9,64.2,,0.103
2020-11-09,60.2,6.6,10.7,96.4,12.7,11.3,13.8,1004.9,1.6,188.7,4.8,0.4,12.2,64.4,12.1,64.0,,0.106
2020-11-10,63.2,0.0,9.6,93.0,11.4,9.8,12.7,1012.0,1.8,223.4,3.3,0.7,11.7,64.5,11.7,64.1,,0.12
2020-11-11,58.6,2.2,9.8,90.6,12.2,10.6,13.2,1002.1,-0.7,201.2,7.7,0.6,11.6,64.6,11.6,64.3,,0.107
2020-11-12,62.3,0.3,8.5,83.2,11.3,9.2,12.8,1003.0,1.5,221.3,6.1,1.3,10.6,64.8,10.5,64.2,,0.13
2020-11-13,56.2,2.1,8.1,82.2,10.8,9.3,12.4,1000.9,1.7,229.9,4.8,1.2,10.7,64.8,10.6,64.4,,0.127
2020-11-14,57.7,5.7,10.6,94.7,12.7,11.2,13.5,992.0,-0.9,205.0,7.3,0.2,11.3,64.6,11.3,64.5,,0.08
2020-11-15,59.7,8.1,8.1,84.6,10.2,7.2,12.2,987.5,0.2,258.0,8.8,1.1,10.5,64.8,10.5,64.4,,0.144
2020-11-16,58.3,0.1,8.7,84.3,11.5,10.0,12.5,1006.2,0.3,257.2,7.2,1.0,10.2,64.8,10.2,64.5,,0.115
2020-11-17,56.6,0.0,9.8,89.5,12.5,12.3,12.8,1009.8,1.4,211.4,6.0,0.7,11.2,64.7,11.2,64.3,,0.109
2020-11-18,55.0,3.2,8.9,85.9,11.4,8.7,13.6,1007.1,-0.5,246.1,7.5,0.9,11.4,64.7,11.3,64.3,,0.093
2020-11-19,58.8,0.1,6.1,69.8,8.8,6.7,10.2,1022.5,-0.1,304.4,5.0,1.6,9.3,65.0,9.2,64.7,,0.13
2020-11-20,61.6,2.2,8.5,89.2,10.2,8.7,11.5,1023.4,1.3,253.9,4.6,0.7,9.3,65.1,9.3,64.7,,0.113
2020-11-21,57.6,0.1,8.8,86.6,11.2,10.6,11.7,1018.1,0.4,247.0,5.6,0.8,10.0,65.0,10.0,64.5,,0.111
