"Plot_ID","Species_richness","Species_diversity","Sitecode","Year","Eastings","Northings","Date","BAP_broad","BAP_priority","NVC_FIRST","Light","Wetness","pH","Fertility","Competition","Stress","Ruderals","NVC_subgroup","NVC_group","NVC_habitat","Vegetation_height","STD_HEIGHT","Litter","Bare_ground"
"26",12,0.87468982630273,"B25",2018,337101,299301,2018-07-26,"Dwarf Shrub Heath","Upland Heathland","H12a:61.92",6,5.7,2,2.2,2.74,3.26,1,"H12a","H12","H",15.52,4.91697739131132,25,0
"27",32,0.94849220805505,"B25",2018,337281,299351,2018-07-25,"Fen, Marsh And Swamp","Upland Flushes, Fens and Swamps","M23:33.58",7.1,6.9,4.6,3.4,2.73,3.2,2.27,"M23","M23","M",16.8,16.3878766165724,24,0
"28",7,0.834653004191896,"B25",2018,337201,299801,2018-07-25,"Dwarf Shrub Heath","Upland Heathland","H12a:51.79",6.3,5.9,2,2,2.93,3.07,1,"H12a","H12","H",41.96,9.35182691599169,25,0
"29",17,0.934659154676663,"B25",2018,337201,299901,2018-07-25,"Acid Grassland","Lowland Acid Grassland","U4d:48.02",6.9,6.7,3.9,3.4,3.09,2.77,1.5,"U4d","U4","U",16.68,7.1281133548787,24,0
"30",15,0.898128078817734,"B25",2018,337221,299981,2018-07-25,"Fen, Marsh And Swamp","Upland Flushes, Fens and Swamps","M6c:41.98",6.9,6.8,3.8,3.5,3.38,2.62,1.31,"M6c","M6","M",11.52,4.54716028601001,25,6
"31",1,0,"B25",2018,336501,300001,2018-07-24,"Dwarf Shrub Heath","Upland Heathland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,0,0,0
"32",11,0.851540616246499,"B25",2018,336501,300101,2018-07-24,"Dwarf Shrub Heath","Upland Heathland","H12a:63.11",6.1,5.9,2,2.1,2.88,3.1,1.02,"H12a","H12","H",21.67,6.84224013024974,8,1
"33",12,0.889523570397339,"B25",2018,336701,300101,2018-07-24,"Dwarf Shrub Heath","Upland Heathland","H12a:68.00",6.3,5.6,2,2.4,2.53,3.47,1,"H12a","H12","H",23,9.52190457139047,25,0
"34",11,0.831354983202688,"B25",2018,336901,300301,2018-07-24,"Dwarf Shrub Heath","Upland Heathland","H12a:58.32",6,6,2.1,2.1,2.98,3.02,1.04,"H12a","H12","H",28.06,13.435276947896,12,0
"35",5,0.639976621858562,"B25",2018,337101,300601,2018-07-24,"Dwarf Shrub Heath","Upland Heathland","H8a:46.62",7,5.6,2.6,2,2.62,3.38,1,"H8a","H8","H",37.92,7.47172447743268,20,15
"36",14,0.887358684480987,"B25",2018,336801,300601,2018-07-24,"Dwarf Shrub Heath","Upland Heathland","H8a:47.43",6.9,5.3,2.1,2.1,2.34,3.66,1,"H8a","H8","H",12.56,4.63752807718365,20,25
"37",15,0.91208673250322,"B25",2018,336601,300801,2018-07-26,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W23a:45.49",6,5.1,3.9,3.9,3.16,2.8,2.58,"W23a","W23","W",6.52,5.73817624918115,25,5
"38",8,0.795698924731183,"B25",2018,336801,300901,2018-07-26,"Dwarf Shrub Heath","Upland Heathland","H12a:55.05",6.4,5.9,2.1,2.1,3.17,2.83,1,"H12a","H12","H",53.4,10.7315733546702,24,0
"39",11,0.845658263305322,"B25",2018,337001,300801,2018-07-26,"Acid Grassland","Lowland Acid Grassland","U2b:54.18",6.1,5.6,2,2.4,2.55,3.42,1.02,"U2b","U2","U",17.68,3.22386931083339,1,0
"40",10,0.875785207700101,"B25",2018,337101,301001,2018-07-25,"Dwarf Shrub Heath","Upland Heathland","H12a:65.86",6.4,5.6,2,2,2.59,3.41,1,"H12a","H12","H",25.74,8.56241788281791,1,0
"41",7,0.753505201266395,"B25",2018,337001,301201,2018-07-25,"Bracken","Not a priority habitat","W10d:44.84",6,5.3,3.1,3.1,4.47,1.53,1.02,"W10d","W10","W",73.08,42.2403046074875,25,0
"42",18,0.873640248640249,"B25",2018,336901,301301,2018-07-25,"Bracken","Not a priority habitat","W16:45.64",6,5.3,3.8,3.9,4.02,1.97,1.02,"W16","W16","W",46.5,41.6238112943381,25,3
"43",16,0.921709505498212,"B25",2018,337901,301001,2018-07-26,"Acid Grassland","Lowland Acid Grassland","U4a:56.69",6.8,5.1,4.4,3.4,2.24,3.71,2.09,"U4a","U4","U",10.1,2.41091269024824,25,0
"44",5,0.794430794430794,"B25",2018,338001,301101,2018-07-26,"Acid Grassland","Lowland Acid Grassland","U2b:52.17",6.1,5.7,2,2,2.67,3.33,1,"U2b","U2","U",17.64,7.59319871112739,5,0
"45",10,0.864671101256467,"B25",2018,337501,300801,2018-07-25,"Bracken","Not a priority habitat","U20a:50.22",6.3,5.3,3.7,3.1,1.8,4.18,1.81,"U20a","U20","U",12.54,17.2306171295943,25,0
"46",12,0.867551133222775,"B25",2018,337601,300801,2018-07-24,"Dwarf Shrub Heath","Upland Heathland","H12a:58.46",6.2,6,2.1,2.1,2.87,3.13,1,"H12a","H12","H",26.52,11.5004347743901,22,0
"47",15,0.894612429823697,"B25",2018,337701,300701,2018-07-25,"Dwarf Shrub Heath","Upland Heathland","H12a:61.07",6.7,6,2,2,2.93,3.05,1.02,"H12a","H12","H",37.68,15.4770529063729,25,0
"48",11,0.873202614379085,"B25",2018,337801,300701,2018-07-24,"Dwarf Shrub Heath","Upland Heathland","H12a:63.16",6.5,5.9,2,2.1,2.86,3.05,1.09,"H12a","H12","H",39.76,15.3059901128066,25,0
"49",11,0.883876937312052,"B25",2018,337901,300501,2018-07-24,"Dwarf Shrub Heath","Upland Heathland","H12a:53.08",6.1,5.8,2,2.1,2.77,3.13,1.1,"H12a","H12","H",14.52,9.38136450629651,12,7
"50",12,0.847995889003083,"B25",2018,337601,300501,2018-07-25,"Dwarf Shrub Heath","Upland Heathland","H12a:59.09",6.3,5.7,2,2.1,2.68,3.3,1.02,"H12a","H12","H",27.84,8.61771431413226,25,0
"2",7,0.791510611735331,"B26",2011,490420.9541,141359.25659,2011-09-07,"Dwarf Shrub Heath","Lowland Heathland","H8a:33.46",6.7,5,2.3,2.3,2.86,3.14,1,"H8a","H8","H",7.82,7.87252606643298,25,4
"6",8,0.83406007751938,"B26",2011,490396.94246,141506.75185,2011-09-08,"Fen, Marsh And Swamp","Fen, Marsh and Swamp","M21:50.63",7.7,8.3,2.8,1.3,2.36,3.64,1,"M21","M21","M",9.6,2.97559517855952,25,0
"7",8,0.816866552446221,"B26",2011,490500.39159,141240.60256,2011-09-07,"Dwarf Shrub Heath","Lowland Heathland","H8a:38.66",6.9,5,2.1,2.1,2.36,3.64,1,"H8a","H8","H",11.72,8.31048534483195,25,9
"13",5,0.733082706766917,"B26",2011,490075.93026,140775.22954,2011-09-06,"Dwarf Shrub Heath","Lowland Heathland","H1e:36.76",7,6,2,2,3,3,1,"H1e","H1","H",4.76,5.03967591550621,23,12
"16",15,0.893068432671082,"B26",2011,490268.49048,140824.10916,2011-09-08,"Fen, Marsh And Swamp","Fen, Marsh and Swamp","M21:53.59",7.5,7.7,2.4,1.6,2.55,3.43,1.03,"M21","M21","M",12.1,4.84553058670221,25,8
"18",12,0.88026496687914,"B26",2011,490656.45219,141298.91509,2011-09-07,"Dwarf Shrub Heath","Lowland Heathland","H2c:58.14",7.1,6.4,2.3,2.2,3.3,2.7,1,"H2c","H2","H",12.1,9.35358079476574,20,6
"19",3,0.435294117647059,"B26",2011,489865.238,140737.245,2011-09-07,"Broadleaved, Mixed And Yew Woodland","Wet Woodland","W4a:16.93",5,6,5,5,NA,NA,NA,"W4a","W4","W",2.3,0.98952850725316,25,12
"20",6,0.721518987341772,"B26",2011,490477.18105,140979.79199,2011-09-07,"Dwarf Shrub Heath","Lowland Heathland","H2c:52.40",7,5.5,2,2,2.5,3.5,1,"H2c","H2","H",3.88,1.51575063912241,1,8
"21",9,0.84628595963933,"B26",2011,490190.42878,141470.66554,2011-09-07,"Fen, Marsh And Swamp","Fen, Marsh and Swamp","M21b:66.88",7.9,8.6,2.6,1.1,2.17,3.83,1,"M21b","M21","M",14.02,3.79000879506455,22,0
"24",9,0.84932785660941,"B26",2011,490865.84046,139855.74599,2011-09-07,"Dwarf Shrub Heath","Lowland Heathland","H9d:35.24",6.3,5,2.1,2.8,2.02,3.97,1.02,"H9d","H9","H",7.12,3.60636012252428,24,4
"25",6,0.820101577118417,"B26",2011,490657.82833,140888.74419,2011-09-08,"Dwarf Shrub Heath","Lowland Heathland","H2c:58.39",7,6.6,2.8,2.5,3.48,2.52,1,"H2c","H2","H",25.3,22.7073776557312,25,2
"26",7,0.816969696969697,"B26",2011,491045.22928,140096.82326,2011-09-08,"Dwarf Shrub Heath","Lowland Heathland","H2c:43.01",7.2,5.3,1.8,2,2.28,3.72,1,"H2c","H2","H",8.44,4.8354593025551,21,5
"27",6,0.805599104143337,"B26",2011,490741.50123,139985.93924,2011-09-07,"Dwarf Shrub Heath","Lowland Heathland","H2a:40.89",6.7,5.1,2.1,2.3,2.09,3.91,1,"H2a","H2","H",8.06,6.37266297032358,21,4
"29",5,0.788461538461538,"B26",2011,490263.56073,140144.12175,2011-09-07,"Dwarf Shrub Heath","Lowland Heathland","H8a:38.54",7,5.6,2,2,2.63,3.38,1,"H8a","H8","H",7.14,3.28354483244354,25,15
"30",9,0.862665112665113,"B26",2011,490597.34831,141428.33897,2011-09-07,"Fen, Marsh And Swamp","Fen, Marsh and Swamp","M21:56.97",8,8.8,2.2,1,2.04,3.96,1,"M21","M21","M",7.6,1.89296944860009,19,18
"35",4,0.754320987654321,"B26",2011,490120.76859,140065.82691,2011-09-07,"Dwarf Shrub Heath","Lowland Heathland","H1e:36.76",7,6,2,2,3,3,1,"H1e","H1","H",5.88,4.03959568933988,25,13
"36",5,0.768067226890756,"B26",2011,490473.73662,140157.12777,2011-09-08,"Dwarf Shrub Heath","Lowland Heathland","H2c:48.19",7.1,5.1,1.9,2,2.11,3.89,1,"H2c","H2","H",7.98,3.82284797849282,25,11
"40",6,0.76703552708212,"B26",2011,491050.27662,140348.21313,2011-09-07,"Dwarf Shrub Heath","Lowland Heathland","H1e:34.25",7,6,2,2,2.98,3.02,1,"H1e","H1","H",4.86,2.07926268983343,24,17
"42",5,0.746374829001368,"B26",2011,490207.8755,140239.0895,2011-09-07,"Dwarf Shrub Heath","Lowland Heathland","H2c:36.89",7,5.9,2,2,2.86,3.14,1,"H2c","H2","H",11.74,5.14805788623244,25,1
"44",11,0.873428474345906,"B26",2011,490554.56283,139947.46225,2011-09-07,"Dwarf Shrub Heath","Lowland Heathland","H2:47.38",6.9,5.1,2.2,2.2,2.49,3.51,1,"H2","H2","H",25.64,23.466518702185,20,1
"45",5,0.652459016393443,"B26",2011,489879.815,141189.832,2011-09-07,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","U16c:30.08",6,5,2,3,2,4,1,"U16c","U16","U",4.44,1.40919598826186,25,0
"46",7,0.838090551181102,"B26",2011,490964.2841,140401.59528,2011-09-07,"Dwarf Shrub Heath","Lowland Heathland","H2c:49.30",7.2,5.9,1.8,2,2.92,3.08,1,"H2c","H2","H",8.88,3.59768444048854,21,17
"48",5,0.794738663897542,"B26",2011,490371.6478,140399.79328,2011-09-08,"Dwarf Shrub Heath","Lowland Heathland","H2c:35.43",7,5.9,2,2,2.88,3.12,1,"H2c","H2","H",7.38,3.92449572132098,25,14
"49",7,0.78092959671907,"B26",2011,490747.16167,140306.19351,2011-09-07,"Dwarf Shrub Heath","Lowland Heathland","H2c:40.89",7.3,5.6,2.7,2.3,2.92,3.08,1,"H2c","H2","H",5.42,6.35196819891284,22,8
"51",8,0.827518427518428,"B26",2011,490579.99267,141561.69666,2011-09-07,"Dwarf Shrub Heath","Lowland Heathland","M16a:42.72",7.5,7.1,2.1,1.5,2.49,3.51,1,"M16a","M16","M",5.64,1.84571575998762,9,20
"52",8,0.799435028248588,"B26",2011,490556.84554,140377.44462,2011-09-07,"Dwarf Shrub Heath","Lowland Heathland","H2c:50.18",6.8,6.9,2.7,2.2,2.65,3.34,1.03,"H2c","H2","H",20.08,22.3316292882241,25,3
"56",5,0.749886928991407,"B26",2011,490428.50363,140606.05809,2011-09-08,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","H9a:38.31",6,5,2.8,3,4.5,1.5,1,"H9a","H9","H",7.42,12.3665206640079,25,0
"57",11,0.833818675985246,"B26",2011,490179.22034,141331.49384,2011-09-07,"Fen, Marsh And Swamp","Fen, Marsh and Swamp","M21b:49.21",7.3,8,2.7,1.7,2.74,3.26,1.01,"M21b","M21","M",17.22,5.46404917010575,25,0
"58",11,0.865520458483273,"B26",2011,491038.73173,140500.86083,2011-09-07,"Dwarf Shrub Heath","Lowland Heathland","H2a:44.63",7,5.1,2.1,2.1,2.15,3.85,1,"H2a","H2","H",5.94,3.69492895736846,25,16
"60",8,0.830396200474941,"B26",2011,489874.0793,141096.46017,2011-09-07,"Dwarf Shrub Heath","Lowland Heathland","H2c:40.15",7,5.8,2,2,2.86,3.14,1,"H2c","H2","H",7.52,2.83019433961698,25,5
"61",11,0.880719411052092,"B26",2011,490169.92868,140850.25748,2011-09-08,"Fen, Marsh And Swamp","Fen, Marsh and Swamp","M21:47.96",7.5,7.8,2.5,1.6,2.56,3.44,1,"M21","M21","M",11.3,3.93170870402848,25,0
"62",8,0.810745614035088,"B26",2011,489988.30415,140714.9628,2011-09-06,"Dwarf Shrub Heath","Lowland Heathland","H2:32.79",7,5.2,2.1,2,2.23,3.77,1,"H2","H2","H",4.8,3.29772648956823,24,14
"63",7,0.846548188653452,"B26",2011,490510.7424,140875.56132,2011-09-08,"Dwarf Shrub Heath","Lowland Heathland","H2c:46.05",7.1,5.6,1.9,2,2.56,3.44,1,"H2c","H2","H",6.32,3.29734741875951,25,7
"65",7,0.83099173553719,"B26",2011,490705.85994,140086.49852,2011-09-07,"Dwarf Shrub Heath","Lowland Heathland","H2c:47.62",7.1,5.8,2,2,2.76,3.24,1,"H2c","H2","H",7.68,3.81302592000981,15,2
"66",8,0.842915642915643,"B26",2011,490900.62412,140122.90395,2011-09-08,"Dwarf Shrub Heath","Lowland Heathland","H2a:47.98",7.1,5.5,1.7,2.4,2.56,3.44,1,"H2a","H2","H",7.46,5.84864656708427,22,21
"68",6,0.814949431099874,"B26",2011,490928.71439,140528.37737,2011-09-07,"Dwarf Shrub Heath","Lowland Heathland","H2c:46.59",7.1,5.8,1.9,2,2.82,3.18,1,"H2c","H2","H",5.34,3.07787805693035,25,15
"69",4,0.705939629990263,"B26",2011,491214.29058,139967.34878,2011-09-08,"Dwarf Shrub Heath","Lowland Heathland","H2a:40.24",7,6,2,2,3,3,1,"H2a","H2","H",39.84,9.91917335265394,7,0
"2",9,0.867523124357657,"B26",2015,490420.9541,141359.25659,2015-07-28,"Dwarf Shrub Heath","Lowland Heathland","H8a:34.88",6.9,5.3,2.1,2.1,2.74,3.26,1,"H8a","H8","H",11.78,10.0737695691997,25,2
"3",13,0.889350241274829,"B26",2015,490929.16874,140855.85474,2015-07-28,"Dwarf Shrub Heath","Lowland Heathland","H2a:46.68",6.6,5.1,2.1,2.4,2.06,3.94,1.02,"H2a","H2","H",6.78,4.83924925306946,25,3
"6",12,0.881375035221189,"B26",2015,490396.94246,141506.75185,2015-07-28,"Fen, Marsh And Swamp","Lowland Fens","M21:70.57",7.7,8.3,2.5,1.3,2.47,3.53,1,"M21","M21","M",9.76,2.34574082114798,25,1
"7",17,0.912506709608159,"B26",2015,490500.39159,141240.60256,2015-07-28,"Dwarf Shrub Heath","Lowland Heathland","H2:49.04",6.9,5.4,2.2,2.2,2.83,3.17,1,"H2","H2","H",20.92,10.3879738159085,21,3
"8",13,0.879546809779368,"B26",2015,491335,140037,2015-07-29,"Dwarf Shrub Heath","Lowland Heathland","H2a:46.45",7,5.2,2,2,2.17,3.83,1,"H2a","H2","H",13.34,6.21107881128552,25,1
"11",15,0.891995947315096,"B26",2015,491475.73691,141051.471566,2015-07-29,"Dwarf Shrub Heath","Lowland Heathland","H2a:34.31",7,5.9,2.2,2.2,3.11,2.89,1,"H2a","H2","H",24.88,13.454615069435,25,2
"12",12,0.887398024903392,"B26",2015,491349.78703,140470.996542,2015-07-29,"Bracken","Not a priority habitat","U20b:53.91",6.6,5.1,2.5,2.4,2.97,3.02,1.02,"U20b","U20","U",19.02,7.46167988235,19,0
"13",9,0.819009900990099,"B26",2015,490075.93026,140775.22954,2015-07-28,"Dwarf Shrub Heath","Lowland Heathland","H1e:26.18",7,6,2,2,3,3,1,"H1e","H1","H",8.56,8.6002906927615,4,4
"14",0,1,"B26",2015,490017.30643,140297.69873,2015-07-29,"Broadleaved, Mixed And Yew Woodland","Wet Woodland","W4:21.43",6.9,5.4,4.7,3.3,3.26,2.74,1,"W4","W4","W",250,0,0,0
"16",21,0.90441493955095,"B26",2015,490268.49048,140824.10916,2015-07-28,"Fen, Marsh And Swamp","Lowland Fens","M21:47.22",7.4,8,2.9,1.7,2.64,3.32,1.08,"M21","M21","M",8.76,3.36996538063326,0,17
"18",13,0.885076252723312,"B26",2015,490656.45219,141298.91509,2015-07-28,"Dwarf Shrub Heath","Lowland Heathland","H2c:54.76",7.1,6.5,2.2,2.1,3.08,2.92,1,"H2c","H2","H",24.8,12.0657918651588,25,0
"20",7,0.805742574257426,"B26",2015,490477.18105,140979.79199,2015-07-28,"Dwarf Shrub Heath","Lowland Heathland","H2a:55.19",7.2,5.6,1.8,2,2.61,3.39,1,"H2a","H2","H",6.22,3.1559467676119,25,22
"21",9,0.868202310510003,"B26",2015,490190.42878,141470.66554,2015-07-28,"Fen, Marsh And Swamp","Lowland Fens","M21:66.21",8,8.6,2.1,1,2.05,3.95,1,"M21","M21","M",18.48,4.4287883971428,25,3
"24",13,0.875623035043325,"B26",2015,490865.84046,139855.74599,2015-07-29,"Dwarf Shrub Heath","Lowland Heathland","H9d:31.13",6.5,5.2,2.3,2.6,2.06,3.93,1.29,"H9d","H9","H",13.56,3.88458491991101,25,0
"26",17,0.921432441751638,"B26",2015,491045.22928,140096.82326,2015-07-29,"Dwarf Shrub Heath","Lowland Heathland","H2a:44.02",7.5,5.7,1.6,2,2.68,3.32,1,"H2a","H2","H",15.98,7.26217368744832,25,5
"27",19,0.907453416149068,"B26",2015,490741.501226,139985.939238,2015-07-29,"Dwarf Shrub Heath","Lowland Heathland","H2a:50.27",6.9,5.2,2,2.2,2.18,3.82,1.03,"H2a","H2","H",10.76,9.56678280998024,0,8
"29",11,0.886092715231788,"B26",2015,490263.56073,140144.12175,2015-07-29,"Dwarf Shrub Heath","Lowland Heathland","H2a:33.99",7,5.7,2,2,2.77,3.23,1,"H2a","H2","H",11.56,3.7089980677626,25,0
"30",11,0.864219114219114,"B26",2015,490597.34831,141428.33897,2015-07-28,"Fen, Marsh And Swamp","Lowland Fens","M21:67.50",7.9,8.8,2.1,1.1,2.25,3.75,1,"M21","M21","M",8.16,3.85875627631495,24,25
"35",11,0.852855543113102,"B26",2015,490120.76859,140065.82691,2015-07-29,"Dwarf Shrub Heath","Lowland Heathland","H1e:24.27",7,6,2,2,3,3,1.02,"H1e","H1","H",13.6,7.15308791129165,11,0
"36",13,0.877929819807614,"B26",2015,490473.736623,140157.127766,2015-07-29,"Dwarf Shrub Heath","Lowland Heathland","H2c:47.85",7.1,5.3,1.9,2,2.34,3.66,1,"H2c","H2","H",10.96,3.16859590355097,25,0
"37",14,0.894809415936176,"B26",2015,490330.40761,141312.28784,2015-07-28,"Dwarf Shrub Heath","Lowland Heathland","H2a:33.12",7,5.8,2.2,2.2,2.96,3.04,1,"H2a","H2","H",24.98,13.6324368083382,25,3
"38",12,0.870417193426043,"B26",2015,491469.759257,140904.117263,2015-07-29,"Dwarf Shrub Heath","Lowland Heathland","M15c:30.09",6.7,6.3,3,2.6,3.73,2.27,1.02,"M15c","M15","M",17.36,7.14218687331362,25,0
"40",15,0.911746031746032,"B26",2015,491050.27662,140348.21313,2015-07-29,"Dwarf Shrub Heath","Lowland Heathland","H2a:28.11",7,6,2,2,2.98,3.02,1,"H2a","H2","H",10.76,3.90277678924464,25,3
"42",9,0.844881244881245,"B26",2015,490207.8755,140239.0895,2015-07-29,"Dwarf Shrub Heath","Lowland Heathland","H2a:34.99",7,5.3,2.1,2.1,2.4,3.6,1,"H2a","H2","H",2.68,1.26556970043798,25,16
"44",12,0.884435261707989,"B26",2015,490554.56283,139947.46225,2015-07-29,"Dwarf Shrub Heath","Lowland Heathland","H2:58.75",7.1,5.4,2.2,2.2,2.6,3.4,1,"H2","H2","H",32.64,17.2816858745513,2,0
"45",7,0.692226335272343,"B26",2015,489879.815,141189.832,2015-07-30,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","H12a:35.19",6.7,5,4.1,3,2.71,3.29,1,"H12a","H12","H",36.48,41.7056850641093,25,0
"46",15,0.916483516483516,"B26",2015,490964.2841,140401.59528,2015-07-28,"Dwarf Shrub Heath","Lowland Heathland","H2a:38.50",7.1,5.9,1.9,2,2.93,3.07,1,"H2a","H2","H",16.5,14.0579159195095,25,12
"48",11,0.853548387096774,"B26",2015,490371.647803,140399.793276,2015-07-28,"Dwarf Shrub Heath","Lowland Heathland","H2a:43.10",7.2,6,1.8,2,2.99,3.01,1,"H2a","H2","H",18.48,10.9720098432329,24,4
"49",8,0.847069597069597,"B26",2015,490747.161666,140306.193508,2015-07-29,"Dwarf Shrub Heath","Lowland Heathland","H2c:38.22",7.3,5.6,2.5,2.2,2.82,3.18,1,"H2c","H2","H",12.32,22.2522845269124,25,18
"51",12,0.87024087024087,"B26",2015,490579.99267,141561.69666,2015-07-28,"Dwarf Shrub Heath","Lowland Heathland","M16a:43.06",7.6,7.3,2.2,1.4,2.42,3.58,1,"M16a","M16","M",10.16,3.05068298363935,25,24
"52",13,0.893806451612903,"B26",2015,490556.84554,140377.444615,2015-07-28,"Dwarf Shrub Heath","Lowland Heathland","H2c:45.74",7,5.7,2.4,2.3,2.66,3.34,1,"H2c","H2","H",20.92,19.7724977346482,25,6
"53",9,0.76123301985371,"B26",2015,490428.503628,140606.058089,2015-07-28,"Dwarf Shrub Heath","Lowland Heathland","H2:49.92",6.4,5.1,2,2.6,2.04,3.96,1,"H2","H2","H",11.54,4.38016361947055,25,0
"57",15,0.919502811482687,"B26",2015,490179.22034,141331.49384,2015-07-28,"Fen, Marsh And Swamp","Lowland Fens","M21b:60.56",7.5,8.1,2.7,1.6,2.43,3.57,1.01,"M21b","M21","M",12.54,3.59374456521328,25,12
"58",18,0.91972049689441,"B26",2015,491038.73173,140500.86083,2015-07-28,"Dwarf Shrub Heath","Lowland Heathland","H2a:41.99",7.1,5.5,2.5,2.3,2.65,3.35,1,"H2a","H2","H",16.64,14.930059164875,25,13
"59",17,0.886968788573444,"B26",2015,490829.02732,140860.98822,2015-07-28,"Dwarf Shrub Heath","Lowland Heathland","H2a:49.69",7.2,5.9,1.9,2,2.89,3.08,1.03,"H2a","H2","H",40.04,14.8295313479557,24,3
"60",10,0.847796544360318,"B26",2015,489874.0793,141096.46017,2015-07-30,"Dwarf Shrub Heath","Lowland Heathland","H2a:45.98",7.1,5.9,2,2,2.95,3.05,1,"H2a","H2","H",6.74,2.69304660189905,25,25
"61",15,0.891812865497076,"B26",2015,490169.92868,140850.25748,2015-07-28,"Fen, Marsh And Swamp","Lowland Fens","M21:55.51",7.2,7.8,2.8,1.9,2.87,3.13,1,"M21","M21","M",11.18,4.60497918923998,18,25
"62",17,0.901083087177157,"B26",2015,489988.30415,140714.9628,2015-07-29,"Dwarf Shrub Heath","Lowland Heathland","H2a:40.76",7.1,5.6,2.2,2.1,2.67,3.33,1,"H2a","H2","H",13.62,13.7388439591304,24,8
"63",16,0.889127516778524,"B26",2015,490510.7424,140875.56132,2015-07-28,"Dwarf Shrub Heath","Lowland Heathland","H2a:46.06",7.2,5.8,1.9,2,2.71,3.29,1,"H2a","H2","H",12.86,5.69451490471313,25,17
"65",8,0.845864661654135,"B26",2015,490705.859937,140086.498523,2015-07-29,"Dwarf Shrub Heath","Lowland Heathland","H2:46.58",7.2,5.9,1.8,2,2.85,3.15,1,"H2","H2","H",6.72,2.25037033989223,25,16
"66",14,0.909148410097177,"B26",2015,490900.62412,140122.90395,2015-07-29,"Dwarf Shrub Heath","Lowland Heathland","H2a:49.72",7.5,5.7,1.4,2.1,2.72,3.28,1,"H2a","H2","H",19.32,14.2915184637602,14,7
"68",15,0.896486042692939,"B26",2015,490928.71439,140528.37737,2015-07-28,"Dwarf Shrub Heath","Lowland Heathland","H2a:41.16",7.2,5.9,1.8,2,2.92,3.08,1,"H2a","H2","H",8.96,4.64112055434892,25,19
"69",8,0.683563748079877,"B26",2015,491214.29058,139967.34878,2015-07-29,"Dwarf Shrub Heath","Lowland Heathland","H2a:43.96",7,6,2,2,3,3,1,"H2a","H2","H",40.5,16.7854103315945,25,0
"70",19,0.888044579533941,"B26",2015,491189.886307,140715.044009,2015-07-28,"Dwarf Shrub Heath","Lowland Heathland","H2a:41.24",7,5.7,2.5,2.1,2.48,3.48,1.11,"H2a","H2","H",9.46,14.9874391853089,25,4
"71",11,0.868110816386678,"B26",2015,490199.04,140840.48,2015-07-28,"Dwarf Shrub Heath","Lowland Heathland","M15:44.79",7,7.1,3.2,2.3,3.03,2.97,1,"M15","M15","M",42.76,15.508814697885,16,4
"72",13,0.898492172281942,"B26",2015,490222,140831,2015-07-28,"Fen, Marsh And Swamp","Lowland Fens","M21:54.47",7.7,8,2.8,1.9,1.86,4.14,1.11,"M21","M21","M",7.02,2.6199554703595,9,25
"73",20,0.920719284259013,"B26",2015,490236.69,140813.76,2015-07-28,"Dwarf Shrub Heath","Lowland Heathland","M16a:38.82",7.4,7.4,2.9,2.3,2.91,3.06,1.07,"M16a","M16","M",7.52,3.8310137909784,0,13
"74",15,0.875561350137621,"B26",2015,490307.31,140798.36,2015-07-28,"Dwarf Shrub Heath","Lowland Heathland","H2a:45.23",7.1,6.1,2.2,2.2,3.03,2.97,1,"H2a","H2","H",13.64,8.28090172223613,0,9
"75",19,0.916777949895839,"B26",2015,490317.53,140878.07,2015-07-28,"Fen, Marsh And Swamp","Lowland Fens","M21:50.12",7.5,7.3,2.2,1.7,2.73,3.27,1,"M21","M21","M",11.06,3.95895609136213,25,15
"2",19,0.911140939597315,"B26",2019,490420.9541,141359.25659,2019-08-13,"Dwarf Shrub Heath","Lowland Heathland","H2:37.74",6.9,5.3,2.1,2.1,2.66,3.34,1,"H2","H2","H",23.52,13.5157932311303,25,2
"3",9,0.818217821782178,"B26",2019,490929.16874,140855.85474,2019-08-13,"Dwarf Shrub Heath","Lowland Heathland","H12a:54.86",7,5.2,2,2,2.14,3.86,1,"H12a","H12","H",16,7.0059498523279,25,0
"6",14,0.906771024418083,"B26",2019,490396.94246,141506.75185,2019-08-13,"Fen, Marsh And Swamp","Lowland Fens","M21:63.02",7.4,8.2,2.7,1.6,2.79,3.21,1,"M21","M21","M",11.68,3.78285606387555,0,0
"7",23,0.916258064516129,"B26",2019,490500.39159,141240.60256,2019-08-13,"Dwarf Shrub Heath","Lowland Heathland","H2:38.54",7,5.3,2.2,2.1,2.48,3.52,1.09,"H2","H2","H",20.04,12.1019282210178,25,0
"8",13,0.85220773278426,"B26",2019,491332,140040,2019-08-12,"Dwarf Shrub Heath","Lowland Heathland","H2a:40.76",7,5.2,2,2,2.2,3.8,1,"H2a","H2","H",17.44,7.69242051199318,25,25
"11",12,0.841212121212121,"B26",2019,491475.73691,141051.471566,2019-08-14,"Dwarf Shrub Heath","Lowland Heathland","H12a:38.05",7,6,2.1,2.1,3.05,2.95,1,"H12a","H12","H",34.28,11.3670576667843,0,0
