"Plot_ID","Species_richness","Species_diversity","Sitecode","Year","Eastings","Northings","Date","BAP_broad","BAP_priority","NVC_FIRST","Light","Wetness","pH","Fertility","Competition","Stress","Ruderals","NVC_subgroup","NVC_group","NVC_habitat","Vegetation_height","STD_HEIGHT","Litter","Bare_ground"
"12",10,0.795199182839632,"B26",2019,491349.78703,140470.996542,2019-08-14,"Dwarf Shrub Heath","Lowland Heathland","H2b:51.14",6.4,5.1,2.6,2.6,3.66,2.34,1,"H2b","H2","H",25.72,15.5845008475301,25,0
"13",15,0.88875786163522,"B26",2019,490075.93026,140775.22954,2019-08-07,"Dwarf Shrub Heath","Lowland Heathland","H2a:26.38",7,5.9,2,2,2.94,3.06,1,"H2a","H2","H",17.72,5.488776427098,25,6
"14",8,0.749206349206349,"B26",2019,490017.30643,140297.69873,2019-08-21,"Scrub","Not a priority habitat","W10d:31.37",5.6,5.2,4.2,4.2,3.6,2.4,1,"W10d","W10","W",100,0,25,0
"16",17,0.90581369982548,"B26",2019,490268.49048,140824.10916,2019-08-22,"Dwarf Shrub Heath","Lowland Heathland","M16a:59.09",7.5,7.8,2.6,1.6,2.63,3.36,1.02,"M16a","M16","M",8.08,2.15870331449229,0,11
"18",19,0.900738150738151,"B26",2019,490656.45219,141298.91509,2019-08-13,"Dwarf Shrub Heath","Lowland Heathland","H2:51.71",6.9,6.3,2.4,2.1,3.2,2.8,1,"H2","H2","H",28.88,18.9655828630004,25,0
"19",7,0.701388888888889,"B26",2019,489865.238,140737.245,2019-08-15,"Broadleaved, Mixed And Yew Woodland","Lowland mixed deciduous woodland","W16a:22.30",6,5.6,3.9,4.2,3.82,2.18,1,"W16a","W16","W",3.72,1.4,0,3
"20",14,0.899141476083977,"B26",2019,490477.18105,140979.79199,2019-08-08,"Dwarf Shrub Heath","Lowland Heathland","H2a:42.11",7.1,5.6,1.9,2,2.62,3.38,1,"H2a","H2","H",14.24,5.37959106252511,25,10
"21",8,0.853068432671082,"B26",2019,490190.42878,141470.66554,2019-08-13,"Dwarf Shrub Heath","Lowland Heathland","M16a:56.10",7.8,8.5,2.5,1.2,2.25,3.75,1,"M16a","M16","M",27,5.30722777603022,25,0
"24",10,0.848157248157248,"B26",2019,490865.84046,139855.74599,2019-08-12,"Dwarf Shrub Heath","Lowland Heathland","H9d:38.18",6.2,5.1,2.4,2.9,2.1,3.9,1.03,"H9d","H9","H",14.36,5.46107437537096,11,1
"26",11,0.815569487983281,"B26",2019,491045.22928,140096.82326,2019-08-08,"Dwarf Shrub Heath","Lowland Heathland","H2a:68.18",7,5.8,2,2.1,2.89,3.11,1.08,"H2a","H2","H",38.48,10.916806614879,25,0
"27",17,0.904157410345922,"B26",2019,490741.501226,139985.939238,2019-08-12,"Dwarf Shrub Heath","Lowland Heathland","H2a:37.99",6.9,5.8,2.2,2.1,2.85,3.15,1,"H2a","H2","H",14.32,9.96962052102954,23,6
"29",10,0.835478751542938,"B26",2019,490263.56073,140144.12175,2019-08-21,"Dwarf Shrub Heath","Lowland Heathland","H2a:38.52",7,5.7,2,2,2.71,3.29,1,"H2a","H2","H",6.72,3.52987251894456,25,0
"30",16,0.905650087260035,"B26",2019,490597.34831,141428.33897,2019-08-13,"Fen, Marsh And Swamp","Lowland Fens","M21:67.40",7.7,8.3,2.5,1.3,2.53,3.47,1,"M21","M21","M",5.8,2.44948974278318,24,0
"35",14,0.888210381168128,"B26",2019,490120.76859,140065.82691,2019-08-21,"Dwarf Shrub Heath","Lowland Heathland","H1b:28.42",7,6,2,2,3,3,1,"H1b","H1","H",19.76,9.37318871391517,19,1
"36",17,0.894261006289308,"B26",2019,490473.736623,140157.127766,2019-08-15,"Dwarf Shrub Heath","Lowland Heathland","H2a:42.46",7.1,5.5,2.1,2.1,2.54,3.46,1,"H2a","H2","H",10.96,4.3058100283222,12,0
"37a",18,0.91302903461564,"B26",2019,490325.64,141300.32,2019-08-13,"Dwarf Shrub Heath","Lowland Heathland","H2a:38.14",7,5.8,2,2,2.8,3.2,1,"H2a","H2","H",33.72,11.3560556532627,25,3
"38a",7,0.806324110671937,"B26",2019,491469.759257,140904.117263,2019-08-14,"Broadleaved, Mixed And Yew Woodland","Lowland mixed deciduous woodland","H2:35.23",6.6,5.8,3,2.8,4.24,1.76,1,"H2","H2","H",7.6,16.9533674137815,6,0
"40a",14,0.895422792201022,"B26",2019,491049.81,140344.01,2019-08-14,"Dwarf Shrub Heath","Lowland Heathland","H2a:32.75",7,5.9,2,2.1,2.95,3.05,1,"H2a","H2","H",16.12,6.97208720542134,0,0
"42",12,0.882529217860354,"B26",2019,490207.8755,140239.0895,2019-08-22,"Dwarf Shrub Heath","Lowland Heathland","H1b:35.46",7,5.9,2,2,2.88,3.13,1,"H1b","H1","H",13.92,10.7118314649426,16,8
"44a",10,0.826173826173826,"B26",2019,490554.56283,139947.46225,2019-08-12,"Dwarf Shrub Heath","Lowland Heathland","H2:63.80",7.1,5.2,2.2,2.1,2.32,3.68,1,"H2","H2","H",24.24,15.4980643952721,25,0
"45a",3,0.546757164404223,"B26",2019,489877.21,141197.15,2019-08-15,"Broadleaved, Mixed And Yew Woodland","Lowland mixed deciduous woodland","H9a:32.41",6,5,2,3,2,4,1,"H9a","H9","H",2.96,0.675771164423776,25,2
"46",12,0.875337129157926,"B26",2019,490964.2841,140401.59528,2019-08-14,"Dwarf Shrub Heath","Lowland Heathland","H2a:43.87",7.1,6,1.9,2,2.98,3.02,1,"H2a","H2","H",29.4,8.31163842652779,25,0
"48",14,0.892385392385392,"B26",2019,490371.647803,140399.793276,2019-08-14,"Dwarf Shrub Heath","Lowland Heathland","H2a:38.32",7.1,5.9,1.9,2,2.94,3.06,1,"H2a","H2","H",16.2,8.78445596873629,17,2
"49",13,0.877693651718113,"B26",2019,490747.161666,140306.193508,2019-08-12,"Dwarf Shrub Heath","Lowland Heathland","H2a:42.38",7.1,5.5,2.6,2.2,2.7,3.3,1,"H2a","H2","H",26.64,25.771237197051,11,0
"51",15,0.880670611439842,"B26",2019,490579.99267,141561.69666,2019-08-13,"Dwarf Shrub Heath","Lowland Heathland","M16a:53.72",7.5,7.2,2.2,1.5,2.45,3.55,1,"M16a","M16","M",13.68,2.46170672501823,0,0
"52a",9,0.831905577765087,"B26",2019,490556.84554,140377.444615,2019-08-21,"Dwarf Shrub Heath","Lowland Heathland","H2c:55.36",7,6.8,2.5,2,2.85,3.15,1.02,"H2c","H2","H",16.12,8.89438024822416,25,0
"53",5,0.6999666999667,"B26",2019,490428.503628,140606.058089,2019-08-15,"Dwarf Shrub Heath","Lowland Heathland","H2:36.23",6.8,5.1,2.2,2.3,2.15,3.85,1,"H2","H2","H",11.4,4.03112887414928,20,0
"57",19,0.922668083975551,"B26",2019,490179.22034,141331.49384,2019-08-13,"Fen, Marsh And Swamp","Lowland Fens","M21b:67.47",7.5,7.9,2.6,1.5,2.41,3.59,1.01,"M21b","M21","M",9.56,3.50095225141199,0,7
"58",23,0.917191818684356,"B26",2019,491038.73173,140500.86083,2019-08-14,"Dwarf Shrub Heath","Lowland Heathland","H2a:50.81",7,5.9,2,2.1,2.73,3.27,1.09,"H2a","H2","H",35.64,19.6762970771095,0,0
"59a",13,0.841139240506329,"B26",2019,490828.94,140861.83,2019-08-13,"Dwarf Shrub Heath","Lowland Heathland","H2a:54.79",7.6,5.7,1.4,2,2.74,3.26,1,"H2a","H2","H",36.56,12.7967443776402,25,0
"60",16,0.906165590135056,"B26",2019,489874.0793,141096.46017,2019-08-14,"Dwarf Shrub Heath","Lowland Heathland","H2a:34.68",7,5.9,2.1,2.1,2.94,3,1.12,"H2a","H2","H",8.04,3.96316371938716,10,0
"61",13,0.890829175576146,"B26",2019,490169.92868,140850.25748,2019-08-22,"Fen, Marsh And Swamp","Lowland Fens","M21:61.14",7.5,8,2.7,1.5,2.54,3.46,1,"M21","M21","M",7.6,2.08166599946613,0,0
"62",15,0.876822276822277,"B26",2019,489988.30415,140714.9628,2019-08-07,"Dwarf Shrub Heath","Lowland Heathland","H2a:52.34",7.1,5.9,1.9,2,2.9,3.1,1,"H2a","H2","H",55.36,18.7502888866634,25,4
"63",13,0.889652623798965,"B26",2019,490510.7424,140875.56132,2019-08-08,"Dwarf Shrub Heath","Lowland Heathland","H2a:46.63",7.1,5.8,1.9,2,2.84,3.16,1,"H2a","H2","H",24.28,8.25893455598239,25,0
"65a",14,0.897024090694379,"B26",2019,490705.859937,140086.498523,2019-08-12,"Dwarf Shrub Heath","Lowland Heathland","H2a:41.14",7.1,5.8,1.9,2,2.84,3.16,1,"H2a","H2","H",6.88,3.20572404717977,13,13
"66a",15,0.896802325581395,"B26",2019,490898.15,140116.32,2019-08-08,"Dwarf Shrub Heath","Lowland Heathland","H2a:40.72",7.2,5.9,1.8,2,2.89,3.11,1,"H2a","H2","H",13.44,13.5771867483658,25,25
"68",14,0.908040926495512,"B26",2019,490928.71439,140528.37737,2019-08-14,"Dwarf Shrub Heath","Lowland Heathland","H2a:36.53",7,5.9,2,2,2.91,3.09,1,"H2a","H2","H",17.56,4.99232744652565,25,0
"69a",7,0.598693759071118,"B26",2019,491211.1,139963.53,2019-08-12,"Dwarf Shrub Heath","Lowland Heathland","H2a:53.61",7.4,6,1.6,2,3,3,1,"H2a","H2","H",2.36,1.38082101181387,25,25
"70",17,0.895190713101161,"B26",2019,491189.886307,140715.044009,2019-08-14,"Dwarf Shrub Heath","Lowland Heathland","H2a:39.31",6.8,5.8,2.1,2.3,3.04,2.96,1,"H2a","H2","H",25.52,20.776830043745,0,0
"71",19,0.904022988505747,"B26",2019,490199.04,140840.48,2019-08-07,"Dwarf Shrub Heath","Lowland Heathland","M15:44.51",7.1,7.4,2.8,2.1,2.95,3.01,1.08,"M15","M15","M",54.2,18.5943539817871,25,4
"72",21,0.921822742474916,"B26",2019,490222,140831,2019-08-07,"Dwarf Shrub Heath","Lowland Heathland","M16a:56.68",7.4,8,3,2,2.43,3.52,1.11,"M16a","M16","M",10.56,4.54679374211469,0,16
"73",18,0.904268808114962,"B26",2019,490236.69,140813.76,2019-08-07,"Dwarf Shrub Heath","Lowland Heathland","H3a:42.19",7.4,7.5,2.5,1.9,2.44,3.56,1,"H3a","H3","H",18.88,13.0968189521985,25,6
"74",20,0.911394302848576,"B26",2019,490307.31,140798.36,2019-08-08,"Dwarf Shrub Heath","Lowland Heathland","H2:50.66",7,6,1.9,2,2.91,3.09,1,"H2","H2","H",27.8,8,12,1
"75",17,0.901169343477036,"B26",2019,490317.53,140878.07,2019-08-07,"Dwarf Shrub Heath","Lowland Heathland","M16a:66.30",7.5,7.9,2.5,1.5,2.53,3.41,1.17,"M16a","M16","M",15.2,6.72061505121865,0,16
