"Plot_ID","Sitecode","Year","Eastings","Northings","BAP_broad","NVC_FIRST","Achillea millefolium","Agrostis capillaris","Anthoxanthum odoratum","Briza media","Carex caryophyllea","Carex flacca","Carex hostiana","Cerastium fontanum","Cynosurus cristatus","Danthonia decumbens","Deschampsia cespitosa subsp. cespitosa","Festuca ovina","Festuca rubra","Helictotrichon pratense","Hieracium","Holcus lanatus","Hylocomium splendens","Koeleria macrantha","Lotus corniculatus","Luzula campestris","Plantago lanceolata","Poa pratensis s.str.","Potentilla erecta","Pseudoscleropodium purum","Rhytidiadelphus squarrosus","Sanguisorba minor","Trifolium repens","Veronica officinalis","Viola riviniana","Campanula rotundifolia","Cardamine pratensis","Carex panicea","Carex pulicaris","Dicranum scoparium","Galium sterneri","Galium verum","Hypnum","Linum catharticum","Plagiomnium undulatum","Prunella vulgaris","Racomitrium lanuginosum","Ranunculus acris","Ranunculus bulbosus","Sesleria caerulea","Thuidium tamariscinum","Thymus polytrichus","Carex nigra","Cirsium arvense","Luzula multiflora","Nardus stricta","Veronica chamaedrys","Euphrasia","Helianthemum nummularium","Hypnum jutlandicum","Polygala vulgaris","Potentilla sterilis","Racomitrium elongatum","Crataegus monogyna (g)","Calluna vulgaris","Cladonia portentosa","Empetrum nigrum subsp. nigrum","Erica tetralix","Eriophorum angustifolium","Eriophorum vaginatum","Festuca tenuifolia","Narthecium ossifragum","Polytrichum commune","Trichophorum cespitosum","Vaccinium myrtillus","Asplenium ruta-muraria","Neckera crispa","Taraxacum sect. Ruderalia","Cladonia ciliata var. ciliata","Ctenidium molluscum","Frullania tamarisci","Pleurozium schreberi","Rhytidiadelphus triquetrus","Asplenium trichomanes ssp. quadrivalens","Cladonia rangiformis","Climacium dendroides","Geranium robertianum","Phyllitis scolopendrium","Scapania nemorea","Polygala serpyllifolia","Orchis mascula","Tortella tortuosa","Gentianella amarella","Juniperus communis subsp. communis","Primula farinosa","Selaginella selaginoides","Thalictrum minus","Calypogeia muelleriana","Carex pilulifera","Leucobryum glaucum","Listera cordata","Rhytidiadelphus loreus","Sphagnum capillifolium","Campylopus introflexus","Deschampsia flexuosa","Galium saxatile","Oxalis acetosella","Plagiochila porelloides","Asplenium trichomanes ssp.Quad","Fraxinus excelsior (g)","Mycelis muralis","Calliergonella cuspidata","Cystopteris fragilis","Cirsium vulgare","Lolium perenne","Rumex acetosa","Campylopus flexuosus","Juncus squarrosus","Molinia caerulea","Polytrichum","Sphagnum papillosum","Sphagnum tenellum","Cirsium palustre","Conopodium majus","Scabiosa columbaria","Agrostis canina","Carex echinata","Epilobium palustre","Equisetum palustre","Juncus conglomeratus","Leontodon autumnalis","Plagiomnium rostratum","Poa humilis","Ranunculus flammula","Valeriana dioica","Anemone nemorosa","Carex viridula subsp. oedocarpa","Pedicularis sylvatica","Salix repens","Sphagnum","Vaccinium oxycoccos","Carex binervis","Bellis perennis","Centaurea nigra","Equisetum arvense","Juncus effusus","Ranunculus repens","Trifolium pratense","Achillea ptarmica","Ajuga reptans","Alchemilla glabra","Cirriphyllum crassinervium","Crepis paludosa","Filipendula ulmaria","Geranium sylvaticum","Geum rivale","Helictotrichon pubescens","Juncus acutiflorus","Lathyrus pratensis","Leontodon hispidus","Succisa pratensis","Trollius europaeus","Angelica sylvestris","Fragaria vesca","Mercurialis perennis","Primula vulgaris","Convallaria majalis","Vaccinium vitis-idaea","Poa annua","Senecio jacobaea","Juncus bulbosus","Lophozia ventricosa","Lophocolea bidentata","Mnium hornum","Plagiothecium undulatum","Rubus chamaemorus","Dryopteris dilatata","Urtica dioica","Athyrium filix-femina","Dactylis glomerata","Dryopteris filix-mas","Polypodium vulgare","Vicia sepium","Deschampsia cespitosa subsp. Cespitosa","Scleropodium purum","Alchemilla millefolium","Sanguisorba officinalis","Viola hirta","Pilosella officinarum agg","Viola sp.","Carex capillaris","Racomitrium","Hypnum cupressiforme","Trichostomum brachydontium","Taraxacum sp.","Cladonia","Pseudotaxiphyllum elegans","Jungermannia","Scleropodium","Agrostis","Fissidens","Dicranum","Fissidens dubius","Alchemilla filicaulis","Hypnum cupressiforme var. lacunosum","Thuidium","Kindbergia praelonga","Euphrasia nemorosa","Calliergon sp.","Andromeda polifolia","Scapania aspera","Asplenium ruta-muriana","Neckera complanata","Asplenium virde","Scapania","Trichophorum germanicum","Veronica serpyllifolia subsp. serpyllifolia","Carex sp.","Fraxinus excelsior","Entodon concinnus","Asplenium trichomanes","Calypogeia cf. muelleriana","Homalothecium lutescens","Breutelia chrysocoma","Dicranum bonjeanii","Sesleria albicans","Agrostis stolonifera","Crataegus monogyna","Taraxacum fulvum","Trichophorum germinatum","Pedicularis palustris","Holcus mollis","Juncus articulatus","Cratoneuron filicinum","Veronica sp.","Dactylorhiza","Trollius sp.","Triglochin palustre","Rhinanthus minor","Lychnis flos-cuculi","Hypnum cupressiforme var. cupressiforme","Bryum","Polytrichum juniperinum","Peltigera","Euphrasia officinalis agg.","Rosa pimpinellifolia","Sorbus aucuparia","Asplenium ruta-murania","Trisetum flavescens","Sagina procumbens","Ranunculus seedling","Barbilophozia floerkei","Cirsium","Carex demissa","Sphagnum fallax","Ptilidium ciliare","Agrostis vinealis","Thamnobryum alopecurum","Viola sepium","Epilobium montanum","Ditrichum gracile","Schistidium sp.","Viola","Hypnum lacunosum","Ditrichum flexicaule s.l.","Campylium stellatum s.l.","Trichostomum crispulum","Orthotrichum anomalum","Polytrichastrum formosum","Taraxacum officinale agg","Odontoschisma sphagni","Campylopus pyriformis","Sphagnum denticulatum","Pimpinella saxifraga","Poa trivialis","Alchemilla","Schistidium crassipilum","Carex viridula subsp. brachyrrhyncha","Sphagnum subnitens","Encalypta streptocarpa","Bryum pseudotriquetrum","Aulacomnium palustre","Carex","Brachythecium rivulare","Equisetum","Stellaria uliginosa","Salix","Cephalozia bicuspidata","Arrhenatherum elatius","Dicranella heteromalla","Hypericum","Viola odorata","Hypericum pulchrum","Homalothecium sericeum","Metzgeria furcata","Sorbus aucuparia (g)","Sphagnum palustre","Rumex acetosella","Veronica serpyllifolia","Bryum capillare","Cephaloziella","Sphagnum cuspidatum","Festuca pratensis","Vicia sativa","Eurhynchium striatum","Epilobium","Carex riparia","Phalaris arundinacea","Caltha palustris","Galium palustre","Persicaria maculosa","Myosotis scorpioides","Rumex crispus","Glyceria sp.","Eleocharis palustris","Hypochaeris radicata","Alopecurus pratensis","Lysimachia nummularia","Phleum pratense","Carex acuta","Silaum silaus","Persicaria amphibia","Plagiomnium","Elytrigia repens","Rumex obtusifolius","Myosotis laxa","Stellaria palustris","Amblystegium varium","Carex disticha","Senecio aquaticus","Alopecurus geniculatus","Veronica scutellata","Bryophytes","Myosotis arvensis","Ranunculus lingua","Oenanthe silaifolia","Galium uliginosum","Galium aparine","Phragmites australis","Bromus sp.","Taraxacum officinale agg.","Glyceria fluitans","Amblystegium sp.","Eleocharis sp.","Glyceria maxima","Rumex hydrolapathum","Stellaria sp.","Carex pallescens","Thalictrum flavum","Vicia cracca","Ophioglossum vulgatum","Agrostis sp.","Potentilla reptans","Rorippa sylvestris","Mentha aquatica","Galium sp.","Carex hirta","Potentilla anserina","Alisma plantago-aquatica","Sium latifolium","Chenopodium album","Tripleurospermum inodorum","Medicago lupulina","Ranunculus ficaria","Carex ovalis","Alopecurus sp.","Equisetum sp.","Myosotis sp.","Iris pseudacorus","Unidentified","Ranunculus","Trifolium","Bidens tripartita","Drepanocladus aduncus","Crepis capillaris","Oenanthe","Chenopodium","Sonchus","Quercus robur","Juncus compressus","Typha latifolia","Carex vesicaria","Lemna trisulca","Lemna minor","Berula erecta","Schoenoplectus tabernaemontani","Oenanthe fistulosa","Elodea nuttallii","Myosotis laxa subsp. caespitosa","Agrostis gigantea","Trifolium dubium","Crataegus","Poa","Elymus repens","Callitriche stagnalis","Butomus umbellatus","Geranium molle","Scorzoneroides autumnalis","Plantago major","Hordeum secalinum","Schedonorus pratensis","Chenopodium sp.","Fraxinus exelsior","Ranunculus sp.","Brachypodium sylvaticum","Clematis vitalba","Clinopodium vulgare","Lonicera periclymenum (g)","Teucrium scorodonia","Bromopsis erecta","Filipendula vulgaris","Pastinaca sativa","Rosa canina agg.","Rosa","Rubus fruticosus agg.","Ulex europaeus (g)","Asperula cynanchica","Cirsium acaule","Pilosella officinarum (hieracium)","Glechoma hederacea","Odontites vernus","Torilis japonica","Erica cinerea","Stachys officinalis","Hippocrepis comosa","Phleum bertolonii","Stellaria graminea","Barbula convoluta","Centaurium erythraea","Anagallis arvensis","Hypericum humifusum","Reseda luteola","Sedum acre","Cynoglossum officinale","Agrimonia eupatoria","Brachythecium rutabulum","Bromus hordeaceus subsp. hordeaceus","Trifolium campestre","Eupatorium cannabinum","Hypericum perforatum","Melilotus","Prunus spinosa (g)","Senecio erucifolius","Ceratodon purpureus","Geum urbanum","Brachypodium pinnatum s.l.","Arenaria serpyllifolia","Rosa seedling","Verbascum thapsus","Pohlia nutans","Acer pseudoplatanus (g)","Stellaria media","Viburnum lantana (g)","Pulicaria dysenterica","Cornus sanguinea (g)","Hedera helix (g)","Rubus caesius","Moehringia trinervia","Sambucus nigra (g)","Solanum dulcamara (g)","Sonchus oleraceus","Carlina vulgaris","Bromus","Ligustrum vulgare (g)","Pteridium aquilinum","Bryonia dioica","Rhizomnium punctatum","Blackstonia perfoliata","Rosa spinosissima","Ulex europaeus (s)","Rosa arvensis","Taraxacum agg.","Sonchus asper","Thymus pulegioides","Geranium dissectum","Myosotis discolor","Veronica serpyllifolia sl.","Prunus padus (g)","Malus sylvestris (seedling)","Reseda lutea","Vulpia bromoides","Arctium minus agg.","Anisantha sterilis","Crataegus monogyna (c)","Sherardia arvensis","Prunus spinosa (s)","Aira praecox","Epilobium ciliatum","Chamerion angustifolium","Epilobium parviflorum","Pilosella officinarum (Hieracium)","Poterium sanguisorba","Taraxacum","Quercus robur (g)","Brachythecium","Linaria vulgaris","Veronica montana","Galium mollugo","Rubus fruticosus agg. (g)","Plagiomnium affine","Centaurea","Cladonia furcata","Hypochaeris glabra","Crepis vesicaria","Cruciata laevipes","Trifolium hybridum","Galium mollugo subsp. erectum","Tragopogon pratensis","Trifolium seedling","Phleum","Prunus domestica","Cynoglossum","Daucus carota","Heracleum sphondylium","Silene dioica","Euonymus europaeus (g)","Bromopsis ramosa","Hypericum hirsutum","Agrimonia","Leucanthemum vulgare","Bellis Perennis","Campylium chrysophyllum","Carex humilis","Centaurea scabiosa","Fissidens taxifolius","Plantago media","Primula veris","Thymus praecox","Anthyllis vulneraria","Poa angustifolia","Rosa canina s.str. (g)","Crataegus monogyna (s)","Coeloglossum viride","Polygala calcarea","Weissia","Thesium humifusum","Arabis hirsuta","Dactylorhiza fuchsii","Knautia arvensis","Origanum vulgare","Rhamnus cathartica","Gentianella","Taxus baccata (g)","Eurhynchium","Carduus nutans","Fallopia convolvulus","Polygonum aviculare","Ilex aquifolium (g)","Corylus avellana (s)","Serratula tinctoria","Valeriana officinalis","Ligustrum vulgare (s)","Umbellifer","Euonymus europaeus (s)","Viburnum lantana (s)","Cornus sanguinea (s)","Festuca arundinacea","Clinopodium acinos","Liverwort","Vicia sp.","Geranium","Dactylorhiza sp.","Prunus spinosa","Veronica arvensis","Clinopodium sp.","Gymnadenia conopsea","Ligustrum vulgare","Taxus baccata","Viola canina","Rosa sp.","Helictotrichon","Vicia hirsuta","Sorbus aria","Convolvulus arvensis","Silene latifolia","Rumex sp.","Polygonum maculosa","Anacamptis pyramidalis","Brachypodium sp.","Ulex europaeus","Lithospermum officinale","Digitalis purpurea","Betula pendula","Solanum dulcamara","Leontodon","Cornus sanguinea","Rhytidiadelphus sp.","Sison amomum","Vicia tetrasperma","Veronica persica","Phleum sp.","Clinopodium ascendens","Quercus sp.","Festuca gigantea","Lonicera periclymenum","Tamus communis","Lophocolea","Solanum dulcamara (s)","Taraxacum erythrospermum","Inula conyzae","Fagus sylvatica (g)","Geranium columbinum","Sambucus nigra (s)","Stachys sylvatica","Lonicera periclymenum (s)","Conyza canadensis","Geranium pusillum","Anthriscus sylvestris","Cladonia chlorophaea","Cladonia coniocraea","Anagallis tenella","Aulacomnium paslustre","Carex viridula ssp. Oedocarpa","Pellia epiphylla","Potamogeton polygonifolius","Riccardia chamedryfolia","Salix cinerea (g)","Sphagnum inundatum","Viola palustris","Ulex gallii","Empetrum nigrum subsp. nigrum subsp. nigrum","Melampyrum pratense","Cladonia subulata","Lolium multiflorum","Cladonia squamosa","Eurhynchium praelongum","Leptodontium flexifolium","Plagiothecium curvifolium","Blechnum spicant","Sphagnum quinquefarium","Cladonia floerkeana","Rubus","Cladonia gracilis","Ceratocapnos claviculata","Peltigera membranacea","Luzula pilosa","Cladonia chlorophaea agg.","Luzula multiflora ssp. congesta","Sorbus aucuparia (s)","Cladonia macilenta","Baeomyces rufus","Cladonia furcata subsp. furcata","Warnstorfia exannulata","Larix (g)","Ulota bruchii","Luzula multiflora subsp. congesta","Peltigera hymenina","Cladonia cryptochlorophaea","Parmelia saxatilis","Stellaria alsine","Straminergon stramineum","Polygala","Calypogeia fissa","Sphagnum capillifolium subsp. rubellum","Cladonia polydactyla","Cladonia diversa","Placynthiella icmalea","Trapeliopsis granulosa","Cladonia ciliata s.l.","Hyacinthoides non-scripta","Polytrichum commune var. perigoniale","Lichenes","Pinus sylvestris (g)","Drosera rotundifolia","Rhynchospora alba","Betula pubescens (g)","Ulex minor","Campylopus","Betula pendula (g)","Hypochaeris","Myrtaceae?","Boletus?","Pleurochaete squarrosa","Pinus seedling","Cuscuta","Ulex minonr","Hypogymnia physodes","Pinus sylvestris (c)","Cladonia fimbriata","Sphagnum denticulatum s.l.","Evernia prunastri","Hypotrachyna revoluta","Cladonia cervicornis subsp verticillata","Cladonia ramulosa","Cladonia ochrochlora","Quercus petraea (g)","Betula pendula (s)","Corylus avellana (g)","Drosera intermedia","Cladonia cervicornis","Cladonia grayi","Polytrichum piliferum","Unidenitifed","Cladonia rei","Sphagnum compactum","Cirsium dissectum","Quercus seedling","Cephalozia connivens","Scutula epicladonia","Cuscuta epithymum","Lecanora symmicta","Melanelia subaurifera","Usnea sp.","Algae(group not known) mat","Cladonia glauca","Lycopodiella inundata","Polytrichum strictum","Pinus sylvestris (s)","Campylopus brevipilus","Funaria hygrometrica","Quercus robur (s)","Cladonia crispata","pteridium aquilinum","pseudoscleropodium purum","Betula seedling","Ilex aquifolium (s)","lonicera periclymenum (s)","campylopus introflexus","cladonia furcata","Sphagnum recurvum s.l.","Marchantiophyta","Cladonia digitata","cladonia diversa","cladonia floerkeana","ulex europaeus (g)","Quercus cerris (s)","Cladonia arbuscula","Sphagnum magellanicum","Calypogeia","Juncus bufonius"
"1","B12",2010,378000,474500,"Acid Grassland","U",1,20,25,1,1,10,1,1,4,1,4,5,10,1,1,1,1,1,1,1,2,1,5,1,1,1,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","B12",2010,377750,474000,"Inland Rock","CG",0,10,5,2,1,2,0,1,0,1,0,20,1,4,1,0,1,2,1,1,0,0,3,1,1,0,2,0,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,40,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","B12",2010,377750,474750,"Acid Grassland","MC",0,25,15,0,0,3,0,0,1,0,10,0,25,0,0,1,0,0,0,0,0,1,10,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","B12",2010,378250,474000,"Calcareous Grassland","CG",0,5,5,1,0,3,0,1,1,1,0,5,40,5,0,0,1,5,1,0,5,0,3,2,1,1,5,0,3,1,1,2,0,0,1,0,0,1,0,1,0,1,0,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
